actorId,name,birthYear
nm7703577,Hitesh Baruah,
nm7723888,Shin'ichi Hashimoto,
nm7726984,Kovácsovics Jennifer,
nm7732655,Mrunali Jambale,
nm7734449,Francisco Sanchís,
nm7736740,Grant Campbell,
nm7821071,Masaki Nakao,1996
nm7840131,Donal Brophy,
nm7848050,Gokul Suresh,1993
nm7853326,Neil Comber,
nm7889241,Duanduan Liu,1986
nm7908412,Emran Fejzuli,
nm7915157,Lata Arun,
nm7922387,Hadi Hejazifar,1976
nm8121713,Gizem Terzi,1990
nm8158779,Lilah Pate,
nm8173819,Sasha Dulics,
nm8254972,Sergey Goncharenko,
nm8327046,Farida,
nm8344458,Karmesha Clark,
nm8370368,Pablo Lafuente,
nm8408274,Ruel Dausan Varandani,
nm8435544,Lilian Afegbai,1991
nm8499543,Daichi Kodaira,
nm8556645,Sharon Desiree,
nm8586613,Martijn Hoeben,
nm8604880,Matthew Friend,
nm8639477,Dhurba Koirala,
nm8649953,Michael Blundell-Lithco,
nm8658956,Charlie Gabel,
nm8696625,Mohammad Shakeri,
nm8749103,Silvia Gisca,
nm8752530,Andrew J. Forner,1994
nm8908428,Pete Girard,
nm8913097,Cole Thomas Crum,
nm8958846,Michael Kevin Lovett,
nm8989780,Marguerite Hayter,
nm9015942,Jenny Lester,1992
nm9067829,Juri Kawaguchi,
nm9091968,Leonydus Johnson,
nm9101253,Juri Fukushima,
nm9105542,Jules Langlade,
nm9138548,Anvesh Michael,1990
nm9181836,Pranaya Murthy,
nm9203433,Brandon Jackson,
nm9204659,Dmitrii Davydov,
nm9279134,Brad Prime,
nm9294429,Erica Mary Gillheeney,
nm9321611,Dian Sidik,
nm9357202,Joshua Cody,
nm9413209,Arya Vasco,
nm9435649,Jitendra Rai,
nm9444229,Enza Barra,
nm9491587,Dharma Mangia Woods,
nm9533542,Ali Ertem,
nm9556271,Ava Grady,
nm9570807,Quincy Giles,
nm9602488,Chelsi Kern,
nm9604308,Jeff Shull,
nm9624267,Shreya Anchan,
nm9624935,Alessandra Malonzo,
nm9634908,Olivia Rae Bergstrom,1997
nm9647744,Nikki Tamboli,1996
nm9674956,Blanca Valletbó,
nm9732090,Elio Angelini,
nm9764325,Isabella Percival,
nm9778717,James Whitehurst,
nm9822025,Jaime Villamuera,1999
nm9886158,Josué Charles,
nm9927301,Amar Singh Parihar,
nm9933532,Michelle Bergsma,
nm9965574,Rizwan Kalshyan,
nm9989234,Happy BanMajra,
nm9990676,Amartya Ray,
nm0000962,Carole Bouquet,1957
nm0001314,John Hannah,1962
nm0004365,Fred Williamson,1938
nm0004739,Lauralee Bell,1968
nm0004936,Ben Foster,1980
nm0017343,Damián Alcázar,1953
nm0019815,Selda Alkor,1943
nm0029023,Carla Andrino,1966
nm0029771,Zsolt Anger,1969
nm0031590,Jackson Antunes,1953
nm0034782,Avigail Ariely,1966
nm0041103,Luigi Attrice,
nm0044762,Obba Babatundé,1950
nm0045791,Joanna Bacon,1953
nm0046619,Anders Baggesen,1958
nm0048121,Miroslaw Baka,1963
nm0059824,Senad Bašić,1962
nm0082848,Bindu Desai,1951
nm0089597,Carleton Bluford,
nm0093210,Tomas Bolme,1945
nm0107792,Alessandro Bressanello,1948
nm0126298,Terry Byrne,
nm0130429,Luis Callejo,1970
nm0135039,Francesc Xavier Capell,
nm0138371,Tonantzin Carmelo,
nm0145009,Alex Castillo,
nm0147582,Sandra Ceccarelli,1967
nm0148183,Magdalena Celówna-Janikowska,1940
nm0177639,Jennifer Coolidge,1961
nm0178964,Patrice Coquereau,
nm0180452,Robert Cornthwaite,1917
nm0185039,Gerard Cox,1940
nm0193024,Brenda Currin,1945
nm0201916,Tapan Das,
nm0217221,Grey DeLisle,1973
nm0244650,Iveta Dusková,1962
nm0247242,Jeremy Isaiah Earl,
nm0252847,Nagah El-Mogui,1943
nm0264776,Valeria Fabrizi,1936
nm0273143,Roeland Fernhout,1972
nm0277433,Martina Finch,1955
nm0278354,Anni Finsterer,
nm0278396,Virginia Fiol,
nm0293842,Daniel Freire,1961
nm0293896,Benedict Freitag,1952
nm0298050,Rob Fukuzaki,
nm0340012,Carlos Gregório,1947
nm0367917,Akio Hasegawa,1941
nm0368100,Naeem Hashmi,
nm0370600,Kumi Hayase,1951
nm0390486,Daniel Holguín,1979
nm0394723,Ken'yû Horiuchi,1957
nm0406695,Hiromi Ichida,1932
nm0419709,Saranapala Jayasuriya,
nm0432479,Mahmud June,
nm0437088,Sean Kanan,1966
nm0443937,Gillian Kearney,1972
nm0451857,Anatoliy Khostikoev,1953
nm0467043,Kanji Koshiba,
nm0480658,Andrea Ladányi,1961
nm0487954,Rosario Lara,1956
nm0501802,Nancy Lenehan,1953
nm0514944,Jackson Lou,1962
nm0515592,Claes Ljungmark,1954
nm0516404,Lani Lobangco,
nm0542498,Mahesh Manjrekar,1953
nm0558261,Nicolás Mateo,1980
nm0575397,Shariff Medan,
nm0577741,Ashot Melikdzhanyan,1952
nm0579159,Michael Mendl,1944
nm0581953,Roxane Mesquida,
nm0586261,Alena Mihulová,1965
nm0591389,Hadewych Minis,1977
nm0615905,Alessandra Mussolini,1962
nm0620685,Babu Namboothiri,
nm0629634,Lance E. Nichols,1955
nm0638154,Nevin Nuray,1946
nm0645676,Denjirō Ōkōchi,1898
nm0646968,Randall Oliver,
nm0652689,Hiroyuki Ōta,1947
nm0663546,Janel Parrish,1988
nm0687146,Jesse Plemons,1988
nm0700414,Melanie Clark Pullen,1975
nm0701180,Stefan Puntigam,1971
nm0701189,Bill Rutkoski,
nm0704479,Eric Quizon,1967
nm0706670,Slamet Rahardjo,1949
nm0722560,Steffan Rhodri,1967
nm0727640,Erika Ringor,1974
nm0746667,Alberto Rowinsky,1946
nm0757025,Shunji Sakai,1913
nm0762520,Camillia Monet,
nm0764755,Joel Saracho,
nm0765597,Peter Sarsgaard,1971
nm0768523,Fukuko Sayo,1909
nm0782938,Malik Selamat,
nm0785755,Joep Sertons,1959
nm0788918,Shishir Sharma,
nm0790034,Susan Yam-Yam Shaw,1950
nm0793089,Arata Shibata,1903
nm0796502,Alexander Siddig,1965
nm0801356,Molly Sims,1973
nm0806002,Paul Sloan,1970
nm0840618,Kiyonobu Suzuki,1950
nm0846687,Faran Tahir,
nm0849983,Ernesto Tapia,
nm0866951,Rie Tomosaka,1979
nm0873398,Ladislav Trojan,1932
nm0882743,Luigi Uzzo,1943
nm0890893,Bimbulat Vatayev,1939
nm0927740,Trine Wiggen,1968
nm0929582,Wim Willaert,1967
nm0931324,Michael Kenneth Williams,1966
nm0945522,Sō Yamamura,1910
nm0949030,Jitsuko Yoshimura,1943
nm0955815,Mimi Chu,1954
nm0958108,Habib Zrafi,
nm10014090,Scott Barker,
nm10028798,Laura Theux,
nm10031217,Azriel Dalman,2013
nm10055423,Nicole L. Campbell,
nm10063316,Kenyon Scott,
nm1008063,Mimi Sawaki,1956
nm1008972,Miguel Borines,1959
nm10138613,Selina Mour,
nm10148592,Camila Molina Martin,
nm10165537,Aurélie Aloy,
nm10169842,Mert Efe Günaydin,1993
nm10183085,Joana Vinogradoff,
nm1022194,Ryûji Shinagawa,
nm10233226,Linda C. Yernia,
nm10240449,Cece Elkinton,
nm1024046,Jules Bruff,
nm10263874,Terry Edgington,
nm10265583,René Graf,
nm10267158,Amanda Connor,
nm10267177,Skyler Burkhart,
nm10267292,Millicent Parker,
nm10270016,Enzo Bonomo,
nm10276297,Burhan Vural,
nm10277051,Amanda Lee,
nm10277610,Nicola Di Benedetto,
nm10280914,Hiubala Gautam,
nm10284596,Wendy Strubbe,
nm10288362,Master Alok,
nm10288530,Gambo Usman Kona,
nm10290589,Shlomi Eliraz,
nm10291057,Burak Küçük,
nm10292389,Javier Gonzalez,
nm10295048,Mahsa Irajpoor,
nm1030417,M.J. Karmi,
nm10306045,Sapna Raj,
nm10308244,Priti Singh,
nm10308437,Jack Taler,
nm10309317,Vladimir Parshenkov,
nm10322431,Allan Carroll,
nm10323182,Yoshiko Minami,
nm10323698,Sandeep Salve,
nm1032423,Naima Al Soghayar,1931
nm10329192,Arman Kutman,
nm10330748,Kiran Sharad,
nm10333353,Kelsea Dressler,
nm10334200,Shinji Murata,
nm10334574,Jia-Hua Jiang,
nm10339330,Jia Han,
nm1034066,Wayne Harrison,
nm10341410,Chloe Teddy Hannah-Drullard,
nm10345115,Akshay Hadke,
nm10347284,Shorokû Îwai,
nm10349595,Regina DuPont,
nm10352050,Andrey Bogatyrev,
nm10353278,Isamû Ôki,
nm1035919,Jeffrey Quizon,1973
nm10361189,Christian Dieterle,
nm10365865,John Jutchins,
nm10366108,Marie,
nm10369438,Bhuvann Ponannaa,
nm10389252,Kuang-Hui Chang,
nm10390548,Mayuri Kapadne,
nm10395059,Lucio Ciampallari,
nm10395060,Gianluca D'Amelia,
nm10401616,Sofía Orel Vladimirsky,
nm10403418,Soonil Han,
nm10403420,Jongchan Kim,
nm10406050,Kulwant Kaur Bhatia,
nm10409079,Michelle Rees,
nm10411425,Nicholas Guzman,
nm10419382,Monu Raj,
nm1041999,Yoo Hai Jin,1970
nm10425796,Carlos Dalmir,
nm10425855,Michel Angély,
nm10428098,Jelili Atiku,
nm10428849,Candy Akenobo,
nm10429831,Kelvin Marshall,
nm10431640,Tom Bourges,
nm10431748,Akash Boban,
nm10438104,Alina Luke,
nm10438514,Bonna Khalid,
nm10441026,Riva Kishan,
nm10443353,Fumio Tonami,
nm10446125,Ömer Konakçi,
nm10450153,Salomé Boulven,
nm10455726,Lohit,
nm10456062,Mirela Canic,
nm10457031,Mehul Jangli,
nm10458436,Hans Verder,
nm10458581,Erna Arnardottir,
nm10459415,Quentin Anderson,
nm10467061,Arrayan,
nm10467749,Basak Kivilcim Ertanoglu,
nm10468304,Demi Dijstelberge,
nm10468599,Chryssta Cordoves,
nm10471003,Ethan Taku,
nm10472978,Oscar Carreras,
nm10474376,Nandita Jog,
nm10474791,Paige Chan,
nm10475047,Walter Bernet,
nm10476626,Neil Darashah,
nm10478320,Tess DePretis,
nm10479420,Miguel Hernandez,
nm10482620,Erik Haitjema,
nm10483670,Shianna Harden,
nm10485314,Liliane Ferrarezi,
nm10485398,Ted Cohen,
nm10487107,João Mendonça,
nm10487855,Valentin Hagg,
nm10495012,Serice Marie,
nm10497790,Rich Aguilera,
nm10501333,Liron Ben-Sasson,
nm10507025,Dhanraj,
nm10508368,Ted Rattray,
nm10508471,Michel Bourassa,
nm10509032,Milanpreet Kaur,
nm10510090,Maleesha Samarathunga,
nm10510389,Nikolay Konstantinov,
nm10511458,Tyler Holding,
nm10511482,Xiaoming Zhu,
nm10514493,Aditi Bhagat,
nm10516255,Lacy Johnson,
nm10517497,William Valerius Sorel,
nm10517798,Richard White,1995
nm10517812,Frank Conan,
nm10522457,Matt De Leon,
nm10523724,Bruno Cerepinko,
nm10532816,Jasmine Deanne Andrews,
nm10538097,Suri Anuchukki,
nm10548033,Björn Wenders,
nm10561890,Allyssa Comer,
nm10569206,Dilek Ölekli,
nm10571411,Freya Wilson,
nm10584285,Coby Oram,1997
nm10618711,Carissa Viaje,
nm10627024,Gadi Bitton,
nm10666024,Duncan Jameson,
nm10690676,Rajesh Giriprasad,
nm10691849,Indu,
nm10695002,Trang Hi,
nm10704034,Lorena Altamirano,
nm10708154,Andy,
nm10711464,Alexander Babu,
nm10714047,Zahra Manel Doumandji,
nm10720574,Kaseem Mirza,
nm10731644,Hannah Henson,
nm10743068,Kevin Rubin,
nm10793889,Kostas Zografopoulos,
nm10809242,Inés Galocha,
nm10813428,Raj Gopal,
nm1082665,Hans-Jochen Wagner,1968
nm10827606,Jae-Hyun Shim,
nm10830416,Steven Sears,
nm10857343,Sheena Georges,
nm10873385,Tamara Givens,
nm1087555,Lucia Ocone,1974
nm10900759,Raj Jodhan,
nm10936718,Vani Sood,
nm11029299,Pietro Pescara,
nm11052849,Anthony Bao,
nm11054969,Kärt Anton,
nm11101448,Kei Gambit,
nm11102317,Renji Kankol,
nm11112419,Choko Erika,
nm1113696,Kerstin Cmelka,
nm11159627,Midori Oka,
nm11163697,Miki Yoshioka,
nm11163701,Mamoru Kitagawa,
nm11166409,Vinod Kumar,
nm1125531,Tze-Chung Lam,1976
nm11283071,Niemelä Aki,
nm11298966,Jordan McGuinness,
nm11314354,Hyeon-ji Park,
nm11322754,Shangxu Jin,
nm11353088,Dheerendra Gautam,
nm1135487,Daphne Bunskoek,1973
nm1146609,Ahmet Açan,1924
nm1149372,Chizuko Kanda,
nm1152954,Yash Sharma,
nm1156017,Siobhán O'Kelly,
nm11587529,Sam Dixon,
nm11596711,Tim Hagle,
nm1164771,Ahmad Ghadakchian,
nm11663340,Scott DeVries,
nm11754510,Sebnem Bilgeer,
nm11758681,Binyam Hale,
nm11844092,Ladina Almeida,
nm11862067,Ashish Londhe,
nm11885715,Eline Sylsjö,
nm1189034,Bharat Dabholkar,1969
nm11916315,Ruohan Xu,1998
nm1192347,Kaori Nazuka,1985
nm11972147,N.P. Nisa,
nm12029519,Yevhen Shekera,
nm12097323,Francisco Díaz,
nm12203709,Brianne Cliett,
nm1224415,Christian McKenna,
nm1228007,Brendan Wayne,
nm1228805,Ray Sahetapy,1957
nm1233662,Virginia Newcomb,
nm12340952,Ayane Kinoshita,2000
nm12372874,Mina Mizushima,1992
nm12403422,Valerian Menezes,
nm12434679,Armando Corrales,
nm1246724,Kim Su-an,2006
nm12481233,Do Duy Khai,2000
nm1249638,Jay Morberg,
nm12573799,Himani Sharma,
nm12575300,Rovelyn Cureg,
nm1259153,Linus James Nilsson,1985
nm1270165,Yō Shiomi,
nm1273697,Quim Gutiérrez,1981
nm12798894,Robin Podolsky,
nm12805107,Aina Rue Puigoriol,
nm1285394,Ekaterina Guseva,1976
nm12877113,Sunaina,
nm1287850,Qun Ma,
nm13071294,Kazua Akieda,
nm1310525,Lee Sun-kyun,1975
nm13106812,Oleksandr Yatsentyuk,
nm13252834,Deva Nandha,
nm1328568,Munetaka Aoki,1980
nm1334389,Jayasurya,1978
nm1345062,Ernie Garcia,
nm13499866,Krzysztof Drozdowski,
nm1352343,Hitomi Yoshioka,
nm1352696,Yōji Misaki,
nm1352826,Shigeo Takamatsu,1943
nm1358539,Jennifer Carpenter,1979
nm13611673,Najib Allagui,
nm13621188,William Kosovic,
nm13639495,Lore Lubosch,
nm1366376,Masaharu Arikawa,
nm1371858,Nirmal Rishi,
nm13812483,Yolanda Dixon,
nm13812490,Tory Boyd,
nm1388927,Miranda Cosgrove,1993
nm1391248,Kida Khodr Ramadan,1976
nm13913126,Lan Lin,
nm1411545,Norihiro Inoue,1958
nm14117849,Gauravraaj,
nm1414471,Keiko Hara,
nm14154577,Cuma Demirog,
nm1429402,Jed Rowen,
nm14495908,Abhimanue Kamboj,
nm1452155,Nathan Parsons,1988
nm1463711,Maria Clara Gueiros,1965
nm1466093,Lukasz Simlat,1977
nm1471547,Mahnaz Afshar,1977
nm1523289,Ruslan Gioev,1959
nm1531116,Antoine Bertrand,1977
nm1536875,Dmitry Smirnov,1969
nm1577285,Damien Witecka,1968
nm1586246,Yumiko Miyagino,
nm1594770,Patrick Zeller,1977
nm1650932,Ali Liebert,1981
nm1655500,Eiran Yoshikawa,1904
nm1669854,Rex Kodippili,1938
nm1678063,Estelle,1980
nm1686962,Anandraj,
nm1696137,Maureen Keiller,
nm1697006,George Russo,
nm1698399,Hillary Styer,
nm17054125,Reynaldo Hernandez,
nm1715009,Fumio Hara,
nm17163526,Carlos Manuel Moreta,
nm17182520,Don Pui-Kin Au,
nm1719673,Mirai Moriyama,1984
nm17304845,Victoria 'Len' Pérez,
nm1732318,Murat Yildirim,1979
nm1766456,Matthew Flynn,
nm1775551,Park Hee-soon,1970
nm17779180,Ilias Yaghmouri,
nm1793186,Mark Lawson,1978
nm1798317,Dean Testerman,1969
nm1810152,Allin Kempthorne,
nm1826988,Michael Drayer,1986
nm1828185,Joey Napoli,
nm18689155,Lucas Novelo Gody,
nm1877162,Lannick Gautry,1976
nm1896736,Haaz Sleiman,1976
nm1906311,Douglas Sidney,
nm1923286,Matthieu de Laubier,
nm1928389,Laze Manaskov,1958
nm1938287,Sharad Ponkshe,
nm1942726,Owen Drake,1986
nm1946674,Takashi Takano,
nm1959001,Shabnur,1979
nm2021835,Cezary Lukaszewicz,1981
nm2024943,Álvaro Cervantes,1989
nm2026965,Hector Kotsifakis,
nm2097378,Shôta Matsuda,1985
nm2103791,Lanre Hassan,1950
nm2104314,Verónica Intile,
nm2115757,Patience Ozokwor,
nm2129342,Fred Ariko,
nm2142096,Negar Javaherian,1983
nm2181128,Joel Fry,1985
nm2183200,Osman Sonant,1979
nm2213957,Chris Moss,
nm2246717,Bethany Hazelitt,1990
nm2274542,Heidi Azaro,
nm2319059,Matthew Webb,
nm2365811,Betty Gilpin,1986
nm2368990,Shari Rigby,1969
nm2383520,Tasha Tacosa,
nm2396101,Ge Hu,1982
nm2416509,Shaz Khan,
nm2419625,Saburō Kojima,1902
nm2456848,Rene Castillo,
nm2469558,Bijukuttan,
nm2505753,Michael Lewis,1987
nm2525754,Çetin Altay,1977
nm2532230,Cathrine Wilson,1981
nm2544719,Mustafa Diyar Demirsoy,1977
nm2548692,Sharmiela Mandre,1990
nm2556434,Sarath Jayasundara,
nm2564634,Irene Anula,
nm2572182,Nestor Rosso,
nm2593716,Brittany LeBorgne,
nm2596845,Ryuji Moriyama,
nm2653938,Ivano Urban,
nm2661912,Diding Boneng,1948
nm2709365,Nuria Piera,
nm2794335,Sadhu Kokila,1966
nm2799219,Sakshi Tanwar,1973
nm2820986,Matthew Hill,
nm2875236,Bill Francisco,
nm2884462,Riri Kôda,1974
nm2897658,Dharmapriya Dias,
nm2919997,Nenad Nacev,
nm2920950,Odunlade Adekola,1978
nm2921197,Johannes Holopainen,
nm2929018,Ahmed Fathy,1978
nm2988329,Giacomo Rossetto,1983
nm3025595,Giuseppe Ciciriello,
nm3053135,Amy Forrest,
nm3057476,Eric Belhassen,
nm3072413,Rozi Lovas,1986
nm3110951,Ulf Peter Schmitt,1980
nm3130259,Kyotaro Gan,
nm3142212,Tou Hu,
nm3171918,Esther Aflalo,
nm3177356,Kazuki Muramatsu,
nm3185774,Lorrisa Julianus,
nm3201028,Erik Jorn Sundquist,
nm3213191,Angelique Pretorius,
nm3225022,Anđela Jovanović,1992
nm3231341,Connie Norman,
nm3239803,Kaitlyn Dever,1996
nm3241346,Anne-Sophie Girard,
nm3252135,Saskia Höfle,
nm3285199,Alex Sgambati,
nm3292201,Stephanie Parker,
nm3299619,Karlee Eldridge,1988
nm3307918,Vithaya Pansringarm,1959
nm3345670,Yayan Ruhian,1968
nm3354963,Pallavi Sharda,
nm3362169,Jeong Man-sik,1974
nm3366443,Santilal Mukherjee,
nm3404632,Rabi Misra,1957
nm3409676,Miriam Leone,1985
nm3437803,Luyao Wang,
nm3448542,Dan Mor,
nm3514295,Song Jae-hee,1979
nm3536989,Daniele La Leggia,1992
nm3537172,Jacqueline Scislowski,2000
nm3541687,Sergey Agafonov,1981
nm3580847,Dieter Weichbrodt,1970
nm3583019,Shashank Shende,
nm3601766,Shraddha Kapoor,1987
nm3613838,Sean C. Dwyer,
nm3647771,Charay Mueanprayun,
nm3706447,Melai Cantiveros,1988
nm3750745,Ji Seo-yun,
nm3765292,Sigrid Kandal Husjord,1978
nm3780338,Gaby Mellado,
nm3817466,Julia Sarah Stone,1997
nm3842116,Astra Lanz,1976
nm3854930,Moi Marcampo,
nm3860307,Madhu Sagar,
nm3912523,John McPherson,
nm3940715,Vincent Alvarez,
nm4007865,Jake Choi,1985
nm4008100,Heida Reed,1988
nm4019355,Shokry Alfar,
nm4081805,Zahra Newman,
nm4083459,Carl Clemons-Hopkins,1987
nm4106907,Evan Kaufman,
nm4132108,Miranda de la Serna,2000
nm4143170,Nimra Bucha,1980
nm4159861,Shirin Yazdanbakhsh,1949
nm4173047,Nayab Hussain,
nm4178187,Maryam Booth,
nm4193818,Virginia Tucker,
nm4221521,Ali Bagheri,
nm4232416,Ankush Hazra,1989
nm4260846,Max Hernandez Jr.,
nm4264495,Candy Fox,
nm4297275,Ben Gavin,
nm4297673,Keyatta Crews,
nm4298865,Choi Moo-sung,1968
nm4318172,Nadia Al-Iraqia,1963
nm4325303,Adrian Ortiz Lara,
nm4373314,Valeria Correa,
nm4407823,Rebecca Lim,1986
nm4416570,Mohamed El Sherbini,
nm4428594,Linda Kiani,
nm4449831,Raayo S. Bakhirta,
nm4507468,Lucie Heinze,1988
nm4520191,Unni Mukundan,1987
nm4591912,Dada Chan,1989
nm4674415,Anta Aizupe,
nm4679514,Kazuho Hiramoto,
nm4724525,Jonas Smulders,1994
nm4759582,Natasha Coppola-Shalom,
nm4799420,Along Cham,
nm4841640,Victoria Sio,
nm4844496,Lacy Hart,
nm4852679,Bhushan Pradhan,
nm4911970,Leo Pyrata,
nm4912288,Marco Gumabao,1994
nm4918457,Shih-Mei Tu,1976
nm4935021,Lisa Ronaghan,
nm4939566,Arifin Shuvoo,
nm4944598,Hengameh Hamidzadeh,
nm4980481,Nisreen Tafish,1982
nm4980806,Shanvi Srivastava,1993
nm5030795,Jizeru Kouda,
nm5056109,Nazia Hussain,
nm5068962,Suruj Bangali,
nm5077418,Matías Dinardo,
nm5088245,Tao Yin,1979
nm5193529,Victor El Indio Estrada,
nm5203099,Aoi Morikawa,1995
nm5230093,Greg Berman,
nm5250517,George Bartholomew,
nm5275352,M.C. Nowell,
nm5403673,Liz Harvey,
nm5406780,Angus Costello,
nm5480894,Ashton Sanders,1995
nm5485172,Matthew J. Plumb,
nm5490494,Tia,
nm5508168,David Ajao,
nm5508197,Xiomara Fortuna,
nm5509636,Yoshito Momiki,
nm5527231,Takaya Aoyagi,1985
nm5533667,Yixin Tang,1989
nm5549451,Ian Golden,
nm5580968,Nicole Ferroni,
nm5592042,George Dippold,
nm5626108,Nandita Shwetha,1990
nm5644789,David Melvin,
nm5691908,Lamia Ameri,
nm5701195,Mohamed Bousbaa,
nm5744564,Dhananjaya,1986
nm5748347,Ian Abramson,
nm5779603,Samyuktha Hornadu,1991
nm5782889,Hareesh Peradi,1969
nm5795025,Robb Rigg,
nm5795194,Bikiya Graham-Douglas,
nm5800997,Eric Martinez,
nm5810585,Yaeko Kimura,
nm5824850,Drew Moore,
nm5834839,Mari Molefe van Heerden,
nm5860871,Jenny Jannetty,
nm5873274,Felix Martinsson,1994
nm5887272,Jin Seon-kyu,1977
nm5916186,Ryan Payne,
nm6002483,Matthew DeHoff,
nm6018529,Chevonne Wilson,1978
nm6074326,Chris Witaske,1983
nm6085680,Meganne Young,1990
nm6117651,Richa Meena,1992
nm6186854,Mayuri Kyatari,1995
nm6195386,Mary O'Neil,
nm6249205,David Angulo,
nm6398395,Xavi Francés,
nm6427345,Gürbey Ileri,1988
nm6434147,Rebecka Andersson,1994
nm6494254,Mina Nikolic,1993
nm6527156,Priyankara Rathnayake,
nm6528259,Roger Julian Cross,
nm6528766,Kan Hayashi,
nm6545172,Daniel Hamblin,
nm6579510,Fahad Mustafa,1983
nm6621786,Maija Blomquist,
nm6668961,Madelyn Wiley,
nm6672891,Lucy Barrett,1997
nm6711994,Manato Hamada,
nm6712587,Ali Milani,
nm6733359,Bart Juwett,
nm6749843,Lisa Alvillar,
nm6772181,Ayse Kaya,
nm6786155,Aleksandra Bortich,1994
nm6835617,SooJin Jeong,
nm6835871,Alyse Dionne,
nm6836377,Alba Lopez,1987
nm6911082,Valentina Goldzen,
nm6916922,Marimuthu,
nm6920210,Michelle McLeod,
nm6931051,Ignacia Uribe,
nm6949066,Chi-Shing Au,
nm6958029,Yokoyama Yoshihiro,
nm6963925,Ty Pryor,
nm7028977,Perihan Ünlücan,1984
nm7033618,Savannah Grace Elmer,
nm7044343,Amber Crews,1993
nm7074701,Dolly Jagdeo,
nm7104443,Mohsen Kiayee,
nm7143800,Kathryn Sue Young,
nm7265822,Sem Hulsmann,
nm7300537,Christina Raney,
nm7313244,Chara Mata Giannatou,1989
nm7332711,Sam Koll,
nm7371196,Jennie Osterman,
nm7435942,Dhwanii Gautam,1985
nm7477489,Errikos Miliaris,
nm7488814,Cash Evans,
nm7503954,Genene Alemu,
nm7504157,Nick Field,
nm7608220,Julia,
nm7612930,Ken Sugawara,1995
nm7616435,Dylan George,
nm7627852,Valentina Curatoli,
nm7640304,Baninder Bunny,
nm7661881,Mark Keegan,
nm7663910,Berke Gul,
nm7691231,Patricia Lin,
nm7744845,Shraddha Srinath,1990
nm7827998,Kenshirô Iwai,
nm7898975,Upendra Sanjeewa,
nm7903749,TJ Miller,
nm7917727,Samyuktha Menon,1995
nm7934247,Kwamie Liv,
nm7997361,Caleb Silvers,1995
nm8002071,Sami Hifny,
nm8009298,Elisabeth Kanettis,1988
nm8024327,Eneko Gil,
nm8045059,Abdur Arsyad,
nm8054857,Sezai Aydin,
nm8094855,Marta Aguilar,
nm8124260,Niharika Konidela,1993
nm8165272,Rachel Brownstein,1979
nm8171576,Alicia Marie Spurlock,
nm8177667,Kaisa Selde,
nm8197294,Aek Bewava,
nm8241978,Chetana Das,
nm8282112,Joseph Abboud,1950
nm8285638,Wiktoria Wolanska,1993
nm8294218,Michelina Houlihan,
nm8320014,Adam Voyles,
nm8329755,Nayeem,1970
nm8358339,Ishan Gammudali,
nm8402737,Ria Douglas,
nm8406545,Lakmal Fonseka,
nm8415169,Mehrad Motamedi,
nm8473458,Fabio Lo Fria,
nm8491051,Sunjit Akkinepalli,
nm8595182,Prashant Neman,
nm8631697,Bolaji Ogunmola,
nm8637232,Laura Gow,
nm8668984,Aleks Alifirenko Jr.,
nm8672549,Minako Kirishima,
nm8690230,Danielle Boor,
nm8698445,Deepak Shetty,
nm8766941,Kaitlyn Santa Juana,
nm8787050,Meiqi Meng,
nm8807133,Patrick Ryan,
nm8807859,Evan Franklin,
nm8817378,Vasilis Magouliotis,1989
nm8826563,Kamal Mani Nepal,
nm8841358,Bahora Arslanova,
nm8843033,Ping Gao,
nm8860518,Mohana Krishnan,
nm8879762,Caleb Galati,
nm8928086,Indrajit Deb,1948
nm8967868,Leyla Azizi,
nm8980801,Iris Vallés Torres,
nm8984345,Thomas Ducasse,
nm9005902,Fûju Kamio,1999
nm9029049,Tim Potter,
nm9039096,Clare Lopez,
nm9048134,Athulya Ravi,1992
nm9100847,Rick Dutrow,
nm9150706,Hugo Fuentes,
nm9152431,Suzutaro Nakamura,
nm9154859,Drishtii Garewal,
nm9257919,Amarnath,
nm9391482,Jiayi Wang,
nm9392635,Lily Kennedy,
nm9421540,Meisha Brooks,
nm9428255,Marina Occhionero,
nm9428830,Anusha Rai,1999
nm9432783,Ryan Van Rooyen,
nm9455933,Kevin Lettieri,
nm9457511,Hailee Sych,
nm9496699,Wing-Yan Tsang,
nm9544445,Elena Codó,
nm9608462,Anthony Castro,
nm9659147,Alanna Breault,
nm9680890,Dmitriy Paryonkin,1993
nm9680892,Yuriy Bybin,
nm9686121,Pathmaa Gopika,
nm9689580,Connor Benedict,
nm9723440,Julian Flores,
nm9775906,Dong Yanlei,
nm9783509,Siddhi Idnani,1996
nm9802065,Lev Kotkin,
nm9864872,Ates Bars,
nm9898007,Zeynep Çelik,
nm9921862,Simone Sassudeli,
nm9969793,Anna c Hollingsworth,
nm9976809,Victoria Chilap,
nm9993444,Jason Winter,
nm0000452,Lauren Holly,
nm0000574,Jason Patric,1966
nm0000626,John Sayles,1950
nm0000638,William Shatner,1931
nm0000642,Marina Sirtis,1955
nm0002010,Christian Clavier,1952
nm0002332,Stephen Lang,1952
nm0005033,Sammo Kam-Bo Hung,1952
nm0005512,Mike Tyson,1966
nm0006770,Narayana P.L.,
nm0007711,Silvia Abascal,1979
nm0008690,Damitha Abeyratne,
nm0012881,Mohan Agashe,1947
