actorId,name,birthYear
nm3635216,Jerry Chesser,
nm3636189,Dmitriy Bedarev,
nm3637974,Stan Fink,
nm3641050,Richard Manabat,1971
nm3652848,Getter Jaani,1993
nm3666749,Taylour Paige,1990
nm3700888,Jackson Ezinga,1990
nm3713653,Kriti Kharbanda,1988
nm3778527,Ada Condeescu,1988
nm3807369,Ivana Wong,1980
nm3816502,Reshma Merchant,1974
nm3825387,Qavi Khan,1942
nm3858576,Jalil Afghani,
nm3882100,Mari Matsumoto,
nm3915784,John Boyega,1992
nm3930895,Grace LaRocca,
nm3945642,Greta Bohacek,2000
nm4015048,Norma Kuhling,1990
nm4107935,Yû Kikkawa,
nm4114538,Ján Jackuliak,1978
nm4163711,Miho Miyazaki,1993
nm4167126,Honnavalli Krishna,
nm4167785,Petrol Prasanna,
nm4234053,Kearia Schroeder,
nm4248782,Juliana Cuervos,
nm4250645,Chris Roberti,
nm4252139,Ryan Fisher,1987
nm4258129,Kang So-ra,1990
nm4282429,Sasha Cuha,
nm4288541,Jasmine Curtis-Smith,
nm4353901,Joseph Morrison,
nm4371007,Lola Sandra,
nm4373363,Ryô Ikeda,
nm4392084,Maurizio Lombardi,1973
nm4405625,Liya Tong,1984
nm4417920,Burt Binder,
nm4495817,Nathaniel Britt,
nm4511069,Paul-Alexandre Dubois,
nm4576986,Damien Zanoly,
nm4639261,Jules Dousset,
nm4674421,Martins Kalita,1986
nm4702330,Ramona Shah,
nm4742829,Sherie Suter,
nm4764141,Keith Voigt Jr.,
nm4775166,Valentin Gagarin,
nm4810527,Jett Klyne,2009
nm4876224,Jatin Sarna,1984
nm4888368,Arjo Atayde,
nm4987502,Catriona Knox,
nm5014986,Shawn Amaro,
nm5015284,Shritha Sivadas,
nm5095492,Ana Abbott,
nm5097095,Rob Wilds,
nm5131053,Eric Miller,1976
nm5131213,Kazuko Ishibashi,
nm5131296,Natalia de Molina,1989
nm5150208,Mike Gary,
nm5169583,Diona Reasonover,1992
nm5171466,Vita Siauciunaite,
nm5204071,David Rios,
nm5254236,Alexandros Koch,
nm5262620,Nathalia Castellon,
nm5273658,Yagmur Ün,1995
nm5345373,Nico Ehrenteit,1989
nm5388287,Vivian Belosky,
nm5396259,McCoy De Leon,1995
nm5408751,Aya Suzaki,1986
nm5439813,Sarodj Bertin,1986
nm5454124,Gabriele Greggio,
nm5469652,Madushan Nanayakkara,
nm5477626,Ren Nagase,1999
nm5490670,Nadia Aqilah,
nm5505169,Laura Golinski,
nm5544029,Nicholas Gerard-Martin,
nm5546239,Ismail Baki Tuncer,1977
nm5560964,Miu Arai,2006
nm5580013,Vaughn Green,
nm5643341,Léonard Louf,
nm5689396,Shivam Bhaargava,1986
nm5692465,Naeim Jebeli,
nm5738000,Jennifer Silverstein,
nm5780537,Ryan Adriandhy,
nm5884537,Filip Richtermoc,1971
nm5895653,Sakinu,
nm5942695,Saara Elina,1986
nm5946358,Lexi Langlois,
nm6025378,Jedrzej Wielecki,1991
nm6030469,Ramana,
nm6053072,Geneviève Schmidt,1978
nm6105283,Cary Mark,
nm6143750,Ben Nicolas Behrend,
nm6146828,Dylan Jett,
nm6176024,Prokhor Chekhovskoy,1983
nm6185414,Katherine Flannery,
nm6194567,Shôji Maeda,
nm6226543,Rian Gordon,
nm6325651,Mawuli Gavor,
nm6400946,Pooya Amini,
nm6466474,Ricard Cussó,
nm6514296,Kelsey McMahon,
nm6545385,John D. Hickman,
nm6632536,Jack Gross,
nm6726235,Lisa Krick,
nm6746818,Spencer House,1992
nm6767387,Adib Alkhalidey,
nm6769951,Pavel Komarov,1995
nm6792763,Jack Leslie Hunter,
nm6826930,Máximo Pastor,
nm7080395,Gabriel Montesi,1992
nm7104320,Marianne Garcia,1955
nm7166641,Willy McGee,
nm7206660,Fredy López,
nm7349457,Tori Glawe Osborn,
nm7391785,Natalia Germani,1993
nm7477011,Andrei Nova,
nm7489043,Michael Scordakis,
nm7517955,Erica Mendoza,
nm7548984,Christian Holzmann,
nm7561884,Lorenzo Lazzarini,
nm7562618,Ian Troy,
nm7565175,Timylle Adams,
nm7620319,Morgan Gunter,
nm7693957,Martin Trafford,
nm7716984,Dominique Alexander,
nm7742005,Anson Paul,1988
nm7801302,Federico Tocci,1972
nm7836926,Elia Ilano,
nm7837949,Sofia Ekholm,
nm7898245,Kyôko Maki,1990
nm7923536,Nikolaus Sternfeld,
nm8011197,Jennelyn Arteta,
nm8016666,Emily Sweet,
nm8021222,Yûko Izumi,
nm8034525,Rebeca Castro,
nm8112151,Mostapha Dziri,
nm8113511,Yubo Fernandez,1979
nm8192103,Sagar Deshmukh,
nm8266096,Phi Phung,
nm8294222,Krystal Shenk,
nm8357122,Synnove Karlsen,1996
nm8376185,Sakir Uyar,
nm8387024,Shûichi Minato,
nm8389112,Faezeh Alavi,1986
nm8406236,Christopher Kyriakides,
nm8425106,Ana Paulina Magaña,
nm8444699,Sanjay Pal,1972
nm8448992,Pierre Maillard,
nm8462013,Tomás Kirzner,
nm8499556,Catherine Parish,
nm8505306,Naya Mousa,
nm8525654,Viraj Juneja,
nm8535692,Yûko Nagata,
nm8543158,Vibha Bhagat,
nm8590202,Jos F. DeBartolo,
nm8594703,Valery Gadreau,
nm8602248,Min Chen Lin,1990
nm8633981,Gulfer Sarigul,
nm8639066,Nehemiah Brisseanu,
nm8640499,Aron Skoog,
nm8642552,Ryan Canale,
nm8696173,Wrekless Watson,
nm8734582,Christina Bordeaux,
nm8779123,Jekalyn Carr,
nm8791215,Gabriel Gundacker,
nm8816949,Sukhdeep Sukh,
nm8860509,Antonio Llorens,
nm8906441,Tarsem Jassar,1986
nm8912777,Enxi Deng,2005
nm8919809,Dominic Cancelliere,
nm8984347,Simone Thiébaut,
nm9016205,Jimi Voelker,
nm9019496,Sarmistha Chakravorty,
nm9037501,Emily Allan,
nm9045614,Rajesh Madhavan,1986
nm9067451,Dipali Limbachia,
nm9072760,Matt Kai-Laam Jiu,
nm9095307,Christian Priboi,
nm9106753,Josephine Firmstone,
nm9244518,Juliette Boor,
nm9294155,Seno Sever,
nm9356624,Paige Steakley,
nm9372014,Nigel Morris,
nm9410822,Rani Perera,
nm9430215,Teuira Shanti Napa,
nm9436200,Elijah Rayman,
nm9503474,Rashmi Pushpika,
nm9536355,Badrish Chhabra,1971
nm9541033,Sergey Viasov,
nm9577043,Piper Grant,
nm9602596,Yvonne Maea-Brown,
nm9617201,Nehara Peries,
nm9660332,Louis Neal Schneider,
nm9664955,Resna Pavithran,
nm9667787,Jan Willem Smit,
nm9707863,Ziping Chen,
nm9767500,Giorgos Zois,
nm9803023,Marco Cáceres,
nm9803895,Paul Santoli,
nm9818808,Ishaa Saha,1985
nm9838853,Jenna Bolton,
nm9904394,Sasi Fauzi,
nm9952570,Rahuul Chwudhary,
nm9974123,Callie Jean Lewis,
nm9985811,Marcus Bessa,
nm0000114,Steve Buscemi,1957
nm0000312,Amy Brenneman,1964
nm0000334,Chow Yun-Fat,1955
nm0000849,Javier Bardem,1969
nm0001004,Billy Campbell,1959
nm0001166,James Duval,1972
nm0001758,Timothy Spall,1957
nm0002326,Al Sapienza,
nm0004380,Antoine de Caunes,1953
nm0005031,Felicity Huffman,1962
nm0010611,Piotr Adamczyk,1972
nm0012915,Bayani Agbayani,
nm0031976,Judd Apatow,1967
nm0032900,Shinobu Araki,1891
nm0038377,Ruriko Asaoka,1940
nm0055185,Maurie Barlin,
nm0062540,Perla Bautista,1940
nm0063205,Güngör Bayrak,1954
nm0094746,Peter Bonke,1942
nm0101880,Philip Boyd,1975
nm0126744,Christian Bégin,1963
nm0139936,Ever Carradine,1974
nm0147994,Levi Celerio,1910
nm0154491,Christine Chavert,
nm0155992,Andrey Chernyshov,
nm0174819,Michaela Conlin,
nm0193459,Mickey Curtis,1938
nm0202135,Saburô Date,1924
nm0208940,Jose De Jesus Martinez,
nm0208985,Anis de Jong,
nm0219224,Sarah Denison,
nm0220807,Anang Desai,1953
nm0221677,Pascale Desrochers,
nm0233882,Otto Dornbierer,
nm0240780,Nebojsa Dugalic,1970
nm0244756,Richard Dutcher,
nm0260884,Núria Espert,1935
nm0298020,Seizô Fukumoto,1943
nm0299192,Toshio Furukawa,1946
nm0300187,América Gabriel,
nm0322513,Iain Glen,1961
nm0324645,Loretta Goggi,1950
nm0359129,Hayati Hamzaoglu,1933
nm0359222,Achako Hanabishi,
nm0359322,Kevin Hanchard,
nm0368969,Kotoe Hatsui,1929
nm0374949,Johan Heldenbergh,1967
nm0378102,Marcel Hensema,1970
nm0382602,Blair Hickey,1969
nm0386285,Daisaburō Hirata,
nm0394649,Hideyuki Hori,1954
nm0396558,Nicholas Hoult,1989
nm0401132,Jay Huguley,1966
nm0407002,Iftekhar,1920
nm0412600,Kaneko Iwasaki,1932
nm0417568,Jani Babu,
nm0422567,Ravi Jhankal,
nm0432601,Jung Woo-sung,1973
nm0437482,Ryūnosuke Kaneda,1928
nm0438829,Reza Karam Rezai,
nm0441548,Masanobu Katsumura,1963
nm0441549,Mika Katsumura,1980
nm0441557,Kokinji Katsura,1926
nm0442622,Rick Kavanian,1971
nm0442891,Keizō Kawasaki,1933
nm0451600,Anupam Kher,1955
nm0452925,Steve Kilbey,1954
nm0465235,Jūshirō Konoe,1916
nm0468729,Takehito Koyasu,1967
nm0473814,Lenn Kudrjawizki,1975
nm0477810,Juliane Köhler,1965
nm0482970,Jerry Lamb,1970
nm0507814,Thyme Lewis,
nm0518074,Ying-Kwan Lok,1952
nm0543547,Predrag 'Miki' Manojlovic,1950
nm0568385,Michael McElhatton,1963
nm0568729,Myra McFadyen,1956
nm0582257,Johnny Messner,1970
nm0594365,Ken'ichi Miyajima,1895
nm0598454,Samuel Monroe Jr.,1973
nm0602941,Nick Moran,1969
nm0607325,Temuera Morrison,1960
nm0620172,Zekō Nakamura,
nm0633997,Yumiko Nogawa,1944
nm0637894,Yōichi Numata,1924
nm0653342,Angela Otts,
nm0654733,Yukiyoshi Ozawa,1974
nm0674816,Claude Perron,1966
nm0675897,Stefano Pesce,1967
nm0675977,Atila Pesiani,1957
nm0683898,Mark Pinckney,
nm0691409,Branimir Popovic,1967
nm0694843,Renato Pozzetto,1940
nm0707425,Rajinikanth,1950
nm0746873,Peter Rowsthorn,1963
nm0757293,Yoshiko Sakuma,1939
nm0766212,Hitomi Satô,1979
nm0775650,Ernst Schröder,1915
nm0788903,Rajesh Sharma,1980
nm0792911,Suniel Shetty,1961
nm0793674,Masao Shimizu,1908
nm0793943,Shinji Kasahara,
nm0804603,Christian Skolmen,1970
nm0813934,Sebastiano Somma,1960
nm0815970,Jeannette Sousa,
nm0833333,Blair Strang,1972
nm0839146,Matthew Sunderland,
nm0841910,Nick Swardson,1976
nm0847651,Pierre Taki,1967
nm0848401,Kazue Tamaki,
nm0864608,Mukesh Tiwari,1969
nm0875207,Mikiko Tsubouchi,1940
nm0878252,Alan Tuskes,1960
nm0879743,Ryōhei Uchida,1931
nm0898408,Pamela Villoresi,1957
nm0905676,Ana Wagener,1962
nm0911152,Wawan Wanisar,1949
nm0916511,Candace Weber,
nm0917672,Wei Wei,1922
nm0920460,Vernon Wells,1945
nm0950926,Youn Yuh-jung,1947
nm0957193,Hanns Zischler,1947
nm0959649,Sara Dögg Ásgeirsdóttir,
nm10005522,Álvaro Gallo,
nm10022315,D. Dumebi Egbufor,
nm10047959,Aïsha Ben Miled,
nm10063317,Zach Litzkow,
nm10081537,Aries Cadoree,
nm1008173,Sara J Southey,
nm10097983,Scriptonite,
nm10105565,Jimmy Maguire,
nm10137386,Tatiana Melidou,
nm10174505,Elina Joerg,1999
nm10211052,Madi Vollmer,
nm10228382,Joseph Romero-Kleve,
nm10261796,Kyra Kennedy,
nm10263891,Henry Ethan Della,
nm10264746,Edwardo Cerda,
nm10273094,Gurjar Rajkrishan,
nm10273947,Naori Ota,
nm10274937,Dare Taylor,
nm10275012,Aaron Bryant,
nm10275514,Natalya Mazur,
nm10277052,Kitty Chan,
nm10277053,Luciana Cheung,
nm10278449,Tabitha Catherine,
nm10278985,Connor Strain,
nm10282163,Verity South,
nm10282873,Philippe Blanc,
nm10288729,Amanda Simmons,
nm10288737,Parker Keye Eisen,
nm10290898,Suk-Yee Chan,
nm10292407,Nicole Franco,
nm10292585,Anna Reyes,
nm10292982,Atiyah Shahab,
nm10296608,Kitty Carlyle,
nm10296875,Lynell Aldafari,
nm10306723,Yonosuke Ichikawa,
nm10307163,Jessica Celeste,
nm10308440,Micke Udrake,
nm10322068,Nadine Micic,1994
nm10326800,Ildar Kazgambaev,
nm10327036,Pat Smith,
nm10327038,Carlee Daniell,
nm10329578,Dasha Kireeva,
nm10333025,Jon Wiley,
nm10334612,Justin Carrigan,
nm10343512,Eduardo Gutierrez,
nm10344252,Arosha Kanchana,
nm10344255,Thilina Anuradha,
nm10345041,Shuang Cheng,
nm10346113,Haven,
nm10350257,Jamal Al-Radhan,1961
nm10350258,Mubarak Al-Mane,
nm10363320,Shojiro Sakumâ,
nm10364894,Alina Rachkovskaya,
nm10366903,Mamat Alkatiri,
nm10366906,Fajar Nugra,1995
nm10369307,Charles Paul Mihaliak,
nm10376626,Pratiksha Shivankar,
nm10377015,Adrián Alcaraz,
nm10377025,María José Pérez,
nm10379065,Premakiran,
nm10380429,Makoto Noguchi,
nm10381411,Abhijitsinha Harer,
nm10385320,Dan Tait Brown,
nm10385413,Martin Müller,
nm10386712,Allen E. Wright,1996
nm10387325,Hansi Parmar,
nm10387661,Matt Sneed,
nm10387664,October Drenth,
nm10388469,John Heitmanek,
nm10389188,Kerem Pinar,
nm10393791,John Grey,
nm10395983,K.T. Menghani,
nm10396377,Maite Montegrosso,
nm10403404,Yeonji Lee,
nm10406139,Mandya Mahadev,
nm10407505,Miyuki Hôjô,
nm10408787,Miyuki Shima,
nm10408833,Nigel Manahertz,
nm10408835,Rohan Bennett,
nm10409072,Cheryl Dieda,
nm10418531,Yi-Yu Chang,
nm10421141,Mahiru Koda,
nm10424350,Cliff Igbinovia,
nm10427148,Guru,
nm10428106,Cecile Richard,
nm10430294,Asaf Dogan,
nm10430758,Anna Dzhumak,
nm10435347,Sen Lam,1995
nm10436384,Maksym Mezhynskij,
nm10436898,Tim Brown,
nm10438788,Nikhil Harsh,
nm10442618,John Minix,
nm10446477,Yanki Din,
nm10448556,Glenn Allen,
nm10448673,Georgia Ellery,
nm10450012,Hamidu,
nm10456065,Goran Nedelko,
nm1045934,Lee Beom-su,1970
nm10461341,Ryan Hasani,
nm10462688,Oriana Rodrigues-Cova,
nm10464031,Aishwarya Raj Bhakuni,1997
nm10468604,Jermaine Choa-Peck,
nm10468984,Úrsula Del Carmén Ramos,
nm10471875,Anay Patil,
nm10474792,Joyce Harn,
nm10476491,Yuliya Kraftchick,
nm10487112,Dona Ilídia,
nm10489715,Aniel Rios,
nm10493872,P. Vijay Kumar,
nm10494378,Jennifer Berge,
nm10496612,Paul Cotto,
nm10511273,Danilo Morelli,
nm10511483,Dezhi Yang,
nm10516070,Zhu Jiaqi,
nm10516636,Elías Aarón Dotel,
nm10518003,Leoli Kafuti Matobo,
nm10518020,Christina Christian,
nm10518837,Jot Grewal,
nm10519684,Jalisa McFat,
nm10524722,Masha Demiri,
nm10525924,Mummy Chorden,
nm10528042,Claudia Fellus,
nm10528951,Guanru Ling,
nm10530279,Orockya Alorabou,
nm10531235,Lars von Velsen,
nm10532064,Bogdan Chernetskiy,
nm10532912,Scott Jenkins,
nm10532959,Michael Fuselier,
nm10540509,Nazanin Solhjoo,
nm10553995,Jaley Shaner,
nm10556900,Dale Frankland,
nm10573746,James Douglas-Quarcoopome,
nm10583931,Emerald Bougere,2007
nm10588371,Ída Mekkín Hlynsdóttir,2008
nm10597984,Marcelo Michinaux,
nm10625152,Baby Krithika,
nm10627021,Miri Shalem,
nm10655177,Erin Higinbotham,
nm1066117,Tatsuya Nagatomo,1953
nm10662225,Ashok Chandra,
nm10673191,Badal Rajpoot,1985
nm10683360,Dariya Barikhashvili,
nm10689141,Elena Vetrova,1965
nm10702143,Andrea Gregg,
nm1072136,Ian McPhee,
nm10725033,Malikhetho Motaung,
nm10732415,Aric Chen,
nm1073348,Chikako Miyagi,1922
nm1079857,Lee Yong-nyeo,1956
nm10814009,Megan Murphy,
nm10849972,Rorurari,
nm10866383,Carlos Andres 'Samuel' Solis Familia,
nm10933151,Souvenance Pétré,
nm10936200,Igor Chekhov,1987
nm10939017,Shareka Hanna,
nm10944836,Marshall Rancifer,
nm10975965,Taylor Adkin,
nm1097739,Kiyohiko Shibukawa,1974
nm1098982,Avinash Narkar,1965
nm11084812,Ye Zhou,1998
nm11087465,Jyoti Bhardwaj,
nm11088617,Venee Call-Ferrer,
nm11097123,Jacinto Antonio Cruz,
nm1111807,Sébastien Ricard,1972
nm11129103,Aditya Adgaonkar,
nm11132169,Madison Cook,
nm11163699,Motosuke Tomonaga,
nm11189684,John Varescak,
nm1127662,Yasujiro Tamura,
nm11280348,Héctor Gozalbo,
nm11302661,My Duyen,
nm11306385,Kye Chambers,
nm11330621,River Oosterink,
nm1138979,Michael D. Friedman,1974
nm11426881,Raj Bahadhur,
nm1143429,Corey Large,1975
nm11520892,Rajuvaividhya,
nm11600725,Aadhya Londhe,
nm11629240,Samayera Khan,
nm11663347,Giovanna Bayly,
nm1185445,Timon Kyle Durrett,1972
nm1190245,Francesco Martino,1981
nm12081924,Brooklyn Case,
nm1209226,Charisse Baker,
nm12154127,Makan Hasanpoor,
nm12189969,Dwiky Al Asyam,
nm12307883,Sneha Paliyeri,1993
nm1235052,Eva van de Wijdeven,1985
nm1239481,Atul Kale,
nm12485298,Chiara Ore Visca,
nm12513524,Lars Wahlsten,
nm1256745,Jagath Chamila,
nm1258927,Rachel Alejandro,
nm1261987,Bob Glazier,
nm1269618,Mahtab Nasirpour,1965
nm1277293,Uday Sabnis,
nm1278853,Rubin Chen,1932
nm1281490,Ayse Tunaboylu,1962
nm13030701,Benjamín Ruiz,
nm1303080,Yuping Wei,
nm13090699,Fares Bakr,
nm13282550,Vanshika Taparia,2007
nm13303128,Kiera Rosenburgh,
nm1334235,Hemanth Menon,
nm1335704,Fahadh Faasil,1982
nm1364109,Shintarô Nakaoka,
nm1367313,Jide Kosoko,1954
nm1368007,Mansour Shahbazi,
nm1370479,Melinda DeKay,1949
nm13718764,Hsouna Heni,
nm13764157,Guojun Jiang,
nm13812489,Angel,
nm1384939,Waldo Facco,
nm13868268,Zohreh Zareei,
nm1401729,Ahmad C.,
nm14060208,Adriana Agra,
nm1415962,S. Kadarisman,1922
nm14176597,Weixuan Ma,
nm14181186,Chandan Kashyap,
nm14315472,Arpan Das,2007
nm1465831,Mousumi Saha,
nm1466902,Zeenath,
nm1468674,Rochelle Aytes,
nm1480694,Ilya Blednyy,1976
nm1537329,Steve Bernstein,
nm15392421,Andrew Austin,
nm1555994,Pino D'Angiò,1952
nm1559617,Darren McAree,
nm15693343,Koutarou Hashimoto,
nm15861973,Juan Víctor Ayala,
nm1587714,John Wilson,1954
nm16024610,Liam Cointre,
nm1625732,Houston Rhines,
nm1649671,Mauricio Barrientos,
nm16527389,Anda,
nm1670451,Junko Minagawa,1975
nm1682551,Sasha Andreev,1981
nm1687017,Gô Ayano,1982
nm1703330,Kiyo Kuroda,1916
nm17047782,Ewan Markham,
nm1714614,Babak Ansari,
nm1716898,Kari Koivukangas,
nm17232191,Ryan Hennessy,
nm17459819,Derrick Watkins,
nm1755973,Phil Duffy,
nm1758612,Farhad Aslani,
nm1764072,Julianne Côté,1990
nm1775058,Rodrigo dos Santos,1977
nm1778096,Engin Akyürek,1981
nm1796249,Kivilcim Kaya,1948
nm1796910,Adam Meredith,
nm1815305,Kym Bidstrup,
nm1822358,Sid Makkar,
nm1840057,CJ Navato,1996
nm18519654,Regis Arroyo,
nm18626631,Françoise Rokia Coulibaly,
nm1863008,Kuttiyedathi Vilasini,
nm1875040,Fiona Dourif,1981
nm1935086,Tessa Thompson,1983
nm1980137,Edward X. Young,1959
nm1981344,Kostas Laskos,
nm1982556,Julie De Bona,1980
nm2084963,Noé Hernández,1969
nm2114785,Behnoosh Bakhtiari,
nm2115821,Mei-Hsiu Lin,1967
nm2118743,Mojca Partljic,1964
nm2120538,Shaghayegh Dehghan,
nm2126840,Abolhasan Moravvej,
nm2149215,Hang Shi,
nm2164767,Carl Wharton,
nm2172290,Colette Sodoyez,
nm2186494,Nellie Thalbach,1995
nm2188512,Joey Cooper,
nm2208151,Ghazal Shakeri,
nm2218569,Anik Shefrazian,
nm2235330,Meena Kumari,
nm2239942,Joey Pollari,1994
nm2248524,Joaquín Nin-Culmell,1908
nm2255441,Cuyle Carvin,
nm2285290,William 'Big Sleeps' Stewart,
nm2296641,Lindsay Garber,
nm2301427,Leah Lewis,1996
nm2351246,Demetria McKinney,1979
nm2363422,Hideo Hongô,1929
nm2371046,Barkha Bisht,1979
nm2386716,Sanjay Mone,
nm2386771,Jeremy Iversen,
nm2387197,Rokuro Oishi,
nm2388401,Russell Shaw,
nm2391781,Manuel Girisch,
nm2395335,Ryūsui Iwami,
nm2436618,Chris Mark,
nm2499815,Karen Corona,
nm2558275,Ophélia Kolb,
nm2598285,Lesa Henderson,
nm2605345,Gemma Arterton,1986
nm2623337,Suteara Vaughn,
nm2660044,Tom Segura,1979
nm2666409,RJ Mitte,1992
nm2673512,Jason K. Wixom,
nm2751451,Maurizio Urbani,
nm2803434,Kate Gilligan,
nm2816155,Ahmed Olotu,
nm2834669,Monica Raymund,
nm2840457,Deanna Rashell,
nm2888524,Darrell Britt-Gibson,1985
nm2912067,Dónall Ó Héalaí,
nm2913254,Francesca Wilson,
nm2940506,Horacio Galaviz,
nm2941811,Doug Montoya,
nm2964838,Frédéric Chau,1977
nm2975962,Alberto Ammann,1978
nm2987035,JD Lawrence,
nm3003858,Russell Duncan,
nm3046705,Lucy Walters,
nm3047464,Dato Roinishvili,
nm3056654,Denis Kosyakov,1984
nm3059268,Rachel Bright,1985
nm3101031,Philippe Morel,
nm3120844,Gerrit Yank,
nm3123793,Maksim Romanov,
nm3139059,Lin He,1977
nm3143558,Arnaud Ducret,1978
nm3154969,Chantel Flanders,
nm3190124,Syrie Wongkaew,
nm3226390,Alex Teix,
nm3238544,Randy Memoli,
nm3241397,Eoin Halpin,
nm3256497,Qi Zhang,1958
nm3282535,Michael Mancini,
nm3315962,Bart Hollanders,
nm3332894,Jordan Fisher,1994
nm3339359,Michelly Campos,
nm3339478,Ronald Robinson,
nm3349081,Matt Dye,
nm3370435,Marwoto,
nm3388759,Andrew Dasz,1977
nm3404376,Glen Nabholz,
nm3429346,Steven Swadling,1969
nm3485889,Keenan Tracey,1991
nm3512587,Susannah Berryman,
nm3513533,Stephanie Hsu,1990
nm3530937,Jingfei Guo,1979
nm3542926,Ramy Kebbe,
nm3569284,Georgina Campbell,
nm3588309,Aurelia Burckhardt,
nm3617629,Baiju V.K.,
nm3654499,Othman Abdelmonem,1941
nm3680266,Felicia Greenfield,
nm3716382,HB Gibson,
nm3742487,Mizue Shiratori,
nm3763255,Bobby Robertson,1974
nm3765649,Joanna Opozda,1988
nm3801587,Bartosz Gelner,1988
nm3805318,Timothy Cakebread,
nm3814559,Valeriy Agayan,
nm3817139,Vanessa Conde,
nm3873521,Haraldur Stefansson,
nm3894232,Francisco Belard,
nm3899117,Nyokabi Gethaiga,
nm3922667,Kensei Mikami,1984
nm3929147,Raphaël Lacaille,
nm3931192,Marie Grujicic-Delage,1984
nm4005735,Ajith Lokuge,
nm4079782,Samantha Wilson,
nm4104357,Jamie-Lee Six,
nm4108455,Maricor Canlas,
nm4113924,Sunny Kaushal,1989
nm4151259,Thomas Larkin,
nm4159008,Afshin Hashemi,1975
nm4183406,Scott Deal,
nm4233681,Jaroslav Mottl,1970
nm4270963,Manesh Kumar,
nm4316082,Carwyn Glyn,
nm4355888,Tianna Nori,
nm4356858,Yueh-Fan Yang,
nm4366217,Metra Dee,
nm4370641,Houcine Mahnouch,
nm4377373,Karolyne Natasha,
nm4417069,Yami Gautam,1988
nm4443114,Saeed Changizian,
nm4443519,Fahimeh Amanzadeh,
nm4447747,Phani Eggone,
nm4455827,Tessa Wood,
nm4543998,Vanessa Alariao,
nm4556530,Vladimir Gorochov,
nm4606016,Todd Risby,
nm4609222,Colin Burgess,1990
nm4649116,Ben O'Toole,1991
nm4655049,Scott Gillespie,
nm4719034,Yuvraj Hans,
nm4741714,Dominik Wojcik,
nm4744613,Vicci Pan,1984
nm4792950,Alynxia America,
nm4827066,Rich Barnard,
nm4936344,Ussy Sulistiawaty,
nm4938456,Jennifer Chajon,
nm4948139,Salome Tsunoda,
nm4992002,Pulkit Samrat,1983
nm5006540,David Power,
nm5048074,Menaka Rajapakse,
nm5050202,Timothy Paul Coderre,
nm5075662,Nan-Shi Lin,
nm5085187,Andreas Berg,1974
nm5102227,Lucas Jaye,
nm5105047,Annick Cornette,
nm5271691,Novi Brown,
nm5342804,David Macey,
nm5396706,Bolla Attila,
nm5423311,Amir Ghaffarmanesh,
nm5431622,Sarah McGuire,1990
nm5492721,Yoshihiko Takemoto,
nm5561970,Camila Mota,
nm5584853,Chemban Vinod Jose,1976
nm5585713,Ahmed Sylla,
nm5674223,Shadi Mar'i,1994
nm5691453,Talal Afifi,
nm5724419,Rodrigo García,
nm5724877,Andile Gumbi,
nm5771748,Estrella Almada Cervantes,
nm5780243,Soleh Solihun,
nm5780539,Hadian Saputra,
nm5798585,Rupinder Rupi,
nm5804621,Lexi Balestrieri,
nm5891034,Poorvi Bhave,
nm5893186,Gabriella Jordan,
nm5913352,Cori Coulter,
nm5923411,Winston A. Marshall,
nm5946083,Ken Stancil Jr.,
nm5960947,Andrew Rogers,
nm6001212,Said García Solís,
nm6051579,Raunaq Kamdar,
nm6170452,Samuel Ajibola,
nm6194268,Brodie Henson,
nm6195775,Matthew Dunigan,
nm6229730,Janak Premalal,
nm6261003,Raphaël Thiéry,
nm6262100,Hesam Mahmoudi,
nm6314102,Pradeep Raj,1976
nm6316977,Justin S Kirkland,
nm6446990,Joemon Joshy,1988
nm6470822,Vicente Carlos Luque,
nm6481696,Caleb Milby,
nm6494220,Olivier Faursel,
nm6566873,Kostis Charamountanis,
nm6583098,Amy Lyn Elliott,
nm6675794,James Gagné,
nm6686507,Srushti Dange,1992
nm6691848,Kisetsu Fujiwara,1993
nm6820375,Rick Lee,
nm6820784,Vytautas Medineckas,1987
nm6884988,Vasilis Kanellopoulos,
nm6911746,Sanju Solanki,
nm6954008,Ryō Narita,1993
nm7024752,Suzanne Grzanna,
nm7125176,Daniel Lewis Haug,
nm7208549,Orlando Pineda,
nm7216750,Kabir Duhan Singh,1986
nm7233593,Pavel Neškudla,1989
nm7285894,Caedmon Holland,
nm7367159,Joshua Botelho,
nm7376490,Selin Sezgin,1990
nm7384935,Marc Felix,
nm7390671,Saryû Usui,
nm7410252,Tandin Wangchuk,
nm7414355,Jude Manley,
nm7430811,Andreas Lessig,
nm7474454,Tomas Mischura,
nm7478283,Sameera Asir,
nm7506705,Gastón Cocchiarale,
nm7577471,Liam Millard,
nm7613074,Yuan Chang,
nm7613653,Lisha Wheeler,
nm7614842,Mourad Gharsalli,
nm7630834,Malhar Thakar,1990
nm7655252,Sami Loris,
nm7666800,Vittorio Continelli,
nm7725345,Ashim Roy Chowdhury,
nm7802497,Paolo Gilardi,
nm7840514,Aditya Alam,
nm7870592,Fernando Martino,
nm7874279,Rob Malone,
nm7889014,Sier Bao,
nm7900894,Fatima Al-Banawi,
nm7903965,Plabita Borthakur,1991
nm7973570,Kiara Corkett,
nm7988227,Keiko Hanazono,
nm8007355,Claude Heinrich,
nm8024328,Ibon Huarte,
nm8030827,Ester Nadal,
nm8043785,Toby Dale,
nm8043810,Neil Carr,
