actorId,pagerank,degree,weightedDegree,community
nm10813433,0.933939,9,9,310
nm10813428,0.933939,9,9,310
nm1728487,1.653384,18,18,310
nm10813419,0.933939,9,9,310
nm10813425,0.933939,9,9,310
nm6142895,0.856501,9,9,310
nm3351988,1.0,9,9,1244
nm3353760,0.750385,9,9,11
nm0055185,1.0,9,9,223
nm10548891,1.0,9,9,1222
nm7280310,1.0,9,9,1245
nm8069289,1.0,9,9,1245
nm8069295,1.0,9,9,1245
nm10723888,1.0,9,9,1245
nm10760750,1.0,9,9,1163
nm12805105,0.956853,9,9,1247
nm13582282,0.956853,9,9,1247
nm13582281,0.956853,9,9,1247
nm10814833,0.956853,9,9,1247
nm1359508,0.956853,9,9,1247
nm13080862,0.956853,9,9,1247
nm11591459,1.0,9,9,1075
nm7483869,1.0,9,9,1075
nm8152221,1.0,9,9,1075
nm7108471,1.0,9,9,1075
nm6845066,1.599691,18,18,11
nm10805796,0.922314,9,9,11
nm10805771,0.922314,9,9,11
nm10805800,0.922314,9,9,11
nm4931869,1.0,9,9,828
nm7197043,1.0,9,9,828
nm11534592,1.0,9,9,828
nm10744376,1.0,9,9,828
nm10857288,1.0,9,9,1160
nm1580188,0.927569,9,9,99
nm3537172,1.740434,18,18,99
nm3623005,0.939889,9,9,110
nm10760764,1.0,9,9,1163
nm6745902,0.908116,9,9,111
nm2208151,0.908116,9,9,111
nm2932485,0.908116,9,9,111
nm10767801,0.908116,9,9,111
nm5108056,0.956853,9,9,1224
nm9812639,0.949921,9,9,1161
nm16267071,1.0,9,9,1243
nm11661997,1.0,9,9,1243
nm11536161,1.0,9,9,1229
nm10523205,0.911087,9,9,220
nm6836376,0.827411,9,9,1248
nm6836381,1.517766,15,18,1248
nm1591927,0.827411,9,9,1248
nm10803020,1.517766,15,18,1248
nm10804527,1.0,9,9,1249
nm7082239,1.0,9,9,1249
nm1246724,1.0,9,9,1251
nm10827607,1.0,9,9,1251
nm10827605,1.0,9,9,1251
nm3816187,0.856356,9,9,56
nm1116863,0.856356,9,9,56
nm9260017,1.0,9,9,1252
nm3108930,1.0,9,9,1252
nm10828710,1.0,9,9,1252
nm6002483,1.0,9,9,1242
nm6010224,1.0,9,9,1242
nm8308484,0.943792,9,9,559
nm1717476,1.645459,18,18,55
nm5739775,1.0,9,9,1253
nm8582532,1.0,9,9,1253
nm8293941,0.956853,9,9,1078
nm6887616,0.956853,9,9,1078
nm16263933,0.918878,9,9,6
nm8526961,1.0,9,9,686
nm3390761,1.0,9,9,1160
nm8699770,1.0,9,9,963
nm5384297,1.0,9,9,963
nm12385553,0.923685,9,9,19
nm12385566,0.923685,9,9,19
nm8828462,1.0,9,9,1255
nm10864669,1.0,9,9,1255
nm10866343,1.0,9,9,1256
nm10866357,1.0,9,9,1256
nm7290010,1.0,9,9,1256
nm10866383,1.0,9,9,1256
nm15750700,0.919545,9,9,23
nm6041418,0.948253,9,9,56
nm9432783,0.713667,9,9,113
nm9477979,0.713667,9,9,113
nm10883877,0.713667,9,9,113
nm9142675,0.956853,9,9,1257
nm10888785,0.956853,9,9,1257
nm9604380,1.0,9,9,734
nm13769757,1.0,9,9,1259
nm4355664,1.0,9,9,1259
nm10894110,1.0,9,9,1259
nm9955532,1.0,9,9,1241
nm11463444,1.0,9,9,1241
nm6229968,0.7839,9,9,11
nm8254696,1.0,9,9,1261
nm11062621,1.0,9,9,1261
nm10479710,1.0,9,9,794
nm10483049,0.956853,9,9,676
nm11660246,0.917328,9,9,596
nm3143249,0.917328,9,9,596
nm7931755,0.917328,9,9,596
nm9100847,0.870558,9,9,1263
nm6637778,0.870558,9,9,1263
nm7202786,0.870558,9,9,1263
nm2916966,0.898594,9,9,6
nm7853326,0.898594,9,9,6
nm12203733,1.0,9,9,1265
nm9352468,1.0,9,9,1265
nm12203722,1.0,9,9,1265
nm3432521,0.850825,9,9,231
nm8918470,0.850825,9,9,231
nm7662448,0.956853,9,9,1269
nm9753456,0.956853,9,9,1269
nm4659433,0.956853,9,9,1269
nm8639477,0.956853,9,9,1269
nm6583098,0.870558,9,9,1270
nm8657736,0.870558,9,9,1270
nm7562618,1.0,9,9,1154
nm5931659,0.876443,9,9,11
nm11533925,0.876443,9,9,11
nm8970347,1.0,9,9,1271
nm10999641,1.0,9,9,1271
nm10999642,1.0,9,9,1271
nm1100337,0.94137,9,9,4
nm8961397,0.946591,9,9,454
nm17163926,1.0,9,9,122
nm10413716,1.0,9,9,1067
nm11025967,1.0,9,9,1272
nm11025966,1.0,9,9,1272
nm7306001,0.915586,9,9,110
nm11034583,0.915586,9,9,110
nm11034913,1.0,9,9,1273
nm2197711,1.0,9,9,1273
nm11034834,1.0,9,9,1273
nm2217791,1.0,9,9,947
nm10919941,1.0,9,9,1261
nm7063893,1.0,9,9,1276
nm11112408,1.0,9,9,1276
nm11075886,1.0,9,9,1276
nm10279921,1.0,9,9,899
nm7029055,1.618864,18,18,23
nm8290316,0.956853,9,9,1257
nm11248535,0.956853,9,9,1257
nm8018636,0.956853,9,9,1257
nm9781745,0.956853,9,9,1257
nm11089187,0.956853,9,9,1257
nm4906331,0.956853,9,9,574
nm1732318,0.898105,9,9,619
nm1110009,0.898105,9,9,619
nm11283069,1.0,9,9,1277
nm11283067,1.0,9,9,1277
nm11283054,1.0,9,9,1277
nm11132165,0.956853,9,9,214
nm11132176,0.956853,9,9,214
nm8495592,0.956853,9,9,214
nm6379360,1.0,9,9,1278
nm11136098,1.0,9,9,1278
nm6897372,0.912562,9,9,23
nm1276093,0.912562,9,9,23
nm13511735,0.912562,9,9,23
nm5610356,0.912562,9,9,23
nm3464928,0.912562,9,9,23
nm3167599,0.946726,9,9,23
nm3120588,0.946726,9,9,23
nm7745464,0.946726,9,9,23
nm8182394,0.946726,9,9,23
nm4154502,0.913706,9,9,798
nm8198549,1.0,9,9,1279
nm11142300,1.0,9,9,1279
nm11685819,0.926369,9,9,43
nm8024299,0.926369,9,9,43
nm3441586,1.0,9,9,1280
nm11163697,1.0,9,9,1280
nm3006105,1.0,9,9,443
nm2120205,0.856356,9,9,56
nm2681362,0.893672,9,9,114
nm7619400,1.0,9,9,734
nm3087803,1.0,9,9,1281
nm11455245,1.0,9,9,1281
nm10769224,1.0,9,9,792
nm11476788,1.0,9,9,1285
nm9169541,1.0,9,9,1285
nm10516038,1.0,9,9,1188
nm6916108,0.948258,9,9,23
nm10936200,0.917328,9,9,596
nm12375173,1.0,9,9,1287
nm15353537,1.0,9,9,1287
nm3951749,0.741053,9,9,844
nm3641754,0.808238,9,9,13
nm9722080,0.808238,9,9,13
nm2585097,0.808238,9,9,13
nm1128418,0.946,9,9,59
nm0762659,0.940536,9,9,126
nm3040063,1.0,9,9,1289
nm3039108,1.0,9,9,1289
nm11293515,0.926369,9,9,43
nm1401864,1.0,9,9,92
nm11306495,0.865187,9,9,23
nm5170154,0.895877,9,9,23
nm10717482,1.0,9,9,1244
nm4243303,0.928891,9,9,21
nm10493999,0.909238,9,9,23
nm4262853,1.0,9,9,556
nm8324152,1.0,9,9,556
nm12399467,1.0,9,9,556
nm16418885,1.0,9,9,556
nm4379408,1.0,9,9,1000
nm4870321,1.0,9,9,934
nm8287501,1.0,9,9,64
nm12090547,0.928939,9,9,11
nm10289291,0.956853,9,9,878
nm5364548,1.098231,18,18,113
nm8702090,0.844585,9,9,740
nm11441822,1.0,9,9,964
nm8243370,1.0,9,9,964
nm11441804,1.0,9,9,964
nm11455238,1.0,9,9,1281
nm8349785,1.0,9,9,1038
nm11370739,1.0,9,9,1241
nm11474495,1.0,9,9,1285
nm0003115,0.860008,9,9,11
nm2253071,1.0,9,9,288
nm7732480,1.0,9,9,288
nm1281476,1.0,9,9,288
nm1322499,0.956853,9,9,326
nm1045684,0.956853,9,9,326
nm11486683,0.956853,9,9,326
nm10426799,1.0,9,9,1082
nm11501147,1.0,9,9,480
nm1960363,1.0,9,9,1274
nm5928144,1.0,9,9,1274
nm10993031,0.876443,9,9,11
nm0197647,1.0,9,9,362
nm6528766,0.943149,9,9,110
nm5479767,1.0,9,9,280
nm11583046,1.0,9,9,280
nm9016782,1.423191,18,18,11
nm11596717,1.0,9,9,1295
nm11596711,1.0,9,9,1295
nm11596714,1.0,9,9,1295
nm11596715,1.0,9,9,1295
nm11596712,1.0,9,9,1295
nm11596716,1.0,9,9,1295
nm11596710,1.0,9,9,1295
nm1160886,1.0,9,9,1011
nm5763330,1.0,9,9,1296
nm13394299,1.0,9,9,1029
nm3490185,0.924111,9,9,23
nm2293323,0.924111,9,9,23
nm1250925,0.924111,9,9,23
nm11638988,1.0,9,9,1055
nm0005037,0.909129,9,9,59
nm2134560,0.834345,9,9,699
nm3442130,0.870558,9,9,1270
nm11663254,1.0,9,9,1170
nm11663253,1.0,9,9,1170
nm11663342,1.0,9,9,1298
nm11663349,1.0,9,9,1298
nm11663351,1.0,9,9,1298
nm11663348,1.0,9,9,1298
nm3301868,0.905912,9,9,23
nm4268518,0.905912,9,9,23
nm1254885,0.905912,9,9,23
nm8088541,1.0,9,9,1300
nm3687213,1.0,9,9,1300
nm11682645,1.0,9,9,1300
nm11259082,1.0,9,9,1287
nm6289733,1.0,9,9,328
nm1475556,0.843781,9,9,111
nm13626645,0.927569,9,9,427
nm13326221,0.927569,9,9,427
nm13330799,0.927569,9,9,427
nm8968100,0.927569,9,9,427
nm12221961,0.927569,9,9,427
nm2281397,0.943792,9,9,119
nm7578266,0.887111,9,9,23
nm9635459,1.0,9,9,622
nm12120804,1.0,9,9,27
nm1536875,0.947522,9,9,596
nm10290654,0.816421,9,9,524
nm0668241,0.940124,9,9,11
nm1181610,0.947522,9,9,596
nm10506445,0.902334,9,9,56
nm1763508,1.0,9,9,1304
nm7206660,1.0,9,9,761
nm8174053,1.0,9,9,1246
nm11910232,1.0,9,9,1246
nm1352900,0.94604,9,9,11
nm11958707,0.843153,9,9,161
nm3797898,0.944535,9,9,1054
nm1066396,0.820093,9,9,11
nm10165537,1.0,9,9,822
nm9156942,0.956853,9,9,1269
nm5835716,1.0,9,9,1267
nm8819213,1.0,9,9,1267
nm3445329,1.0,9,9,1267
nm8715864,1.0,9,9,1267
nm12081823,1.0,9,9,976
nm12668645,0.928939,9,9,11
nm8940348,1.0,9,9,704
nm4517846,1.0,9,9,313
nm2314596,1.0,9,9,1309
nm3588483,1.0,9,9,723
nm2495343,0.938624,9,9,30
nm5159672,0.832634,9,9,86
nm3731565,0.949921,9,9,104
nm1840057,0.856573,9,9,56
nm3977708,0.910027,9,9,11
nm7118554,0.910027,9,9,11
nm8904193,0.910027,9,9,11
nm1395952,0.88181,9,9,110
nm7596281,1.0,9,9,1310
nm1407212,1.0,9,9,1311
nm7141587,1.0,9,9,1311
nm8979547,1.0,9,9,1311
nm6308481,1.0,9,9,1312
nm16027800,1.0,9,9,1312
nm7507282,1.0,9,9,592
nm0112043,0.956853,9,9,44
nm1146837,0.88132,9,9,114
nm12805107,0.956853,9,9,1247
nm12297160,1.0,9,9,236
nm5391503,1.0,9,9,236
nm12297157,1.0,9,9,236
nm6030469,0.805062,9,9,11
nm9463483,1.0,9,9,758
nm1030110,0.927576,9,9,11
nm1001160,0.832949,9,9,114
nm4728858,0.893672,9,9,114
nm8701144,1.0,9,9,1141
nm12385549,0.923685,9,9,19
nm3190246,0.915243,9,9,13
nm4432851,0.915243,9,9,13
nm8798330,0.859918,9,9,19
nm0232503,0.859918,9,9,19
nm2359443,0.859918,9,9,19
nm8110062,0.859918,9,9,19
nm8327046,0.943228,9,9,103
nm2782263,1.740434,18,18,820
nm0720461,1.0,9,9,674
nm5799983,0.870283,9,9,21
nm9242396,0.870283,9,9,21
nm12485298,1.0,9,9,1314
nm1617631,1.0,9,9,1314
nm12485299,1.0,9,9,1314
nm2090825,0.887171,9,9,1054
nm1018267,0.884584,9,9,23
nm0128028,1.0,9,9,292
nm7943677,1.0,9,9,292
nm2830182,1.0,9,9,292
nm3602480,1.0,9,9,1177
nm9203528,0.840763,9,9,11
nm1554857,1.0,9,9,1315
nm2915851,1.0,9,9,1315
nm5804621,1.0,9,9,1315
nm8908425,1.0,9,9,1315
nm1261987,1.0,9,9,1315
nm4182630,0.956853,9,9,542
nm7778748,0.956853,9,9,542
nm7782387,0.956853,9,9,542
nm7312177,0.946726,9,9,23
nm12654670,1.0,9,9,906
nm8678236,0.841712,9,9,771
nm10480395,1.0,9,9,1152
nm9348975,0.881046,9,9,1054
nm14214692,1.0,9,9,1318
nm4879653,1.0,9,9,1318
nm14214693,1.0,9,9,1318
nm8084770,1.0,9,9,1319
nm12789773,1.0,9,9,1319
nm3231341,1.0,9,9,1320
nm12798896,1.0,9,9,1320
nm12798898,1.0,9,9,1320
nm2087369,1.0,9,9,1320
nm12798894,1.0,9,9,1320
nm9664955,0.826493,9,9,11
nm3438796,0.826493,9,9,11
nm7075397,0.826493,9,9,11
nm14315472,0.883382,9,9,1290
nm4356858,0.927569,9,9,317
nm6700506,0.913706,9,9,832
nm6133756,1.0,9,9,706
nm0209301,1.0,9,9,183
nm7630833,1.0,9,9,204
nm3555102,1.0,9,9,386
nm4556530,1.0,9,9,386
nm3554873,1.0,9,9,386
nm2245192,1.0,9,9,386
nm5957931,1.0,9,9,1309
nm3520919,1.0,9,9,564
nm13041069,1.0,9,9,647
nm13041068,1.0,9,9,647
nm10308732,0.894379,9,9,110
nm2119401,1.0,9,9,1326
nm14277163,1.0,9,9,1326
nm14277165,1.0,9,9,1326
nm12474856,1.0,9,9,598
nm9576198,0.948258,9,9,23
nm0074053,1.0,9,9,242
nm10124558,1.0,9,9,748
nm1711124,0.956853,9,9,98
nm2576328,0.956853,9,9,98
nm11169935,0.893672,9,9,114
nm2130498,0.858173,9,9,11
nm1950485,1.0,9,9,534
nm3318415,0.907181,9,9,13
nm0062568,0.890329,9,9,11
nm0956190,0.881739,9,9,55
nm2066212,0.881739,9,9,55
nm4723290,0.949921,9,9,317
nm0939038,0.949921,9,9,317
nm0862820,1.0,9,9,433
nm13414110,1.0,9,9,1234
nm13414099,1.0,9,9,1234
nm13414098,1.0,9,9,1234
nm13414154,1.0,9,9,1234
nm13414064,1.0,9,9,1234
nm8485169,1.0,9,9,1233
nm11926377,0.94604,9,9,11
nm4441529,0.858431,9,9,59
nm6929749,0.858431,9,9,59
nm4572072,0.858431,9,9,59
nm2832703,1.0,9,9,1317
nm16424075,1.0,9,9,1329
nm16424072,1.0,9,9,1329
nm15596612,1.0,9,9,1325
nm16527382,1.0,9,9,1325
nm16527387,1.0,9,9,1325
nm16527390,1.0,9,9,1325
nm13718113,1.0,9,9,1325
nm3700888,0.949921,9,9,1161
nm1925918,0.875359,9,9,56
nm2772801,0.875359,9,9,56
nm5480338,0.875359,9,9,56
nm8234708,0.884873,9,9,56
nm3418739,0.875359,9,9,56
nm10295898,1.0,9,9,921
nm1736745,1.0,9,9,293
nm3999860,1.0,9,9,293
nm13812748,1.0,9,9,293
nm15893240,1.0,9,9,1307
nm3980027,1.0,9,9,1307
nm1314352,1.0,9,9,105
nm9569449,1.0,9,9,1301
nm2075350,0.919857,9,9,118
nm5242011,0.729392,9,9,11
nm3654496,0.729392,9,9,11
nm6440625,0.826493,9,9,11
nm13883408,0.800998,9,9,110
nm0619047,1.505004,18,18,13
nm1553002,1.0,9,9,1335
nm17459819,1.0,9,9,1335
nm3622094,1.0,9,9,1335
nm0916884,1.0,9,9,439
nm5527231,0.88181,9,9,110
nm13667899,1.0,9,9,1329
nm1166509,0.887563,9,9,11
nm1736550,1.0,9,9,375
nm0762298,1.0,9,9,687
nm4248027,1.0,9,9,749
nm1223982,1.0,9,9,1311
nm2386771,0.918179,9,9,59
nm2435908,0.918179,9,9,59
nm14752745,0.918179,9,9,59
nm4711349,0.918179,9,9,59
nm14214694,1.0,9,9,1318
nm0784094,0.956853,9,9,493
nm3581293,1.0,9,9,1297
nm7519937,1.0,9,9,1297
nm1426536,1.0,9,9,1297
nm8932774,1.0,9,9,1297
nm13102324,1.0,9,9,1326
nm8586613,1.0,9,9,1313
nm13120332,1.0,9,9,1313
nm14302139,1.0,9,9,1313
nm2242464,1.0,9,9,1301
nm7792489,1.0,9,9,342
nm1853380,1.0,9,9,600
nm17938215,1.0,9,9,772
nm8801234,1.0,9,9,772
nm17928362,1.0,9,9,772
nm3711953,0.956853,9,9,182
nm1456554,0.9098,9,9,59
nm2405454,1.0,9,9,1327
nm5493599,1.0,9,9,1327
nm10426604,1.0,9,9,1081
nm3459555,0.918179,9,9,59
nm0693092,0.814346,9,9,11
nm2299539,0.920049,9,9,111
nm15269233,0.920049,9,9,111
nm8995905,0.833839,9,9,3
nm6327438,0.833839,9,9,3
nm0001132,1.0,9,9,41
nm1509057,1.0,9,9,259
nm4271961,0.910027,9,9,11
nm3370295,1.707915,18,18,23
nm14906316,0.920049,9,9,111
nm4378341,0.82533,9,9,111
nm6579662,1.0,9,9,1335
nm8360867,1.0,9,9,978
nm5877625,0.848124,9,9,3
nm10315579,0.956853,9,9,653
nm7208548,1.0,9,9,1282
nm7806304,0.913706,9,9,832
nm10751251,0.927569,9,9,99
nm0750913,0.879859,9,9,4
nm14014076,1.0,9,9,749
nm13857028,1.0,9,9,1307
nm0155992,0.943792,9,9,65
nm0341421,0.938757,9,9,3
nm16027801,1.0,9,9,1312
nm7796795,1.0,9,9,941
nm7458751,0.956853,9,9,837
nm4113112,0.956853,9,9,837
nm5413582,0.946088,9,9,11
nm6982756,0.946088,9,9,11
nm0005512,0.9418,9,9,6
nm7313244,0.948253,9,9,56
nm5447706,0.929865,9,9,11
nm0300187,1.0,9,9,451
nm8113714,0.907181,9,9,13
nm0775858,1.0,9,9,625
nm5339142,0.940546,9,9,11
nm1678063,0.940546,9,9,11
nm0022883,0.921881,9,9,8
nm2194678,1.0,9,9,1113
nm2619595,0.86844,9,9,126
nm7860012,0.86844,9,9,126
nm0960372,0.913706,9,9,729
nm0754500,1.0,9,9,685
nm3140538,1.649917,18,18,110
nm1321097,0.956853,9,9,98
nm10089635,0.932961,9,9,365
nm17304845,1.0,9,9,1350
nm2709365,1.0,9,9,1350
nm6826930,1.0,9,9,122
nm6864052,1.554695,18,18,110
nm10430294,0.908828,9,9,240
nm8419930,0.944335,9,9,137
nm9010952,0.944335,9,9,137
nm7351489,0.944335,9,9,137
nm1796249,0.913706,9,9,1065
nm13331827,1.0,9,9,534
nm8025272,0.853681,9,9,11
nm7473951,0.853681,9,9,11
nm1747510,0.853681,9,9,11
nm17479599,1.0,9,9,1353
nm17479619,1.0,9,9,1353
nm17479628,1.0,9,9,1353
nm17479596,1.0,9,9,1353
nm2319997,0.856573,9,9,56
nm8465573,1.0,9,9,1304
nm1382072,0.956853,9,9,676
nm1779571,0.949921,9,9,104
nm4834207,0.948678,9,9,314
nm8022840,0.956853,9,9,452
nm2511538,0.956853,9,9,452
nm6592338,0.956853,9,9,452
nm1789173,0.956853,9,9,452
nm9410508,1.0,9,9,845
nm1594672,1.0,9,9,1343
nm8602656,0.956853,9,9,303
nm4532668,0.956853,9,9,303
nm5773448,0.946806,9,9,3
nm7427956,1.0,9,9,283
nm3913204,1.0,9,9,1355
nm5979896,1.0,9,9,1355
nm5813847,1.0,9,9,1355
nm7577090,1.0,9,9,1355
nm1815305,1.0,9,9,1355
nm4378849,0.920494,9,9,11
nm2453045,0.915288,9,9,707
nm1442840,1.0,9,9,600
nm7457633,0.913706,9,9,701
nm5873274,1.0,9,9,784
nm8531116,0.933656,9,9,310
nm4923289,0.857163,9,9,310
nm0194937,0.956853,9,9,302
nm6153349,0.931022,9,9,7
nm3768607,0.931022,9,9,7
nm18763461,0.931022,9,9,7
nm4107371,0.804731,9,9,110
nm0230698,1.0,9,9,395
nm7112813,0.956853,9,9,542
nm3344179,0.949921,9,9,99
nm2576691,0.949921,9,9,99
nm3797278,1.0,9,9,1128
nm3692726,1.0,9,9,1128
nm1728860,0.729238,9,9,11
nm1702471,1.0,9,9,1274
nm10188067,1.0,9,9,831
nm4565981,1.0,9,9,1017
nm6010052,1.0,9,9,854
nm0323574,1.0,9,9,305
nm7747251,0.956853,9,9,167
nm5977008,0.956853,9,9,167
nm3460083,1.0,9,9,508
nm6153878,0.910415,9,9,11
nm6741390,0.921881,9,9,323
nm2028004,1.706705,18,18,323
nm14651084,1.0,9,9,523
nm1652341,0.946088,9,9,11
nm2068880,1.0,9,9,64
nm12497422,0.887171,9,9,1054
nm9236982,0.948678,9,9,369
nm2095123,0.948678,9,9,369
nm10485314,1.0,9,9,812
nm1145751,1.0,9,9,1038
nm7782041,0.926445,9,9,1054
nm9797406,0.926445,9,9,1054
nm4180684,1.617059,18,18,1054
nm7704806,0.926445,9,9,1054
nm2401249,0.834345,9,9,699
nm10273196,0.827411,9,9,871
nm3041049,0.940198,9,9,33
nm2260670,0.855501,9,9,754
nm2276699,1.0,9,9,564
nm7512041,0.94774,9,9,65
nm10497835,1.0,9,9,1171
nm9660332,0.949921,9,9,478
nm3408419,1.0,9,9,1328
nm3580368,1.0,9,9,1328
nm6384901,1.0,9,9,1328
nm2686261,1.0,9,9,1328
nm3874948,0.80861,9,9,19
nm2892927,0.956853,9,9,898
nm3768314,0.956853,9,9,898
nm4363141,0.956853,9,9,898
nm4608599,0.956853,9,9,898
nm6613275,0.956853,9,9,898
nm2353703,0.956853,9,9,898
nm15176824,0.900939,9,9,23
nm4142912,1.0,9,9,1017
nm1457088,0.909184,9,9,56
nm0168244,0.939512,9,9,39
nm5022173,0.913706,9,9,1366
nm1832009,0.915288,9,9,707
nm10422898,0.843643,9,9,1054
nm2682461,0.947636,9,9,114
nm10130200,0.894623,9,9,114
nm0001272,1.0,9,9,63
nm5334078,0.824005,9,9,1217
nm6856651,1.531579,18,18,1217
nm2552380,0.824005,9,9,1217
nm6486367,0.84463,9,9,1217
nm0765370,1.0,9,9,408
nm0004906,0.890639,9,9,4
nm3023199,0.913706,9,9,1372
nm12938880,1.0,9,9,706
nm2673648,0.86844,9,9,126
nm4359323,0.948678,9,9,123
nm5292650,1.0,9,9,1064
nm2658351,0.956853,9,9,574
nm0757217,0.949921,9,9,478
nm5324648,0.947636,9,9,114
nm5451481,0.931022,9,9,7
nm4369644,1.0,9,9,622
nm9067451,0.956853,9,9,1269
nm2784245,0.902447,9,9,737
nm10312041,0.616029,9,9,942
nm0515405,0.622626,9,9,113
nm10111777,0.956853,9,9,698
nm10515696,0.956853,9,9,601
nm2854112,1.0,9,9,1317
nm6160361,0.799138,9,9,110
nm3315713,1.0,9,9,1322
nm3789806,1.0,9,9,1322
nm10080055,1.0,9,9,795
nm8809885,0.949921,9,9,276
nm0244033,0.949921,9,9,276
nm2963158,1.0,9,9,342
nm1069584,0.863227,9,9,110
nm0769453,0.899108,9,9,114
nm2593355,0.913706,9,9,1372
nm9092461,1.0,9,9,717
nm3039215,0.790327,9,9,113
nm4404400,1.0,9,9,1132
nm3047426,1.0,9,9,1132
nm5608098,1.0,9,9,1282
nm6382681,1.0,9,9,750
nm3127456,0.949921,9,9,317
nm5159909,0.750385,9,9,11
nm3165677,1.0,9,9,717
nm1985070,0.956853,9,9,167
nm12403422,0.915243,9,9,13
nm3339208,1.0,9,9,517
nm3805318,1.0,9,9,1385
nm7194919,1.0,9,9,1385
nm3221539,1.0,9,9,1385
nm3678494,0.944246,9,9,59
nm2894585,1.0,9,9,1322
nm3810471,0.919119,9,9,11
nm6788819,0.775006,9,9,11
nm2297029,0.956853,9,9,898
nm1227749,1.0,9,9,1310
nm3286302,0.944032,9,9,23
nm9251060,0.956853,9,9,1018
nm7072570,0.956853,9,9,1018
nm9628399,1.0,9,9,1133
nm7846777,1.0,9,9,1133
nm6494220,1.0,9,9,336
nm8062452,1.0,9,9,336
nm6845941,1.0,9,9,579
nm12029519,1.0,9,9,1267
nm10390693,0.937065,9,9,126
nm4148153,1.0,9,9,793
nm14043187,1.0,9,9,742
nm1560660,0.848124,9,9,3
nm3396201,1.0,9,9,881
nm4321429,1.0,9,9,106
nm4544694,0.956853,9,9,225
nm6297250,1.0,9,9,1212
nm7544691,0.920645,9,9,59
nm1960271,0.943792,9,9,559
nm7570216,0.890186,9,9,11
nm4574653,1.0,9,9,336
nm3701137,1.0,9,9,1128
nm0425539,1.0,9,9,540
nm7754425,1.0,9,9,1388
nm8830351,1.0,9,9,1388
nm9567076,1.0,9,9,1388
nm4827897,1.0,9,9,700
nm6434147,0.913706,9,9,800
nm0426970,0.89752,9,9,541
nm5007396,1.0,9,9,595
nm8468471,1.687124,18,18,59
nm6524359,1.0,9,9,1390
nm4350996,0.86801,9,9,110
nm5377726,0.86801,9,9,110
nm9839080,0.86801,9,9,110
nm10665702,0.956853,9,9,1224
nm6079303,1.0,9,9,1344
nm10314984,0.69797,9,9,946
nm13619547,0.69797,9,9,991
nm1269618,0.779345,9,9,111
nm7023533,1.0,9,9,1394
nm6615049,1.0,9,9,1394
nm6921368,1.0,9,9,1394
nm8022637,1.0,9,9,1394
nm5498943,1.0,9,9,1394
nm4355888,1.0,9,9,260
nm4725798,0.833839,9,9,3
nm6793636,0.804731,9,9,110
nm2274369,0.875401,9,9,6
nm6794303,1.0,9,9,1396
nm10407243,1.0,9,9,1060
nm5626208,0.86801,9,9,110
nm8718111,1.0,9,9,528
nm3974940,1.0,9,9,528
nm4254152,1.0,9,9,528
nm5241871,1.0,9,9,1397
nm4282429,1.0,9,9,1397
nm5911796,0.803401,9,9,86
nm4662324,0.803401,9,9,86
nm5668523,0.949921,9,9,53
nm6979445,0.949921,9,9,53
nm9239904,0.949921,9,9,53
nm4393029,0.949921,9,9,53
nm9921862,1.0,9,9,1367
nm9693396,1.0,9,9,1367
nm5487427,1.0,9,9,1367
nm9548661,1.0,9,9,1250
nm6582625,1.0,9,9,1388
nm6812114,1.0,9,9,537
nm9421540,1.0,9,9,537
nm5193462,1.0,9,9,537
nm10437051,1.0,9,9,1097
nm8728601,0.956853,9,9,775
nm4770230,1.0,9,9,88
nm16699450,1.0,9,9,269
nm1868781,1.0,9,9,784
nm8664914,1.0,9,9,165
nm8674239,0.844585,9,9,740
nm2327512,0.949921,9,9,478
nm7159828,1.0,9,9,1218
nm7290079,1.0,9,9,1218
nm4878628,1.0,9,9,1218
nm5021371,0.913706,9,9,1366
nm8788383,1.0,9,9,16
nm0150495,1.0,9,9,311
nm5983008,0.914335,9,9,59
nm2355526,0.86136,9,9,13
nm8576149,0.956853,9,9,1174
nm2978707,1.0,9,9,22
nm7726984,1.0,9,9,1402
nm5397578,1.0,9,9,1402
nm5397345,1.0,9,9,1402
nm7210777,1.0,9,9,614
nm9714056,1.0,9,9,85
nm5453331,1.0,9,9,85
nm14588601,1.0,9,9,1327
nm9702923,0.889127,9,9,1054
nm9169137,1.0,9,9,730
nm6150808,0.956853,9,9,775
nm9001605,0.956853,9,9,775
nm10369651,1.0,9,9,1013
nm8016955,0.920645,9,9,59
nm10835380,1.0,9,9,1253
nm11630215,1.0,9,9,1296
nm1799605,0.946806,9,9,3
nm5913363,0.943053,9,9,411
nm10267226,0.943053,9,9,411
nm5908646,0.943053,9,9,411
nm6527042,1.0,9,9,1396
nm10697498,1.0,9,9,1144
nm10829870,1.0,9,9,1242
nm10268001,1.0,9,9,816
nm6293700,1.0,9,9,1344
nm8884654,1.0,9,9,1407
nm9576953,1.0,9,9,1407
nm9139519,1.0,9,9,1407
nm9577040,1.0,9,9,1407
nm6146828,1.0,9,9,1407
nm11066392,0.7839,9,9,11
nm2902655,0.949921,9,9,276
nm9678031,1.0,9,9,1016
nm8294222,1.0,9,9,781
nm3593036,1.0,9,9,328
nm10034165,1.0,9,9,768
nm10486875,0.91653,9,9,68
nm8325448,0.849944,9,9,11
nm7355324,1.0,9,9,769
nm4306448,0.775006,9,9,11
nm10387867,0.837142,9,9,33
