actorId,name,movieCount,genreRichness,shannonDiversity,maxPossibleH,topGenres,topGenreShares
nm1783075,Ayumi Fujimura,1,3,1.585,1.585,Action;Animation;Drama,0.333;0.333;0.333
nm5220421,Ayu Matsuura,1,3,1.585,1.585,Action;Animation;Drama,0.333;0.333;0.333
nm0945377,Kazuhiro Yamaji,1,3,1.585,1.585,Action;Animation;Drama,0.333;0.333;0.333
nm11586297,Elsa Nieto,1,3,1.585,1.585,Drama;Romance;Biography,0.333;0.333;0.333
nm1210999,Rocio Vidal,1,3,1.585,1.585,Drama;Romance;Biography,0.333;0.333;0.333
nm5978967,Miguel Ángel Cañadas,1,3,1.585,1.585,Drama;Romance;Biography,0.333;0.333;0.333
nm12445583,June Cudney,1,3,1.585,1.585,Biography;Drama;Romance,0.333;0.333;0.333
nm4457559,Miguel Ángel López Cañadas,1,3,1.585,1.585,Biography;Drama;Romance,0.333;0.333;0.333
nm10364851,Silvia Granada,1,3,1.585,1.585,Drama;Romance;Biography,0.333;0.333;0.333
nm10465963,Raquel Márquez,1,3,1.585,1.585,Biography;Drama;Romance,0.333;0.333;0.333
nm18416472,Sena Ito,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm11401734,Honora,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm6050501,Kentarô Itô,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm6119056,Tina Tamashiro,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm9448164,Chinthaka Kulathunga,1,3,1.585,1.585,Drama;Romance;Action,0.333;0.333;0.333
nm10413848,Nadeesha Alahapperuma,1,3,1.585,1.585,Action;Drama;Romance,0.333;0.333;0.333
nm4086400,Hila Saada,1,3,1.585,1.585,Drama;Romance;Comedy,0.333;0.333;0.333
nm4962495,Liz Rabian,1,3,1.585,1.585,Drama;Romance;Comedy,0.333;0.333;0.333
nm1596798,Haim Zanati,1,3,1.585,1.585,Comedy;Drama;Romance,0.333;0.333;0.333
nm1141223,Zerrin Dogan,1,3,1.585,1.585,Adventure;Drama;Romance,0.333;0.333;0.333
nm11807845,Mark Paguio,1,3,1.585,1.585,Action;Crime;Drama,0.333;0.333;0.333
nm1886602,Miles Teller,1,3,1.585,1.585,Action;Crime;Drama,0.333;0.333;0.333
nm4181215,Cody Kearsley,1,3,1.585,1.585,Action;Horror;Sci-Fi,0.333;0.333;0.333
nm17167773,Anish Kuruvilla,1,3,1.585,1.585,Drama;Action;Biography,0.333;0.333;0.333
nm12878330,Kamtam Kiran Kumar,1,3,1.585,1.585,Drama;Action;Biography,0.333;0.333;0.333
nm8179407,Sobhita Dhulipala,1,3,1.585,1.585,Action;Biography;Drama,0.333;0.333;0.333
nm14315472,Arpan Das,1,3,1.585,1.585,Adventure;Drama;Mystery,0.333;0.333;0.333
nm0168244,Janelle Cochrane,1,3,1.585,1.585,Comedy;Drama;Crime,0.333;0.333;0.333
nm2111196,Andre Hyland,1,3,1.585,1.585,Comedy;Drama;Crime,0.333;0.333;0.333
nm2398653,Roy Wood Jr.,1,3,1.585,1.585,Comedy;Drama;Crime,0.333;0.333;0.333
nm2612382,Ashley Reyes,1,3,1.585,1.585,Fantasy;Comedy;Horror,0.333;0.333;0.333
nm1113550,Abigail Breslin,1,3,1.585,1.585,Fantasy;Comedy;Horror,0.333;0.333;0.333
nm0657241,Germán Palacios,1,3,1.585,1.585,Horror;Mystery;Drama,0.333;0.333;0.333
nm10597983,Guillermina Sorribes Liotta,1,3,1.585,1.585,Horror;Mystery;Drama,0.333;0.333;0.333
nm1272031,Tianlai Hou,1,3,1.585,1.585,War;Drama;History,0.333;0.333;0.333
nm8276776,Guangyu Xu,1,3,1.585,1.585,War;Drama;History,0.333;0.333;0.333
nm10374879,Jianfu Wang,1,3,1.585,1.585,War;Drama;History,0.333;0.333;0.333
nm7377149,Armando Volcanes,1,3,1.585,1.585,Animation;Adventure;Comedy,0.333;0.333;0.333
nm1736550,Ignacio Márquez,1,3,1.585,1.585,Adventure;Comedy;Animation,0.333;0.333;0.333
nm14333923,Jhaydi Barboza,1,3,1.585,1.585,Adventure;Comedy;Animation,0.333;0.333;0.333
nm10410817,Manuel Bastos,1,3,1.585,1.585,Animation;Adventure;Comedy,0.333;0.333;0.333
nm10195787,Stella Shute,1,3,1.585,1.585,Drama;Family;Sport,0.333;0.333;0.333
nm4825006,Emily Morris,1,3,1.585,1.585,Drama;Family;Sport,0.333;0.333;0.333
nm1138590,Natasha Wanganeen,1,3,1.585,1.585,Drama;Family;Sport,0.333;0.333;0.333
nm0157131,Saeko Chiba,1,3,1.585,1.585,Action;Animation;Sci-Fi,0.333;0.333;0.333
nm0621454,Ken Narita,1,3,1.585,1.585,Action;Animation;Sci-Fi,0.333;0.333;0.333
nm3017003,Changezi,1,3,1.585,1.585,Drama;Action;Biography,0.333;0.333;0.333
nm0451345,Yusuf Khan,1,3,1.585,1.585,Action;Biography;Drama,0.333;0.333;0.333
nm12416423,Yousaf Khan,1,3,1.585,1.585,Drama;Action;Biography,0.333;0.333;0.333
nm0612616,Mumtaz Begum,1,3,1.585,1.585,Drama;Action;Biography,0.333;0.333;0.333
nm0007102,Tabu,1,3,1.585,1.585,Drama;Comedy;Action,0.333;0.333;0.333
nm9469926,Cong Liu,1,3,1.585,1.585,Animation;Adventure;Comedy,0.333;0.333;0.333
nm13913127,Yin Cheng,1,3,1.585,1.585,Animation;Adventure;Comedy,0.333;0.333;0.333
nm7449940,Lei Zhang,1,3,1.585,1.585,Adventure;Comedy;Animation,0.333;0.333;0.333
nm3639013,D'Arcy Carden,1,3,1.585,1.585,Romance;Comedy;Action,0.333;0.333;0.333
nm3210828,Desmin Borges,1,3,1.585,1.585,Romance;Comedy;Action,0.333;0.333;0.333
nm0183548,Steve Coulter,1,3,1.585,1.585,Romance;Comedy;Action,0.333;0.333;0.333
nm6234440,Dialy Paulino,1,3,1.585,1.585,Action;Sci-Fi;Thriller,0.333;0.333;0.333
nm10263714,Joseph Walters,1,3,1.585,1.585,Sci-Fi;Thriller;Action,0.333;0.333;0.333
nm3829870,Alphonso Thompson,1,3,1.585,1.585,Sci-Fi;Thriller;Action,0.333;0.333;0.333
nm8745779,John Ozuna,1,3,1.585,1.585,Sci-Fi;Thriller;Action,0.333;0.333;0.333
nm0861989,James Allen Brewer,1,3,1.585,1.585,Action;Sci-Fi;Thriller,0.333;0.333;0.333
nm4606016,Todd Risby,1,3,1.585,1.585,Sci-Fi;Thriller;Action,0.333;0.333;0.333
nm9854005,Marco Stefano Speziali,1,3,1.585,1.585,Action;Sci-Fi;Thriller,0.333;0.333;0.333
nm1580188,Allison Threadgold,1,3,1.585,1.585,Comedy;Drama;Sci-Fi,0.333;0.333;0.333
nm10751251,Jessica Annunziata,1,3,1.585,1.585,Comedy;Drama;Sci-Fi,0.333;0.333;0.333
nm6654547,James Achille,1,3,1.585,1.585,Drama;Sci-Fi;Comedy,0.333;0.333;0.333
nm0878155,Nicholas Turturro,1,3,1.585,1.585,Drama;Thriller;Comedy,0.333;0.333;0.333
nm5393346,Torrei Hart,1,3,1.585,1.585,Drama;Thriller;Comedy,0.333;0.333;0.333
nm0429886,Claudia Jordan,1,3,1.585,1.585,Comedy;Drama;Thriller,0.333;0.333;0.333
nm6884988,Vasilis Kanellopoulos,1,3,1.585,1.585,History;Biography;Adventure,0.333;0.333;0.333
nm8722290,Vasilis Tsikaras,1,3,1.585,1.585,History;Biography;Adventure,0.333;0.333;0.333
nm10137386,Tatiana Melidou,1,3,1.585,1.585,History;Biography;Adventure,0.333;0.333;0.333
nm9746033,Shoya Ishige,1,3,1.585,1.585,Action;Animation;Drama,0.333;0.333;0.333
nm0442933,Ayako Kawasumi,1,3,1.585,1.585,Action;Animation;Drama,0.333;0.333;0.333
nm3387934,Brad Moore,1,3,1.585,1.585,Horror;Drama;Fantasy,0.333;0.333;0.333
nm0309575,Jon-Paul Gates,1,3,1.585,1.585,Horror;Drama;Fantasy,0.333;0.333;0.333
nm1341442,Tom Wheatley,1,3,1.585,1.585,Horror;Drama;Fantasy,0.333;0.333;0.333
nm0898544,Nicholas Vince,1,3,1.585,1.585,Drama;Fantasy;Horror,0.333;0.333;0.333
nm0504320,Anton Lesser,1,3,1.585,1.585,Horror;Mystery;Drama,0.333;0.333;0.333
nm12640572,Elliot Conroy,1,3,1.585,1.585,Horror;Mystery;Drama,0.333;0.333;0.333
nm0789716,Fiona Shaw,1,3,1.585,1.585,Horror;Mystery;Drama,0.333;0.333;0.333
nm2328440,Toyah Frantzen,1,3,1.585,1.585,Horror;Mystery;Drama,0.333;0.333;0.333
nm10532733,Scott Mechler,1,3,1.585,1.585,Sport;Action;Documentary,0.333;0.333;0.333
nm4667740,Francois Legrand,1,3,1.585,1.585,Sport;Action;Documentary,0.333;0.333;0.333
nm10532959,Michael Fuselier,1,3,1.585,1.585,Action;Documentary;Sport,0.333;0.333;0.333
nm3658258,Daniel Woods,1,3,1.585,1.585,Sport;Action;Documentary,0.333;0.333;0.333
nm4868755,Paul Robinson,1,3,1.585,1.585,Action;Documentary;Sport,0.333;0.333;0.333
nm10440456,Deborah O'Keefe,1,3,1.585,1.585,Drama;Family;Comedy,0.333;0.333;0.333
nm0646968,Randall Oliver,1,3,1.585,1.585,Drama;Family;Comedy,0.333;0.333;0.333
nm7780354,Scott Dean,1,3,1.585,1.585,Comedy;Drama;Family,0.333;0.333;0.333
nm1701384,Darrell N. Mitchell,1,3,1.585,1.585,Drama;Family;Comedy,0.333;0.333;0.333
nm7800985,Kristin Pomales,1,3,1.585,1.585,Drama;Family;Comedy,0.333;0.333;0.333
nm8111706,Michael Morford,1,3,1.585,1.585,Drama;Family;Comedy,0.333;0.333;0.333
nm7561406,AnnaClare Hicks,1,3,1.585,1.585,Drama;Family;Comedy,0.333;0.333;0.333
nm3032416,Victoria Garza,1,3,1.585,1.585,Drama;Family;Comedy,0.333;0.333;0.333
nm10467153,Francesco Pio Rescigno,1,3,1.585,1.585,Drama;Adventure;Action,0.333;0.333;0.333
nm10467155,Chiara Attanasio,1,3,1.585,1.585,Drama;Adventure;Action,0.333;0.333;0.333
nm9286237,Angela Rosa D'Auria,1,3,1.585,1.585,Drama;Adventure;Action,0.333;0.333;0.333
nm3287914,Bulgari Varne,1,3,1.585,1.585,Fantasy;Adventure;Action,0.333;0.333;0.333
nm10274937,Dare Taylor,1,3,1.585,1.585,Action;Horror;Thriller,0.333;0.333;0.333
nm11476913,Nicole Mattox,1,3,1.585,1.585,Thriller;Action;Horror,0.333;0.333;0.333
nm3034692,Lauren Parkinson,1,3,1.585,1.585,Action;Horror;Thriller,0.333;0.333;0.333
nm13947348,Dwayne Hilton Jr.,1,3,1.585,1.585,Action;Horror;Thriller,0.333;0.333;0.333
nm0401841,Ian Hummel,1,3,1.585,1.585,Thriller;Action;Horror,0.333;0.333;0.333
nm0006009,Chuck Cirino,1,3,1.585,1.585,Thriller;Action;Horror,0.333;0.333;0.333
nm1647994,Natasha Alam,1,3,1.585,1.585,Drama;Musical;Romance,0.333;0.333;0.333
nm9541144,Carlos Enrique Castro,1,3,1.585,1.585,Drama;Musical;Romance,0.333;0.333;0.333
nm6521557,Ken Do,1,3,1.585,1.585,Action;Drama;Sci-Fi,0.333;0.333;0.333
nm6115335,Darren Staten,1,3,1.585,1.585,Drama;Sci-Fi;Action,0.333;0.333;0.333
nm5680528,Tina-Marie Springham,1,3,1.585,1.585,Action;Drama;Sci-Fi,0.333;0.333;0.333
nm8092791,Berlin Lu,1,3,1.585,1.585,Action;Drama;Sci-Fi,0.333;0.333;0.333
nm8763039,Jakub Krejca,1,3,1.585,1.585,Comedy;Drama;Crime,0.333;0.333;0.333
nm0610699,Ladislav Mrkvicka,1,3,1.585,1.585,Comedy;Drama;Crime,0.333;0.333;0.333
nm0837096,Michal Suchánek,1,3,1.585,1.585,Comedy;Drama;Crime,0.333;0.333;0.333
nm10419131,John Hadinoto,1,3,1.585,1.585,Horror;Mystery;Thriller,0.333;0.333;0.333
nm3509265,Tina Juhara,1,3,1.585,1.585,Horror;Mystery;Thriller,0.333;0.333;0.333
nm4528937,Matthew Crowley,1,3,1.585,1.585,Drama;Adventure;Biography,0.333;0.333;0.333
nm0524992,Daniel Ludwig,1,3,1.585,1.585,Drama;Adventure;Biography,0.333;0.333;0.333
nm10509237,Nick Kelesau,1,3,1.585,1.585,Drama;Adventure;Biography,0.333;0.333;0.333
nm0374399,Charlotte Heinimann,1,3,1.585,1.585,Drama;Adventure;Biography,0.333;0.333;0.333
nm9503156,Vera Flück,1,3,1.585,1.585,Drama;Adventure;Biography,0.333;0.333;0.333
nm2599580,Adrienne Hartvigsen,1,3,1.585,1.585,Horror;Drama;Fantasy,0.333;0.333;0.333
nm11614280,Charlotte Bradshaw,1,3,1.585,1.585,Drama;Fantasy;Horror,0.333;0.333;0.333
nm3198758,Jared Shipley,1,3,1.585,1.585,Drama;Fantasy;Horror,0.333;0.333;0.333
nm3154969,Chantel Flanders,1,3,1.585,1.585,Drama;Fantasy;Horror,0.333;0.333;0.333
nm0283556,Michael Flynn,1,3,1.585,1.585,Horror;Drama;Fantasy,0.333;0.333;0.333
nm0244756,Richard Dutcher,1,3,1.585,1.585,Drama;Fantasy;Horror,0.333;0.333;0.333
nm2796399,Matt Whittaker,1,3,1.585,1.585,Drama;Fantasy;Horror,0.333;0.333;0.333
nm1888295,Frank Gilhooley,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm4379408,Danielle Farrow,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm11329583,Mandy Alexander,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm6820878,Regina Vereker,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm11329581,Mj Temple,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm0155164,Bor-Jeng Chen,1,3,1.585,1.585,Drama;Family;Romance,0.333;0.333;0.333
nm16586992,Lee-Po Chan,1,3,1.585,1.585,Crime;Mystery;Drama,0.333;0.333;0.333
nm3484903,Danny Chan,1,3,1.585,1.585,Crime;Mystery;Drama,0.333;0.333;0.333
nm17228769,Siu-Yin Chan,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm14002879,Liang Wang,1,3,1.585,1.585,Fantasy;Romance;History,0.333;0.333;0.333
nm14002880,Lai Xi,1,3,1.585,1.585,History;Fantasy;Romance,0.333;0.333;0.333
nm3556463,Kelong Li,1,3,1.585,1.585,History;Fantasy;Romance,0.333;0.333;0.333
nm11713971,Siyuan Tao,1,3,1.585,1.585,History;Fantasy;Romance,0.333;0.333;0.333
nm1101158,Jie Yan,1,3,1.585,1.585,Fantasy;Romance;History,0.333;0.333;0.333
nm3100463,Raymond Lee,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm0493797,Adam Lazarre-White,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm2660044,Tom Segura,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm5315479,Tilda Cobham-Hervey,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm4683167,Daniel Zovatto,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm9300004,Mara Taquin,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm6130976,Nordine Salhi,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm7470146,Alexandre Antonio,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm3171918,Esther Aflalo,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm7346980,Samuel Bambi,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm6130977,Karim Jebli,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm8043785,Toby Dale,1,3,1.585,1.585,Comedy;Action;Horror,0.333;0.333;0.333
nm5522706,Mason Howerton,1,3,1.585,1.585,Action;Horror;Comedy,0.333;0.333;0.333
nm5134117,Sydney Tannenbaum,1,3,1.585,1.585,Comedy;Action;Horror,0.333;0.333;0.333
nm9812378,Brett Parker Dixon,1,3,1.585,1.585,Action;Horror;Comedy,0.333;0.333;0.333
nm10439927,Ally Polster,1,3,1.585,1.585,Action;Horror;Comedy,0.333;0.333;0.333
nm3617629,Baiju V.K.,1,3,1.585,1.585,Mystery;Drama;Romance,0.333;0.333;0.333
nm7367695,Sai Pallavi,1,3,1.585,1.585,Drama;Romance;Mystery,0.333;0.333;0.333
nm5069867,Alex Gulko,1,3,1.585,1.585,Thriller;Crime;Mystery,0.333;0.333;0.333
nm3795081,Boaz Konforty,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm7722733,Dana Yadlin,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm10484773,Efrat Vachtel,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm8016794,Eliran Harush,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm4827897,Shalom Korem,1,3,1.585,1.585,Thriller;Crime;Mystery,0.333;0.333;0.333
nm1812637,Virginie Efira,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm0057843,Emmanuel Barrouyer,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm0896631,Cédric Vieira,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm1687610,Grégory Gadebois,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm0265823,Débora Falabella,1,3,1.585,1.585,Drama;Romance;Crime,0.333;0.333;0.333
nm0352640,Amir Haddad,1,3,1.585,1.585,Crime;Drama;Romance,0.333;0.333;0.333
nm6894302,Alexander King,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm7059964,John Love,1,3,1.585,1.585,Thriller;Crime;Mystery,0.333;0.333;0.333
nm5017322,Amy Tyger,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm5568287,Brian Joon,1,3,1.585,1.585,Drama;Sci-Fi;Mystery,0.333;0.333;0.333
nm10347946,Jacob Hardy,1,3,1.585,1.585,Drama;Sci-Fi;Mystery,0.333;0.333;0.333
nm10347947,Ray Doran,1,3,1.585,1.585,Mystery;Drama;Sci-Fi,0.333;0.333;0.333
nm7840514,Aditya Alam,1,3,1.585,1.585,Drama;Family;Romance,0.333;0.333;0.333
nm10390693,Binoy Bhadra,1,3,1.585,1.585,Drama;Family;Romance,0.333;0.333;0.333
nm10398338,Max Rankin,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm10451631,Jacob O'Neill,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm6635559,Georgia Eyers,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm10160533,Tiarna Abbott,1,3,1.585,1.585,Drama;Family;Sport,0.333;0.333;0.333
nm9477211,Curtis Walker,1,3,1.585,1.585,Drama;Family;Sport,0.333;0.333;0.333
nm9455290,Kalani Dodantenna,1,3,1.585,1.585,Drama;Family;Musical,0.333;0.333;0.333
nm8972570,Kaushalya Fernando,1,3,1.585,1.585,Drama;Family;Musical,0.333;0.333;0.333
nm1936672,Ardo Ran Varres,1,3,1.585,1.585,Biography;Adventure;Comedy,0.333;0.333;0.333
nm0754333,Üllar Saaremäe,1,3,1.585,1.585,Biography;Adventure;Comedy,0.333;0.333;0.333
nm2742878,Robert Annus,1,3,1.585,1.585,Adventure;Comedy;Biography,0.333;0.333;0.333
nm1555340,Alison Brie,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm1659547,Carey Mulligan,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm3102998,Bo Burnham,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm4864935,Weerayut Pornnawutthikul,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm9271840,Thanathat Apitanvitid,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm3603159,Shaheizy Sam,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm3742747,Yana Samsudin,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm4799420,Along Cham,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm2725758,Intan Ladyana,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm10694896,Sriridonai Chaisorn,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm7577430,Jaran Noylum,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm0992104,Josef Säterhagen,1,3,1.585,1.585,Crime;Fantasy;Sci-Fi,0.333;0.333;0.333
nm6808979,Carl Strandberg,1,3,1.585,1.585,Crime;Fantasy;Sci-Fi,0.333;0.333;0.333
nm10117277,Casper Nordenberg,1,3,1.585,1.585,Crime;Fantasy;Sci-Fi,0.333;0.333;0.333
nm9604380,Magne Osnes,1,3,1.585,1.585,Fantasy;Sci-Fi;Crime,0.333;0.333;0.333
nm7619400,Emanuel Blom,1,3,1.585,1.585,Fantasy;Sci-Fi;Crime,0.333;0.333;0.333
nm7024958,Jonathan Wiking,1,3,1.585,1.585,Crime;Fantasy;Sci-Fi,0.333;0.333;0.333
nm10076818,Emilis Askelovicius,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm4281935,Marius Repšys,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm2910893,Gabriele Tuminaite,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm1310530,Nadir Legrand,1,3,1.585,1.585,Drama;Romance;Thriller,0.333;0.333;0.333
nm1703410,Josefin Neldén,1,3,1.585,1.585,Drama;Romance;Sport,0.333;0.333;0.333
nm5726317,Sameh Kamal,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm7737710,Magdy Bader,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm1564072,Lenora Crichlow,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm8027543,David Myers Gregory,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm0120698,Dan Buran,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm1002609,Nicholas Braun,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm18223693,Yu Kobota,1,3,1.585,1.585,Animation;Drama;Fantasy,0.333;0.333;0.333
nm5229761,Riki Kagami,1,3,1.585,1.585,Animation;Drama;Fantasy,0.333;0.333;0.333
nm9792345,Reina Aoyama,1,3,1.585,1.585,Animation;Drama;Fantasy,0.333;0.333;0.333
nm1425287,Takaya Kuroda,1,3,1.585,1.585,Drama;Fantasy;Animation,0.333;0.333;0.333
nm15693343,Koutarou Hashimoto,1,3,1.585,1.585,Drama;Fantasy;Animation,0.333;0.333;0.333
nm18223690,Kaori Haraguchi,1,3,1.585,1.585,Animation;Drama;Fantasy,0.333;0.333;0.333
nm9151001,Lisa Andreu,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm8643740,Nancy Herriman,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm8518525,Brian Aceti,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm10040326,Amandina Altomare,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm10449320,Nancy Ellen,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm7653186,Richard Andreu,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm7055164,Bin Zhou,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm6184064,Jianping Yang,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm11084815,Runnan Zhao,1,3,1.585,1.585,Crime;Drama;Romance,0.333;0.333;0.333
nm2336722,Yue Wu,1,3,1.585,1.585,Crime;Drama;Romance,0.333;0.333;0.333
nm11084812,Ye Zhou,1,3,1.585,1.585,Drama;Romance;Crime,0.333;0.333;0.333
nm5149048,Xinyi Zhang,1,3,1.585,1.585,Crime;Drama;Romance,0.333;0.333;0.333
nm3725393,Jackson Yee,1,3,1.585,1.585,Crime;Drama;Romance,0.333;0.333;0.333
nm2120205,Sam Concepcion,1,3,1.585,1.585,Drama;Musical;Romance,0.333;0.333;0.333
nm1116863,Billy Crawford,1,3,1.585,1.585,Drama;Musical;Romance,0.333;0.333;0.333
nm3816187,Julian Trono,1,3,1.585,1.585,Drama;Musical;Romance,0.333;0.333;0.333
nm7356818,Erica Sturdefant,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm7697417,Jumarcus Mason,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm4225090,Terra Strong Lyons,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm3940819,Ashley Alva,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm8610597,Troy Castaneda,1,3,1.585,1.585,Action;Adventure;Comedy,0.333;0.333;0.333
nm5178472,Caleb Thomas,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
nm9959355,Kim Dae-han,1,3,1.585,1.585,Crime;Mystery;Drama,0.333;0.333;0.333
nm4313142,Shin Hyeon-bin,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm0432601,Jung Woo-sung,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm0950926,Youn Yuh-jung,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm3782167,Jin Kyung,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm9927182,Enab Khizra,1,3,1.585,1.585,Crime;Mystery;Drama,0.333;0.333;0.333
nm8325448,Sanya Bansal,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm6684661,Anuradha Mukherjee,1,3,1.585,1.585,Drama;Crime;Mystery,0.333;0.333;0.333
nm8784315,Vijay Kumar Dogra,1,3,1.585,1.585,Crime;Mystery;Drama,0.333;0.333;0.333
nm10540509,Nazanin Solhjoo,1,3,1.585,1.585,Thriller;Crime;Mystery,0.333;0.333;0.333
nm12969035,Pejvak Imani,1,3,1.585,1.585,Thriller;Crime;Mystery,0.333;0.333;0.333
nm13182919,Masoud Naziri,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm1367819,Bahram Radan,1,3,1.585,1.585,Thriller;Crime;Mystery,0.333;0.333;0.333
nm6712587,Ali Milani,1,3,1.585,1.585,Crime;Mystery;Thriller,0.333;0.333;0.333
nm10081542,Amanda Allen,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm7286184,Faustino Deblas,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm7501921,Iris S Moy Bautista,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm8521672,Sarah Ceballos,1,3,1.585,1.585,Drama;Thriller;Crime,0.333;0.333;0.333
nm7685071,Latoria Davis,1,3,1.585,1.585,Crime;Drama;Thriller,0.333;0.333;0.333
nm5604534,Tamara Chambers,1,3,1.585,1.585,Adventure;Comedy;Action,0.333;0.333;0.333
