actorId,name,x,y,community,degree
nm0000800,Armand Assante,0.0052,-0.0006,52,18
nm0000874,Steven Bauer,0.0033,-0.0002,52,18
nm9277423,Stephanie Marie Baggett,-0.0311,0.0195,53,18
nm1553376,Rhys ap William,0.0317,0.0185,57,18
nm7094216,Miya Muqi,0.0024,-0.0049,23,18
nm0006669,William Sadler,-0.0014,0.0119,7,18
nm0227759,Peter Dinklage,-0.009,0.0185,24,18
nm0949433,Damian Young,-0.009,0.0185,24,18
nm0269077,James Faulkner,-0.0183,-0.0052,21,18
nm1551922,Columbus Short,0.0059,0.0064,11,18
nm0501256,Valérie Lemercier,-0.005,0.0025,36,18
nm0008713,Abhimanyu Singh,0.0114,0.0275,11,18
nm0004365,Fred Williamson,-0.0014,0.0119,7,18
nm0184392,Martin Kove,-0.0014,0.0119,7,18
nm1125989,Guggu Gill,-0.0013,0.0011,86,18
nm0005171,Angus Macfadyen,-0.0143,-0.0036,32,18
nm4392718,Andrew Bachelor,-0.0169,-0.0098,3,18
nm0004979,David Alan Grier,-0.0159,-0.0136,3,18
nm0039327,Mark Ashworth,0.0054,0.0151,59,18
nm0001575,Tatum O'Neal,-0.0191,-0.01,3,18
nm0001166,James Duval,0.0091,0.005,4,18
nm1935905,Lydia Hearst,0.0084,0.0029,4,18
nm0177639,Jennifer Coolidge,-0.0183,-0.0066,3,18
nm0075359,Xander Berkeley,-0.0028,-0.0054,6,18
nm2257207,Daniel Kaluuya,0.0016,0.0315,39,18
nm0005450,David Spade,0.0143,0.027,3,18
nm1901252,Jessica Meza,-0.0,0.0004,98,18
nm1189034,Bharat Dabholkar,-0.0179,0.0109,11,18
nm0675919,Milan Peschel,-0.0142,-0.0025,12,18
nm0419688,Jayaram,0.0031,0.0091,11,18
nm2284321,Samuthirakani,0.0032,0.0104,11,18
nm0039596,Ashokan,0.0024,-0.0075,11,18
nm0007124,Suhasini,-0.0001,0.028,11,18
nm0896573,Ashish Vidyarthi,-0.0034,0.0258,11,18
nm5584344,Yahya Abdul-Mateen II,-0.0167,-0.0242,3,18
nm0001758,Timothy Spall,-0.0086,0.0024,33,18
nm3429346,Steven Swadling,-0.014,-0.0395,3,18
nm1799930,Kogiku Hanayagi,0.0058,0.0113,110,18
nm5118890,Abhinav Gomatam,0.0139,0.0253,11,18
nm0710810,José Raposo,0.0004,-0.0028,116,18
nm0557598,Andrzej Mastalerz,-0.0027,-0.0028,55,18
nm0012078,Scott Adkins,-0.0,0.0073,65,18
nm0012881,Mohan Agashe,0.0107,-0.0062,11,18
nm3854930,Moi Marcampo,0.0133,0.0263,56,18
nm0014102,Nordin Ahmad,0.0173,0.0092,124,18
nm0014141,Bulbul Ahmed,-0.0037,0.007,126,18
nm2812453,Katsurô Sakai,0.0065,-0.003,110,18
nm0467043,Kanji Koshiba,0.006,0.011,110,18
nm1957308,V. Jayaprakash,-0.02,-0.0009,11,18
nm0015110,Ushio Akashi,0.0102,-0.0201,110,18
nm3500582,Teyonah Parris,-0.0164,-0.0198,3,18
nm0005033,Sammo Kam-Bo Hung,0.0024,-0.0049,23,18
nm0005048,Thomas Jane,0.0085,0.0034,4,18
nm6218754,Melis Tüzüngüç,0.0419,0.014,137,18
nm0020739,Krista Allen,0.0046,0.0147,59,18
nm3591564,Nilanthi Dias Karunarathna,-0.0062,0.0045,113,18
nm5683997,Geetha Kanthi Jayakody,-0.0022,-0.0033,113,18
nm0534497,Jamel Madani,0.0016,0.0172,36,18
nm10584760,Mirnalini Ravi,-0.0071,-0.001,11,18
nm0028007,Tuca Andrada,-0.0038,-0.0086,163,18
nm4175887,Emily Goss,-0.054,-0.0131,167,18
nm0030280,Annapoorna,0.0015,0.0014,11,18
nm5249562,Pooja Hegde,0.0002,0.0053,11,18
nm8021173,Makoto Ryûtani,0.0069,-0.0043,110,18
nm1194281,Andrea Del Rosario,0.013,0.0262,56,18
nm4122772,Nadine Lustre,0.0132,0.0263,56,18
nm0440590,Ilyas Kashmiri,0.0032,-0.0166,103,18
nm1998273,Milo Taboada,0.004,-0.0041,104,18
nm0848984,Haruo Tanaka,0.0134,0.0174,110,18
nm0034315,Mark Arends,-0.0182,-0.0127,182,18
nm2534303,Seidi Haarla,0.0049,0.0072,110,18
nm3306329,Marianna Burelli,-0.0084,0.0026,33,18
nm2489612,Nader Fallah,-0.0104,-0.0006,111,18
nm0361705,Yasuyoshi Hara,-0.0014,0.0349,110,18
nm0467248,Yôko Kosono,0.0004,-0.0571,110,18
nm0038951,Shinsuke Ashida,-0.0012,-0.0424,110,18
nm0038960,Izumi Ashikawa,-0.0006,-0.0436,110,18
nm0757013,Mikiko Sakai,-0.0004,-0.0502,110,18
nm3640154,Mayu Matsuoka,-0.003,-0.0129,110,18
nm6788820,Appunni Sasi,0.0044,-0.0085,11,18
nm0998932,Shinzô Hotta,0.0023,0.0492,110,18
nm1708851,Michiko Ikuno,-0.0028,-0.0036,110,18
nm0906723,Ayako Wakao,-0.0095,0.0243,110,18
nm0015417,Keisuke Akitsu,0.0068,-0.0067,110,18
nm1186215,Hiroshi Sekiguchi,0.003,-0.014,110,18
nm1027842,Masami Arisawa,0.0071,-0.0026,110,18
nm5095853,Rena Ogawa,0.0075,-0.0032,110,18
nm0044762,Obba Babatundé,0.0101,0.0124,11,18
nm0629634,Lance E. Nichols,0.011,0.0129,11,18
nm2299825,Ileana D'Cruz,0.0007,-0.0001,11,18
nm3654499,Othman Abdelmonem,-0.0347,0.0115,108,18
nm6235401,Bellamine Abdelmalek,-0.0065,-0.0192,180,18
nm0297686,Tatsuya Fuji,0.0052,0.0042,110,18
nm1771771,Katsuya Kobayashi,0.005,0.0054,110,18
nm0048081,Izudin Bajrovic,-0.0067,-0.0125,210,18
nm3801587,Bartosz Gelner,-0.0004,-0.0119,1,18
nm4873402,Udi Persi,-0.007,-0.0001,152,18
nm5876585,Tamir Ginsburg,-0.0046,-0.0019,152,18
nm0032737,Carlos Aragón,-0.0085,0.0025,33,18
nm0837360,Ichirō Sugai,-0.0056,0.0237,110,18
nm1228132,Bing Loyzaga,0.0075,0.0185,56,18
nm2316240,Ryohei Kimura,-0.0048,-0.0101,110,18
nm0361676,Kensaku Hara,0.0013,-0.015,110,18
nm1514686,Juncho Ito,0.0036,-0.009,110,18
nm0051784,Ljubomir Bandovic,-0.0084,-0.0124,218,18
nm9084786,Isidora Gradjanin,-0.0083,-0.0124,218,18
nm0594055,Ken Mitsuda,0.0006,-0.0031,110,18
nm1028648,Clara Choveaux,-0.0121,-0.0081,225,18
nm0062098,Henning Baum,-0.0142,-0.0033,12,18
nm0063387,Géraldine Bazán,0.0111,0.0011,118,18
nm6875292,Yasin Houicha,-0.0047,0.0039,36,18
nm0147978,Abraham Celektar,-0.0125,0.0049,152,18
nm1035854,Ori Pfeffer,-0.0113,0.0035,152,18
nm0455816,Hana Kino,0.0044,0.0121,110,18
nm0043766,Chad Ayers,-0.0014,0.0119,7,18
nm0768029,Kunitarō Sawamura,-0.0029,0.0079,110,18
nm3057595,Setsuko Hama,-0.0097,0.0036,110,18
nm0080238,Tanikella Bharani,-0.001,0.0019,11,18
nm0080248,Santhana Bharathi,-0.02,-0.007,11,18
nm0080426,Nagesh Bhonsle,0.0037,-0.0172,13,18
nm5228009,Amol Kolhe,0.0035,-0.0174,13,18
nm3270435,Laetitia Dosch,-0.0065,-0.0192,180,18
nm3434373,Aaron Dalla Villa,-0.0208,-0.0052,21,18
nm4821030,Tomasz Wlosok,-0.0004,-0.0119,1,18
nm0082052,Jan Bijvoet,0.0056,0.0155,56,18
nm0411196,Agot Isidro,0.0076,0.0187,56,18
nm0997634,Normadiah,0.0154,0.0078,124,18
nm1401969,Shariff Dol,0.0167,0.0087,124,18
nm1333687,Dhanush,-0.0091,0.0205,11,18
nm0085837,Michael Blackson,0.005,-0.013,254,18
nm7273876,Kevin D. Benton,0.0189,-0.004,214,18
nm0619931,Kôji Nakada,-0.0011,-0.004,110,18
nm1011131,Arihiro Fujimura,-0.0001,-0.051,110,18
nm1914593,Evgeniy Dyatlov,0.0,-0.0007,264,18
nm0094170,De'aundre Bonds,0.0045,0.0093,3,18
nm4254660,Leander Vyvey,-0.0106,-0.0025,21,18
nm1715118,AnnaLynne McCord,0.0051,0.0043,3,18
nm3646923,Roxane Duran,-0.02,-0.0038,33,18
nm0722636,John Rhys-Davies,-0.0139,0.0001,11,18
nm3648279,Dhanraj,0.0049,-0.0009,11,18
nm1760156,Sallie Harmsen,-0.0194,0.0044,276,18
nm1725848,Joe Anderson,-0.013,-0.0042,21,18
nm1244880,Lucia Hurajová,-0.0092,-0.0042,21,18
nm0541507,Paolo Mancini,-0.0004,-0.0044,42,18
nm1617964,Weronika Rosati,-0.0027,-0.0048,55,18
nm0679150,Candela Peña,-0.0097,-0.0014,33,18
nm0620816,Kishore Nandlaskar,0.0054,-0.0179,13,18
nm0181920,James Cosmo,0.016,0.0019,6,18
nm0079451,Nigel Betts,-0.0215,-0.0048,21,18
nm5379183,Édgar Vittorino,-0.0089,0.0022,33,18
nm0351497,Talat Gözbak,-0.0033,-0.0091,252,18
nm0139175,Antoni Corone,0.0006,-0.0056,3,18
nm0874676,Eric Tsang,0.0024,-0.0049,23,18
nm1139632,Tracie Thoms,-0.0528,-0.0094,93,18
nm2577076,Lil Rel Howery,0.0016,0.0311,39,18
nm0145951,Antonio Catania,-0.0068,-0.0055,306,18
nm0147923,Arap Celal,-0.0033,-0.0091,252,18
nm1125189,Nur Ay,-0.0033,-0.0091,252,18
nm0351670,Aysun Güven,-0.0033,-0.0091,195,18
nm4166709,Camille Rutherford,-0.0065,-0.0192,180,18
nm3533508,Aparajita Adhya,-0.0048,0.0066,310,18
nm0149846,Lily Chakravarty,-0.0053,0.0065,310,18
nm3714002,Marta Ojrzynska,-0.0027,-0.0026,55,18
nm0570364,Joel McHale,-0.0,0.0083,256,18
nm3915784,John Boyega,-0.0161,-0.0181,3,18
nm7029055,Fang Yin,0.0024,-0.0049,23,18
nm2597881,Soham Chakraborty,-0.0047,0.0065,310,18
nm3366443,Santilal Mukherjee,-0.0048,0.0065,310,18
nm8787050,Meiqi Meng,0.0024,-0.0049,23,18
nm0504942,Gigi Leung,0.0024,-0.0049,23,18
nm1596785,Vladimir Epifantsev,-0.0,0.0073,65,18
nm1649780,Yitian Hai,0.0024,-0.0049,23,18
nm0156955,David Chiang,0.0024,-0.0049,23,18
nm2876818,Yôzô Kojima,0.0046,0.0008,321,18
nm3885547,Steve Kasan,-0.016,-0.0159,323,18
nm9175942,Simone Walker,-0.0214,-0.0013,324,18
nm5035471,Xi Qi,0.0024,-0.0049,23,18
nm1563805,Weilin Sang,0.0024,-0.0049,23,18
nm8136360,Xia Vigor,0.0266,0.0208,226,18
nm0275637,Danielle Fichaud,-0.0051,0.0021,36,18
nm0162911,Roberto Citran,0.1055,-0.0018,30,18
nm0171499,Grégoire Colin,-0.0181,-0.003,33,18
nm5237479,Stacy Martin,-0.0178,-0.0029,33,18
nm1207895,Alvin Anson,0.0105,0.0158,56,18
nm0959944,Dara Devaney,0.0158,-0.0002,6,18
nm0882943,Sonia Vachon,-0.0051,0.0021,36,18
nm6388096,Thijs J. Antonneau,0.0171,0.0236,206,18
nm1041596,Rafael Spregelburd,-0.0462,-0.02,220,18
nm0412850,Eddie Izzard,0.0159,0.0037,6,18
nm5055028,Silvia D'Amico,0.1055,-0.0018,345,18
nm4415826,Ellis J. Wells,-0.0216,-0.0029,355,18
nm4535518,Mindy Robinson,-0.0003,0.019,43,18
nm0193554,Vondie Curtis-Hall,-0.0164,-0.0025,33,18
nm0472431,Miodrag 'Miki' Krstovic,-0.0067,-0.0125,210,18
nm12608848,Md Anan Islam,-0.0068,0.0065,310,18
nm3374672,Abir Chatterjee,-0.0052,0.0065,310,18
nm2834209,Tao Hung,0.0419,0.0165,123,18
nm1172718,Junji Masuda,0.0034,-0.0285,110,18
nm1589151,Hatae Kishi,-0.0019,-0.03,110,18
nm0202516,Ricky Davao,0.0046,0.003,56,18
nm3822030,Cristiana Dell'Anna,0.1055,-0.0018,371,18
nm6210994,Sebastian Fernandez,0.0041,0.0144,59,18
nm0774634,Gijs Scholten van Aschat,-0.019,0.0046,276,18
nm0782005,Ben Segers,0.0168,0.0234,206,18
nm2671390,Alamgir,-0.0045,0.0066,310,18
nm2067953,Ed Westwick,-0.0,0.0073,65,18
nm0217022,Marissa Delgado,0.025,0.0195,226,18
nm6601314,Igor van Dessel,0.0004,0.0137,316,18
nm6390296,Hemang Dave,-0.02,0.0084,389,18
nm0621937,Nassar,-0.0092,0.0004,11,18
nm3067755,Richard Nash,0.0011,-0.0038,42,18
nm3359104,Win Morisaki,-0.0013,-0.0047,110,18
nm3409676,Miriam Leone,0.1055,-0.0018,30,18
nm2530687,Jochen Hägele,-0.005,0.0024,36,18
nm0773533,Jiří Schmitzer,-0.0126,0.0188,331,18
nm1596350,Nawazuddin Siddiqui,-0.0102,-0.0057,21,18
nm0225042,Romy Diaz,0.0034,-0.0202,230,18
nm2241427,Suraj Venjaramoodu,0.0018,-0.0091,11,18
nm0227498,Ismail Din,0.0127,0.0073,124,18
nm0926086,Isiah Whitlock Jr.,-0.009,0.0185,24,18
nm4252250,Junko Abe,0.0048,0.0095,110,18
nm0908914,Dee Wallace,0.0057,0.0153,59,18
nm0238475,Léa Drucker,0.0005,0.0138,316,18
nm0863787,Sabine Timoteo,-0.0232,-0.0069,244,18
nm0240880,Aashish Duggal,-0.0013,0.0011,86,18
nm5895749,Ravinder Mand,-0.0013,0.0011,86,18
nm0438578,Dušan Kaprálik,-0.0059,0.0024,331,18
nm0395947,Michiko Hoshi,0.0066,-0.008,110,18
nm0397034,Andrea Bræin Hovig,-0.0073,0.0121,69,18
nm0427963,Dot-Marie Jones,0.0153,0.0061,6,18
nm2867176,Silvia Gallerano,0.1055,-0.0018,30,18
nm3029704,Anna Billò,0.1055,-0.0018,30,18
nm6137761,Ornella Fleury,0.0292,-0.0059,200,18
nm5023615,London Brown,-0.0136,0.0024,11,18
nm0256861,Ken'ichi Endō,-0.0095,0.0004,110,18
nm0837452,Shun Sugata,-0.0106,-0.0012,110,18
nm0605710,Manabu Morita,-0.0158,0.0459,110,18
nm1366376,Masaharu Arikawa,0.0029,0.0561,110,18
nm0631659,Terumi Niki,-0.0042,-0.0072,110,18
nm5140520,Amane Okayama,0.0024,0.0068,110,18
nm1363801,Kôji Kosugi,-0.0023,0.0021,110,18
nm0258899,Atilla Ergün,-0.0033,-0.0091,195,18
nm4029706,Mandy Takhar,-0.0013,0.0011,86,18
nm2906637,Kranti Redkar,-0.001,-0.017,13,18
nm0222181,Devan,0.0055,0.0041,13,18
nm0261064,Isaura Espinoza,0.0178,0.0105,118,18
nm0575671,Pen Medina,0.0095,0.0134,56,18
nm4463157,Michelle Vito,0.0133,0.0229,56,18
nm9117677,Vitto Marquez,0.0138,0.0247,56,18
nm2545346,Hadi Kazemi,-0.0095,-0.0007,111,18
nm5203099,Aoi Morikawa,-0.0021,0.0019,110,18
nm0266723,Daniel Fanego,-0.0049,-0.0079,163,18
nm3196782,Alberto Ajaka,-0.0043,-0.0083,163,18
nm0267042,Golshifteh Farahani,0.0025,0.0178,36,18
nm0846484,Claudia Tagbo,0.004,0.0176,36,18
nm0415415,Behnaz Jafari,-0.0095,-0.0007,111,18
nm0539335,Hossein Maleki,-0.0093,-0.0008,111,18
nm7887725,Fionn Whitehead,0.0159,0.0007,6,18
nm0756203,Ludivine Sagnier,-0.0065,-0.0192,180,18
nm3054665,Swastika Mukherjee,-0.0048,0.0066,310,18
nm0244890,Divya Dutta,0.01,0.008,11,18
nm9493109,Shalika Edirisinghe,-0.0085,0.0115,113,18
nm0273143,Roeland Fernhout,0.0083,0.0072,349,18
nm3236733,Ron Funches,0.0155,0.0054,6,18
nm1413394,Jayani Senanayake,0.0018,-0.0094,113,18
nm2897413,Dharshan Dharmaraj,-0.0003,-0.0064,113,18
nm8490776,Alexander Fernando,-0.0066,0.0053,113,18
nm0285135,Dolores Fonzi,0.0096,-0.0065,220,18
nm3887345,Laura Paredes,-0.0063,-0.0143,220,18
nm0286570,Shahrokh Foroutanian,-0.0065,-0.0012,111,18
nm3440235,Anahita Afshar,-0.0041,-0.0015,111,18
nm4428594,Linda Kiani,-0.0071,-0.0011,111,18
nm1146609,Ahmet Açan,-0.0033,-0.0091,195,18
nm0289105,Kirk Fox,-0.0003,0.019,43,18
nm0411203,Sabahat Isik,-0.0033,-0.0091,195,18
nm0259762,Tommi Eronen,0.0049,0.0054,110,18
nm7415721,Ilona Chevakova,0.0048,0.0044,110,18
nm1352128,Ezequiel Tronconi,-0.0034,0.0015,119,18
nm0522205,Sam Louwyck,0.0046,0.0137,56,18
nm0296350,Troy Fromin,-0.0014,0.0119,7,18
nm0297669,Hiroko Fuji,0.0062,-0.0025,110,18
nm0632656,Naomi Nishida,0.0033,0.0041,110,18
nm0369078,Tomiko Hattori,-0.0078,-0.0079,110,18
nm0297835,Makoto Fujita,-0.0109,0.0078,110,18
nm4389505,Shunrô Takeda,0.0098,-0.0232,110,18
nm0441557,Kokinji Katsura,-0.0057,-0.0001,110,18
nm0457956,Tamae Kiyokawa,-0.0087,0.0099,110,18
nm0297956,Mitsuru Fukikoshi,-0.0025,0.0008,110,18
nm0632757,Kō Nishimura,0.002,0.0438,110,18
nm0463500,Mantarô Koichi,0.005,0.0081,110,18
nm5664543,Amila Abeysekera,-0.0052,0.0023,113,18
nm9429271,Sarath Dikkumbura,-0.0084,0.0108,113,18
nm9457581,Suraj Mapa,-0.008,0.0093,113,18
nm0304265,Delhi Ganesh,-0.0125,-0.0107,11,18
nm7144002,Jen-Shuo Cheng,0.0235,-0.0004,314,18
nm0311476,Martina Gedeck,-0.0002,-0.0006,456,18
nm0312064,Anna Geislerová,-0.0071,-0.0039,33,18
nm0856194,Nubar Terziyan,-0.0033,-0.0091,195,18
nm1773122,Lidia Ariza,-0.0114,-0.0146,460,18
nm8589214,Ranjit Bawa,-0.0013,0.0011,86,18
nm0319980,Banjô Ginga,-0.0037,-0.0211,110,18
nm4243966,Seema Deshmukh,0.0032,-0.0177,13,18
nm0330853,Michael Gor,0.0195,0.0032,198,18
nm1235052,Eva van de Wijdeven,-0.003,-0.0143,349,18
nm0346595,Noel Gugliemi,-0.0144,-0.0174,3,18
nm1321104,Paula Sartor,0.023,-0.0113,370,18
nm0865302,Tony Todd,-0.0006,0.0189,43,18
nm3140538,Mikkel Boe Følsgaard,0.0048,0.0092,110,18
nm1268637,Daniel Grao,-0.0031,0.0005,119,18
nm0474919,Vijaya Kumaratunga,-0.0067,0.0055,113,18
nm5551759,Jeevan Kumarathunga,-0.0046,0.001,113,18
nm8894388,Ananda Athukorala,-0.0042,0.0004,113,18
nm0451600,Anupam Kher,-0.0011,0.0017,11,18
nm3122789,Sergio Feregrino,0.0206,0.0152,118,18
nm0349522,Javier Gutiérrez,-0.0095,0.0015,33,18
nm0765597,Peter Sarsgaard,-0.0113,0.0056,8,18
nm0876847,Süleyman Turan,-0.0033,-0.0091,252,18
nm0442207,Lloyd Kaufman,-0.0413,0.0162,478,18
nm3194537,Mark Chinnery,0.0019,0.0128,110,18
nm0632967,Hideaki Nitani,-0.0009,-0.048,110,18
nm0848533,Tetsurō Tanba,0.0034,0.0508,110,18
nm0441399,Takeshi Katō,-0.0006,-0.0503,483,18
nm3571592,Christopher Abbott,0.0034,0.0169,6,18
nm8022839,Tatyana Babenkova,-0.0002,-0.0006,452,18
nm3419887,Baihe Bai,0.0024,-0.0049,23,18
nm0462017,Kiyoshi Kobayashi,-0.002,0.0114,110,18
nm2865703,Masei Nakayama,-0.0002,0.0327,110,18
nm0364028,Thorbjørn Harr,-0.0073,0.0122,69,18
nm0434593,Kyōko Kagawa,0.0036,0.0131,110,18
nm0586524,Norihei Miki,-0.0062,0.0029,110,18
nm0608214,Ali Mosaffa,-0.0097,-0.0007,111,18
nm0847291,Hideo Takamatsu,-0.013,0.0332,110,18
nm0411417,Akio Isono,0.0014,0.0266,110,18
nm0370577,Ryōji Hayama,-0.0019,-0.0358,482,18
nm3882781,Toshio Hosokawa,0.0069,-0.024,110,18
nm0589141,Pip Miller,0.0251,0.033,81,18
nm0672142,Petteri Pennilä,0.0049,0.0053,110,18
nm0594365,Ken'ichi Miyajima,0.0059,-0.0082,110,18
nm0348004,Milind Gunaji,-0.004,-0.0022,11,18
nm3311444,Meera Joshi,0.0024,-0.0156,11,18
nm9786343,Yogita Chavan,-0.0006,-0.0138,11,18
nm0386217,Sei Hiraizumi,-0.008,-0.0044,110,18
nm4836118,Tsubasa Honda,-0.0009,-0.0013,110,18
nm0799777,J.K. Simmons,-0.0049,0.0116,3,18
nm0914444,Mike Watkiss,0.0038,0.0165,43,18
nm8500687,Wayne Lundy,0.0034,0.0166,43,18
nm0620124,Jôji Nakata,-0.0019,0.0087,110,18
nm1671039,Teruyo Asagumo,0.0064,-0.0144,110,18
nm3807369,Ivana Wong,0.0024,-0.0049,23,18
nm0683793,Ping-Ou Wei,0.0061,0.0039,317,18
nm3858576,Jalil Afghani,-0.004,0.0069,126,18
nm7825235,Din Mohammad,-0.0039,0.0069,126,18
nm0404003,Faizal Hussein,-0.0002,-0.0006,493,18
nm0847645,Eiko Takashiro,-0.0142,0.0309,110,18
nm0757025,Shunji Sakai,0.0047,-0.0037,110,18
nm1047726,Christoph Bach,-0.0027,-0.0015,55,18
nm5756906,Lelia Symington,-0.0151,-0.0177,3,18
nm1734745,Mahmut Gökgöz,0.0416,0.0156,137,18
nm0590935,Toshiaki Minami,0.003,0.0052,110,18
nm8332644,Shizuka Ishibashi,-0.0115,-0.0032,110,18
nm3438835,Éanna Hardwicke,0.0157,-0.0008,6,18
nm6623474,Hayato Sano,-0.0091,-0.0,110,18
nm0624346,Jun Negami,-0.0079,0.0031,110,18
nm0865800,Musei Tokugawa,0.001,0.0156,110,18
nm1800639,Kumiko Mayama,0.007,0.0148,110,18
nm0410968,Akira Ishihama,-0.0041,-0.0069,504,18
nm0412728,Ichirō Izawa,-0.0003,0.0054,110,18
nm0847654,Hisako Takihana,0.0111,0.0184,110,18
nm0754031,Jan Gunnar Røise,-0.0073,0.0119,69,18
nm0649746,Fereshteh Sadre Orafaiy,-0.0089,-0.0008,111,18
nm0594709,Ryōtarō Mizushima,0.0107,-0.0183,110,18
nm0462182,Makoto Kobori,-0.0024,-0.002,110,18
nm1665855,Kikuko Tachibana,0.0004,-0.0008,110,18
nm5769726,Mao Su,0.0024,-0.0049,23,18
nm1432578,Shammi Thilakan,0.0034,-0.006,11,18
nm0798473,Palitha Silva,-0.001,-0.0052,113,18
nm9547466,Udith Abeyrathna,-0.0049,0.0016,113,18
nm0419677,Manoj K. Jayan,-0.0044,-0.0069,11,18
nm3175230,Kalabhavan Shajohn,-0.0015,-0.0083,11,18
nm4143935,Dharmajan Bolgatty,-0.0012,0.001,11,18
nm8205920,Nivetha Pethuraj,-0.0008,0.013,11,18
nm0419705,W. Jayasiri,-0.0027,-0.0024,113,18
nm2838294,Susantha Chandramali,-0.0057,0.0033,113,18
nm5143666,Wasantha Wittachchi,-0.0017,-0.0042,113,18
nm9427108,Sanet Dikkumbura,-0.0013,-0.0047,113,18
nm0419710,Mervyn Jayathunga,-0.0082,0.0099,113,18
nm0406718,Haruyo Ichikawa,0.0057,0.0188,110,18
nm0475872,Yatarō Kurokawa,-0.0077,0.0082,110,18
nm0594702,Michitarō Mizushima,0.0007,-0.0009,110,18
nm0422623,Philip Keung,0.0024,-0.0049,23,18
nm0429069,Rashida Jones,-0.011,0.0054,8,18
nm7759916,Michael Shawn Starks,-0.0002,-0.0006,542,18
nm0924552,Brian White,0.0083,0.009,11,18
nm5089122,Bidita Bag,-0.0177,0.0133,11,18
nm4690048,Soda Voyu,0.0235,-0.0005,314,18
nm0432531,Jing Fang,0.0426,0.0168,123,18
nm2533953,G. Marimuthu,-0.0147,-0.0069,11,18
nm7349963,Sanskruti Balgude,-0.0006,-0.0109,11,18
nm3176630,Shigeru Kurakata,-0.0006,-0.0037,129,18
nm0434941,Mohammad Taghi Kahnemoui,0.0387,-0.0066,111,18
nm2762456,Nassrin Ghadiri,0.0385,-0.0066,111,18
nm0782840,Tomokazu Seki,-0.0013,0.0185,110,18
nm0415416,Mahmoud Jafari,-0.0108,-0.0005,111,18
nm1473166,Amin Hayayee,-0.0109,-0.0005,111,18
nm0415777,Ka-Yan Leung,0.0024,-0.0049,23,18
nm0438463,Anil Kapoor,0.0024,-0.0085,11,18
nm0788903,Rajesh Sharma,0.0047,0.0026,11,18
nm4949471,Barun Sobti,0.0056,0.0047,11,18
nm1268200,Maria Dębska,-0.0027,-0.0034,55,18
nm0847396,Tadao Takashima,0.0053,-0.0013,110,18
nm0441191,Katayun Amir Ebrahimi,0.0385,-0.0066,111,18
nm0793732,Tsutomu Shimomoto,-0.001,0.005,110,18
nm0442479,Satish Kaushik,-0.0163,0.0116,11,18
nm1311741,Hichem Yacoubi,-0.001,0.0139,36,18
nm3035081,Amruta Khanvilkar,0.0049,-0.0179,13,18
nm3713653,Kriti Kharbanda,-0.004,0.0017,11,18
nm0451183,Ayub Khan,-0.0155,0.0029,11,18
nm0451272,Mushtaq Khan,-0.016,0.0149,11,18
nm0419894,Lucien Jean-Baptiste,0.0043,0.0174,36,18
nm10530500,Elijah Maximus,0.0086,0.0157,59,18
nm10203651,Vijay Kumar,-0.0113,0.0192,11,18
nm0451483,Andrey Kharybin,-0.0,-0.0018,245,18
nm0451561,Sachin Khedekar,0.0056,0.009,11,18
nm1084853,Allu Arjun,0.0021,0.0091,11,18
nm0451571,Hamideh Kheirabadi,0.0388,-0.0066,424,18
nm0867391,Eijirō Tōno,-0.0063,0.0068,110,18
nm0453440,Kim Eui-sung,0.0099,0.0059,559,18
nm6728658,Kim Sun-young,0.0098,0.006,559,18
nm8468471,Brennah Black,0.0041,0.0143,59,18
nm0846630,Tomoroo Taguchi,0.0039,0.0135,110,18
nm0457502,Chizuru Kitagawa,-0.0008,-0.0135,110,18
nm2596793,Mitsuki Takahata,0.0042,0.0135,110,18
nm0457954,Sōji Kiyokawa,0.0116,0.0022,110,18
nm3059813,Atli Óskar Fjalarsson,-0.014,-0.0008,11,18
nm1550800,Ambika Mohan,0.0053,0.0096,11,18
nm0437088,Sean Kanan,0.0037,0.0141,59,18
nm0906696,Norio Wakamoto,-0.0025,-0.0049,110,18
nm0822278,Tihomir Stanic,-0.0067,-0.0125,210,18
nm0594679,Hiroshi Mizuno,0.0086,0.0166,110,18
nm0466936,Baran Kosari,-0.0066,-0.0012,111,18
nm0609310,Fatemeh Motamed-Arya,-0.0073,-0.0011,111,18
nm3896108,Siamak Safari,-0.008,-0.001,111,18
nm7922711,Hossein Pakdel,-0.0068,-0.0011,111,18
nm0471422,Shanthi Krishna,0.0089,0.0021,11,18
nm0558593,Joy Mathew,0.0078,-0.0013,11,18
nm1335704,Fahadh Faasil,0.0048,0.0039,11,18
nm10411559,Shailaja Ambu,0.0016,-0.0108,11,18
nm7490195,Matt Burns,0.0002,0.013,411,18
nm0525715,Roman Luknár,-0.0064,-0.0038,33,18
nm3318140,Surabhi Lakshmi,0.0073,-0.003,11,18
nm0451864,Viju Khote,-0.016,0.0138,11,18
nm0616111,Pramod Moutho,-0.0013,0.0011,86,18
nm0665554,Supriya Pathak,-0.017,0.0098,13,18
nm1157205,Kevin Wayne,-0.0015,-0.0096,369,18
nm8722291,Dimitris Papadopoulos,-0.0002,-0.0006,574,18
nm0482285,Lakshmi,-0.0052,0.0075,11,18
nm3440031,Dinesh Prabhakar,0.0012,-0.0118,11,18
nm4425773,Alencier Ley Lopez,0.0009,-0.0113,11,18
nm0482970,Jerry Lamb,0.0024,-0.0049,23,18
