actorId,name,x,y,community,degree
nm0945999,Yang Hui-Shan,0.043,0.017,123,18
nm11511039,Yang Zhang,0.0024,-0.0049,23,18
nm6301747,Alex Tak-Shun Lam,0.0024,-0.0049,23,18
nm0490513,Ching-Wan Lau,0.0024,-0.0049,23,18
nm4972453,Olivia Cooke,-0.0157,-0.0174,3,18
nm0492352,Helena Law,0.0024,-0.0049,23,18
nm10136189,Grid Margraf,0.0067,0.0137,348,18
nm3404450,Pavel Kharlanchuk,-0.0266,-0.0349,273,18
nm0460694,Robert Knepper,-0.0014,0.0119,7,18
nm8493387,J. Gaven Wilde,-0.0014,0.0119,7,18
nm3589143,Esther Huang,0.0235,-0.0005,314,18
nm9438171,Jessie Mei Li,0.0,-0.0108,2,18
nm4973896,Taylor John Smith,-0.0114,-0.0379,3,18
nm0882255,Jun Usami,0.0033,0.0219,110,18
nm4926180,Alba Baptista,0.0186,-0.0102,303,18
nm1366317,Abhirami,-0.0148,-0.0105,3,18
nm0536095,Benoît Magimel,-0.0183,-0.0031,33,18
nm4576371,Sunita Mani,0.0017,0.0319,39,18
nm0784292,Rituparna Sengupta,-0.0047,0.0066,310,18
nm1538053,Ehsan Amani,-0.0055,-0.0013,111,18
nm0690803,Aaron Poole,-0.0398,0.0145,519,18
nm0541126,Mammukoya,0.0044,0.0155,11,18
nm5007768,Da'Vine Joy Randolph,-0.0115,0.0059,8,18
nm1399243,Sonu Sood,0.0068,0.0285,11,18
nm0475900,Asuka Kurosawa,-0.0007,0.01,110,18
nm0476211,Tsuyoshi Kusanagi,0.0046,0.0044,110,18
nm1717476,Julia Kijowska,-0.0027,-0.0035,55,18
nm5666452,Kikuko Hôjô,0.0122,0.0294,110,18
nm0620083,Chieko Nakakita,-0.001,-0.0048,110,18
nm2331110,Giselle Batista,0.0067,0.0104,174,18
nm3374027,Marek Geisberg,-0.007,-0.0039,33,18
nm1228805,Ray Sahetapy,0.0055,-0.0055,114,18
nm1961204,Andrea Scarduzio,-0.0132,-0.0049,21,18
nm6891947,Lyna Khoudri,-0.0037,0.0075,36,18
nm0612534,Callan Mulvey,-0.0119,-0.0398,3,18
nm0794388,Sanae Mitsuoka,-0.0001,-0.0001,110,18
nm1008063,Mimi Sawaki,0.0059,-0.0024,110,18
nm3554025,Hiroshi Jô,0.007,-0.0034,110,18
nm0591540,Jōji Oka,0.0109,-0.0318,110,18
nm2365811,Betty Gilpin,-0.0167,-0.0048,3,18
nm2030779,Moises Arias,-0.0027,-0.0047,6,18
nm0519456,Eva Longoria,0.0208,0.0015,388,18
nm0594391,Chôchô Miyako,0.0005,-0.0533,110,18
nm0847698,Osamu Takizawa,0.0015,0.0072,110,18
nm2198906,Marlen Egutia,0.0191,-0.0094,320,18
nm9016782,Nimisha Sajayan,-0.0005,-0.0105,11,18
nm0596461,Seydulla Moldakhanov,-0.0227,-0.0036,454,18
nm1699042,Jim Patneaude,-0.0417,0.0127,624,18
nm2560686,Ryan Manuel,-0.0417,0.0131,624,18
nm4823334,Tala Gouveia,-0.0139,0.0004,11,18
nm1794495,Hamed Behdad,-0.0064,-0.0012,111,18
nm0609396,Kazuko Motohashi,0.0116,-0.005,110,18
nm1717599,Reiko Miyagawa,0.0103,0.0036,110,18
nm0609999,Vangelis Mourikis,-0.0002,-0.0006,464,18
nm0866895,Alejandro Tommasi,0.0148,0.0059,118,18
nm0707548,Nabi Rakhimov,0.0129,-0.0187,148,18
nm1096341,Gerti Drassl,-0.023,-0.0084,244,18
nm6892993,Clara Kovacic,-0.0037,0.0019,119,18
nm1665297,Shinsuke Maki,0.0046,0.0177,110,18
nm0712433,Ravi Teja,-0.0045,0.003,11,18
nm1198628,Sunil,-0.0019,0.0094,11,18
nm4736209,Payal Rajput,-0.0117,0.0047,11,18
nm0623325,Nazar,0.0024,-0.0154,103,18
nm3443995,Behnoosh Tabatabaei,0.0052,-0.0029,111,18
nm0793643,Gen Shimizu,-0.0067,0.0002,110,18
nm0637894,Yōichi Numata,-0.0149,0.017,110,18
nm0644406,Nick Offerman,-0.0015,-0.0075,2,18
nm6864052,Shinsuke Kato,0.004,0.0124,110,18
nm0879945,Ken Uehara,-0.0004,0.0096,110,18
nm1764351,Nicky Whelan,-0.0112,-0.0415,3,18
nm0651506,Shirō Ōsaka,-0.0006,-0.0293,110,18
nm4466582,Amol Deshmukh,-0.0066,-0.0073,21,18
nm0757104,Takeshi Sakamoto,0.004,-0.0055,110,18
nm1159869,Masataka Naruse,-0.0105,-0.0012,110,18
nm0654726,Shōichi Ozawa,0.0007,-0.0569,110,18
nm1166977,Guillermo Pfening,0.0184,-0.0031,220,18
nm8266000,Zachary Cirino,-0.0266,-0.0042,99,18
nm5416705,Arman Navasardyan,-0.0002,-0.0006,571,18
nm1023932,Raqesh Bapat,0.0002,-0.0159,13,18
nm1550913,Arun Nalawade,-0.0041,-0.0133,13,18
nm1760490,Sharlene San Pedro,0.0137,0.0264,56,18
nm5138751,Jelson Bay,0.0098,0.014,56,18
nm3562832,Marquita Goings,-0.0094,0.0161,11,18
nm0673224,Tonico Pereira,0.0044,0.0157,174,18
nm0675977,Atila Pesiani,0.0303,-0.0061,111,18
nm1864017,Maria Olsen,0.0058,0.0145,348,18
nm4406232,Luca Di Giovanni,0.1055,-0.0018,30,18
nm0618936,Usha Nadkarni,0.004,-0.0182,13,18
nm0619047,Anant Nag,-0.0098,0.003,13,18
nm0622406,Shizue Natsukawa,0.0014,-0.0009,110,18
nm0809793,Roger Guenveur Smith,-0.0128,0.007,11,18
nm0720763,Revathi,0.0005,-0.0046,11,18
nm8726520,Yi Yang,0.0024,-0.0049,23,18
nm1566328,JC De Vera,0.013,0.0261,56,18
nm0706670,Slamet Rahardjo,0.0055,-0.0055,114,18
nm9067892,Alexa Key,0.0055,-0.0055,114,18
nm3348178,Geeta Agrawal Sharma,0.005,0.0033,11,18
nm1167594,Nawab Shah,-0.0202,0.0069,11,18
nm2799219,Sakshi Tanwar,0.0027,0.0219,11,18
nm6019782,Maureen Charuni,-0.0069,0.006,113,18
nm8300353,Hemantha Iriyagama,-0.0056,0.0032,113,18
nm1267261,Tobias Truvillion,0.0047,0.005,11,18
nm8490093,Elena del Río,0.017,0.009,118,18
nm0848964,Akio Tanaka,0.0035,-0.0086,110,18
nm1466093,Lukasz Simlat,-0.0027,-0.0048,55,18
nm0847031,Minoru Takada,0.0003,0.0075,110,18
nm6845066,Rajasekhar Aningi,0.0131,0.0039,11,18
nm0740090,Fabrizio Rongione,0.1055,-0.0018,30,18
nm1314276,Anna Ferruzzo,0.1055,-0.0018,30,18
nm5777955,Simone Liberati,0.1055,-0.0018,30,18
nm8543451,Noée Abita,-0.0051,0.0023,36,18
nm0945522,Sō Yamamura,0.0066,0.0146,110,18
nm0875465,Kôji Tsuruta,0.0095,0.0101,110,18
nm0945299,Isao Yamagata,0.005,0.0344,110,18
nm7573814,Majd Mastoura,0.0011,0.0168,36,18
nm0766233,Kôichi Satô,0.0037,0.0133,110,18
nm0784119,Koreya Senda,-0.002,0.0272,110,18
nm3223429,Nivetha Thomas,-0.0135,0.012,11,18
nm1030209,Hiroshi Imaizumi,0.0058,-0.0024,110,18
nm0687625,Glenn Plummer,0.0061,0.0167,3,18
nm2518338,Lorena Vega,-0.0474,-0.0175,220,18
nm0692586,Krishna Murali Posani,-0.0028,-0.003,11,18
nm9315698,Aino Kuribayashi,-0.0109,-0.0015,110,18
nm1252904,Heng Qi,-0.0002,-0.0006,702,18
nm1960447,Yūya Matsuura,0.0041,0.0129,110,18
nm1294099,Saburō Ōno,0.0057,-0.011,110,18
nm1148767,Roppa Furukawa,0.0061,-0.0022,110,18
nm0847651,Pierre Taki,-0.0007,0.0046,110,18
nm2400341,Fumino Kimura,-0.0073,-0.002,110,18
nm1276384,Youbin Li,0.0024,-0.0049,23,18
nm6785657,Yu Tian,0.0024,-0.0049,23,18
nm8447789,Birgundi Baker,0.0058,0.0065,11,18
nm2012595,Trystan Pütter,-0.0141,-0.0016,11,18
nm8461408,Alexander Kuznetsov,-0.0227,-0.0035,454,18
nm0875244,Kanji Tsuda,0.0024,0.0122,110,18
nm0736263,Daniel Roebuck,0.0033,0.0137,59,18
nm0737513,Rohini,0.0085,-0.0041,11,18
nm4936620,Praveen,0.0123,0.009,11,18
nm0887206,Jelka van Houten,0.0123,-0.0047,349,18
nm0892680,Lou Veloso,0.0046,0.0137,56,18
nm9051285,Angelica Ulip,0.0056,0.0155,56,18
nm8488982,Satyadev Kancharana,-0.0042,0.0179,11,18
nm1351206,Wojciech Mecwaldowski,-0.0027,-0.0019,55,18
nm1669753,Przemyslaw Bluszcz,-0.0027,-0.0027,55,18
nm0927937,Sandun Wijesiri,-0.0082,0.0101,113,18
nm9461280,Muthu Tharanga,-0.0071,0.0067,113,18
nm4609670,Lou Ferrigno Jr.,0.0098,0.0074,4,18
nm2396101,Ge Hu,0.0024,-0.0049,23,18
nm4592524,Jingchun Wang,0.0024,-0.0049,23,18
nm6618195,Jezibell Anat,-0.0002,-0.0006,724,18
nm2812610,Yong Hou,0.0024,-0.0049,23,18
nm0793879,Eitarō Shindō,-0.0075,0.0251,110,18
nm0795661,Saurabh Shukla,0.0042,0.0035,11,18
nm4383366,Daniel Reader,-0.0002,-0.0006,698,18
nm0953586,Bahman Zarrinpour,0.0373,-0.0066,111,18
nm0959649,Sara Dögg Ásgeirsdóttir,-0.0141,-0.0013,11,18
nm3299039,Kiyoshi Kinami,0.007,-0.0048,110,18
nm5079362,Mari Shimokawa,0.0074,-0.0034,110,18
nm5032766,Roya Javidnia,-0.0041,-0.0015,111,18
nm1548005,P. Balachandran,0.0088,-0.0001,11,18
nm2569233,Yûki Kaji,-0.0051,-0.0045,110,18
nm11306918,Durgesh Chauhan,-0.0161,0.0124,11,18
nm2456249,Metin Keçeci,-0.0107,-0.0087,707,18
nm3028204,Raúl Briones,-0.0002,-0.0006,736,18
nm7176425,Siobhan Connors,-0.0002,-0.0006,597,18
nm4209388,Mireia Rey,0.0041,-0.0043,104,18
nm6814486,Anita Farmer Bergman,-0.0002,-0.0006,760,18
nm0876657,Wayne Tunks,-0.0204,-0.0011,387,18
nm0882219,Urvashi,-0.0081,0.0012,11,18
nm2511502,Alex Gonzaga,0.0135,0.0264,56,18
nm10134529,Josephine Agbonmwanre,-0.0002,-0.0006,802,18
nm5467214,Kshitish Date,0.0045,-0.0157,13,18
nm5852449,Joju George,0.001,-0.0083,11,18
nm11314153,Kim Dae-hyun,0.0098,0.0058,559,18
nm10272089,Pooja Pandey,-0.0027,-0.0102,21,18
nm8906536,Ninja,-0.0013,0.0011,86,18
nm10406540,Tania,-0.0013,0.0011,86,18
nm10153699,Jagadeesh Prathap Bandari,-0.0007,0.0091,11,18
nm10496840,Fikri Hadil,0.0055,-0.0055,114,18
nm3184458,Olga Lydia,0.0055,-0.0055,114,18
nm2513407,Dipali Sayyad,0.0033,-0.0148,11,18
nm10187204,Ari Irham,0.0055,-0.0055,114,18
nm8715162,Esha Tewari,0.0073,0.0119,785,18
nm5137121,Natsuki Hanae,-0.0033,-0.0142,110,18
nm3143558,Arnaud Ducret,0.0298,-0.0061,200,18
nm0952085,Zulkifli Zain,0.0139,0.0074,124,18
nm1244971,Yatin Karyekar,0.0024,-0.0187,13,18
nm1331316,Soko,-0.0153,-0.018,3,18
nm1722598,Dillon Lane,0.0086,0.0157,59,18
nm4200805,Anna Luna,0.0036,0.001,56,18
nm3745258,Sonal Jha,-0.001,-0.0118,19,18
nm9357202,Joshua Cody,-0.0002,-0.0006,675,18
nm9426597,Lehi Makisi Falepapalangi,0.0217,0.0006,277,18
nm10276556,Caitlin Garcia,0.0042,-0.0047,838,18
nm10278481,Biba Aslin,0.0042,-0.0047,838,18
nm10278478,Jenn Brown,0.0042,-0.0047,838,18
nm1080646,Zaina Juliette,0.0058,0.0088,3,18
nm2139077,Khashayar,0.0388,-0.0066,111,18
nm10288342,Bob Corn,0.1055,-0.0018,30,18
nm5049448,Sabi Garcia,-0.0002,-0.0006,642,18
nm1006583,Jackie Lou Blanco,0.0139,0.0257,56,18
nm5712019,Hobby Dhaliwal,-0.0013,0.0011,86,18
nm10306475,Natalye Archiles,-0.0002,-0.0006,617,18
nm9624380,Rajiv Nanayakkara,-0.0076,0.0079,113,18
nm12166557,Yûki Ashida,0.0024,0.0098,110,18
nm6425561,Joey Iwanaga,0.0041,0.0111,110,18
nm2258163,Gustavo Pardi,-0.015,0.0136,302,18
nm4979628,Rani Agarwal,-0.0115,0.0008,13,18
nm5445942,Fatih Unru,0.0055,-0.0055,114,18
nm1059365,Lukman Sardi,0.0055,-0.0055,114,18
nm3474462,Marsha Aruan,0.0055,-0.0055,114,18
nm8660970,Roman Brion,-0.0002,-0.0006,796,18
nm4358565,Cait Brasel,0.0019,0.0174,43,18
nm1032596,Seema G. Nair,0.0044,0.0144,11,18
nm7744845,Shraddha Srinath,-0.0197,-0.0083,3,18
nm1021083,Neslihan Acar,-0.0002,-0.0006,689,18
nm1055050,Orhan Aydin,-0.0106,-0.0085,707,18
nm8890163,Ariane Louis,-0.0002,-0.0006,753,18
nm10337610,Emi Manivala,0.0024,-0.0154,103,18
nm1472177,Cham Cham,0.0028,-0.0161,103,18
nm10338571,Rayhon Asatova,-0.0227,-0.0033,454,18
nm1261649,Tanvi Hegde,0.0022,-0.0157,11,18
nm5254274,Nelson J. Davis,-0.0002,-0.0006,979,18
nm9680921,Alperen Efe Esmer,-0.0002,-0.0006,980,18
nm1416903,Surya Saputra,0.0055,-0.0055,114,18
nm4788761,Clara Lee,0.0024,-0.0049,23,18
nm3453866,Mitali Mayekar,0.0074,-0.0176,11,18
nm8432165,Achmad Megantara,0.0055,-0.0055,114,18
nm2278431,Joe Hammerstone,0.0254,0.0343,985,18
nm2815817,Tatsuo Fukano,0.0061,-0.0025,110,18
nm3314099,Aura Kasih,0.0055,-0.0055,114,18
nm7609200,Fico Fachriza,0.0055,-0.0055,114,18
nm3847554,John Dumelo,-0.0002,-0.0006,645,18
nm6525359,Josh Miller,-0.0413,0.0161,478,18
nm10364123,Iroha Narumiya,-0.0129,-0.0062,740,18
nm7822064,Seiji Nagakawa,-0.0129,-0.0062,740,18
nm1082665,Hans-Jochen Wagner,-0.014,-0.0003,11,18
nm2921197,Johannes Holopainen,0.0049,0.0059,110,18
nm6395915,Meriem Medjkane,-0.0046,0.0044,36,18
nm1471776,Pejman Bazeghi,0.0392,0.0183,137,18
nm8189431,Burak Ceylan,0.0414,0.0158,137,18
nm12083607,Sergei Chekeres,-0.0265,-0.0349,273,18
nm2421786,Takahiro Nomura,-0.013,-0.0062,737,18
nm7756902,Casey Elliott,-0.0144,0.0106,151,18
nm10376622,Anand Burad,0.0081,-0.0165,11,18
nm3397660,Sudheer Karamana,0.0024,-0.0096,11,18
nm2009629,Serkan Genç,-0.0215,-0.0015,1036,18
nm5364548,Dimuthu Chinthaka,-0.001,-0.0052,113,18
nm9872474,Kris Cetinski,-0.0003,-0.001,966,18
nm1276538,Savita Malpekar,0.0073,-0.0163,11,18
nm9661819,Riddhi Kumar,-0.0003,-0.0091,11,18
nm2740210,Yao Zhang,0.0024,-0.0049,23,18
nm3545407,Weiwei Liao,0.0024,-0.0049,23,18
nm3575605,Shrirang Deshmukh,0.002,-0.0174,19,18
nm1269614,Kousalya,-0.0024,-0.0065,11,18
nm6649988,Harish Uthaman,-0.0072,-0.0081,11,18
nm9608473,Melani Ashoka,-0.0067,0.0056,113,18
nm5130906,Yûki Izawa,0.0299,-0.0228,155,18
nm2852415,Mami Sakura,0.0074,-0.0036,110,18
nm9461509,Malinda Perera,-0.0075,0.0076,113,18
nm7189111,Maxime Bouttier,0.0055,-0.0055,114,18
nm1041023,Navid Negahban,0.0197,-0.0008,38,18
nm5675846,Kanchana Mendis,-0.0053,0.0025,113,18
nm3012977,Buboy Villar,0.0132,0.0228,56,18
nm4051847,Sohel Altan Gol,-0.0002,-0.0006,551,18
nm10363133,Saiko Habbashi,-0.013,-0.0065,740,18
nm9587926,Eugene Baffoe,-0.0002,-0.0006,557,18
nm7704530,Marybeth Paul,-0.0002,-0.0006,1078,18
nm5794898,Neenasam Ashwath,-0.0127,0.0045,13,18
nm10430756,Volodymyr Klymuk,-0.0002,-0.0006,1083,18
nm5890145,Lucy Aarden,-0.0002,-0.0006,497,18
nm2525754,Çetin Altay,-0.006,-0.005,240,18
nm7532664,Leonard Kunz,-0.014,-0.0006,11,18
nm2694385,Justin Darmanin,-0.0158,-0.0159,323,18
nm3166305,Tána Radeva,-0.0057,-0.0037,33,18
nm5964365,Ademola Adedoyin,0.0019,-0.028,1054,18
nm7249955,Zainab Balogun,0.0017,-0.0283,1054,18
nm5423482,Rajshri Deshpande,0.0022,-0.004,11,18
nm1252241,Zhibing Liu,0.0024,-0.0049,23,18
nm5652097,Daniel Etim Effiong,-0.0002,-0.0006,775,18
nm6483271,Nutthasit Kotimanuswanich,-0.0002,-0.0006,1018,18
nm11139916,Brono Bajtala,0.0024,-0.0049,23,18
nm2782263,Sharon Nelson,0.0397,-0.0156,820,18
nm4454684,Li Ma,0.0024,-0.0049,23,18
nm10455044,Sanju Rodrigo,-0.0074,0.0073,113,18
nm5324177,Rebeka Nirmali,-0.0062,0.0044,113,18
nm5828184,Pantea Panahiha,-0.0106,-0.0005,111,18
nm6170424,Timini Egbuson,0.0016,-0.0282,1054,18
nm6736465,Gene Faglier,-0.005,-0.0003,68,18
nm9425204,Udayanthi Kulatunga,-0.0064,0.0049,113,18
nm2079292,Saber Abar,0.0299,-0.006,111,18
nm4232416,Ankush Hazra,-0.0047,0.0066,310,18
nm7609214,Lolox,0.0055,-0.0055,114,18
nm2587401,Sanjay Khapre,0.0044,-0.0157,11,18
nm2983496,Manasi Naik,0.0057,-0.0177,11,18
nm9931908,Katrina Anne Ward,-0.0002,-0.0006,810,18
nm5475083,Garie Lewis,-0.0002,-0.0006,1070,18
nm3789450,Kim Hong-pa,0.0098,0.0059,559,18
nm9554659,Vinu Wettamuni,-0.0081,0.0094,113,18
nm9311326,Indika Rathnayake,-0.0072,0.0068,113,18
nm9061367,Koya Kishore,0.0056,0.0018,11,18
nm8095213,Mehdi Hosseininia,-0.0081,-0.0009,111,18
nm4221521,Ali Bagheri,-0.0101,-0.0006,111,18
nm8139148,Michael Cochran,-0.0377,-0.0016,1161,18
nm8328803,La Thanh,-0.0002,-0.0006,1176,18
nm1162224,Wei Liu,0.0024,-0.0049,23,18
nm9600356,Haley iO Benedict Heslip,-0.0354,0.0078,1161,18
nm3806911,Uday Lagoo,0.0058,-0.0134,11,18
nm10514438,Yenserj Gurung,-0.0002,-0.0006,1186,18
nm8269806,Abbas Khan,-0.0137,-0.0019,13,18
nm9240671,Helen Kayaian,0.0254,0.0323,1192,18
nm11840724,Ahmad Abdulhadi,-0.0391,0.0138,427,18
nm1938287,Sharad Ponkshe,0.0032,-0.018,19,18
nm1778107,Makarand Anaspure,0.0022,-0.0172,13,18
nm2460402,Matt Angel,0.009,0.0154,59,18
nm1368152,Hanieh Tavassoli,-0.0092,-0.0008,111,18
nm2134972,Sima Tirandaz,-0.0063,-0.0012,111,18
nm3620703,Inan Ulas Torun,-0.0215,-0.0015,890,18
nm5531691,Aruna Balraj,-0.0071,0.0032,669,18
nm3975594,Nasim Adabi,-0.0105,-0.0006,111,18
nm7733137,Roshan Mathew,-0.0117,-0.0104,11,18
nm7349457,Tori Glawe Osborn,0.0036,0.0163,43,18
nm8512286,Mary Joy Apostol,0.0278,0.0218,226,18
nm10661860,Faiz Khan,0.0035,-0.0194,13,18
nm1432283,Kochu Preman,0.0022,0.0102,11,18
nm1257423,Sôsuke Ikematsu,0.0035,0.0119,110,18
nm6262099,Soheila Golestani,-0.0098,-0.0007,111,18
nm8004222,Giti Ghasemi,-0.0082,-0.0009,111,18
nm10483217,Pradeep Patwardhan,0.0068,-0.0171,11,18
nm6229773,Anton Jude,-0.0021,-0.0035,113,18
nm1507882,Xiaodong Guo,0.0024,-0.0049,23,18
nm10732679,Oriol Cervera,-0.0002,-0.0006,1247,18
nm1922254,Zohar Liba,-0.0095,0.0015,152,18
nm11411075,Hasini Anvi,0.003,0.0101,11,18
nm2347196,Subodh Bhave,0.0002,-0.0165,19,18
nm1078686,Sofía Gala Castiglione,-0.029,-0.0177,220,18
nm1290816,Yayo Aguila,0.0136,0.0264,56,18
nm2783722,Lao Rodriguez,0.0128,0.026,56,18
nm5620807,Nana Asakawa,-0.0112,-0.0025,110,18
nm6489795,Vi Anand,-0.0032,0.0119,11,18
nm7639503,Dheena,-0.0052,0.0005,11,18
nm8710554,Yoshio Hosokawa,-0.013,-0.0063,740,18
nm1098416,Gauri Malla,-0.0002,-0.0006,1269,18
nm7170644,Nanami Hidaka,-0.0076,0.0041,110,18
nm1172173,Sirus Gorjestani,-0.0108,-0.0005,111,18
nm5034104,Beniko Iida,0.0063,-0.003,110,18
nm4454642,Bei'er Bao,0.0024,-0.0049,23,18
nm1322135,Joko Anwar,0.0055,-0.0055,114,18
nm1158284,Farouk Al-Fishawy,-0.0347,0.0115,136,18
nm1649704,Sergey Chirkov,0.0415,-0.0162,596,18
nm9709002,Brandon Fairley,-0.0003,-0.0008,966,18
nm1375686,Yili Ma,0.0024,-0.0049,23,18
nm3192510,Sharib Hashmi,0.0059,0.0132,11,18
nm3011659,Anna Bellato,0.1055,-0.0018,30,18
nm9433015,Gihan Fernando,-0.0008,-0.0056,113,18
nm2336481,Mike Capozzi,0.021,-0.0094,274,18
nm8713021,Jung Ga-ram,0.0224,-0.0125,326,18
nm2356251,Siyan Huo,0.0024,-0.0049,23,18
nm2346095,Jia Song,0.0024,-0.0049,23,18
nm10704645,Cheuk Wah Chan,0.0024,-0.0049,23,18
nm3132784,Kishore Kumar G.,-0.0177,-0.005,3,18
nm1728487,Haripriya,-0.0086,0.0056,310,18
nm2668717,Ahmed Hatem,-0.0392,0.014,427,18
nm8759834,Kevin Bzezovski,0.0055,-0.0055,114,18
nm8777468,Indra Jegel,0.0055,-0.0055,114,18
nm3226240,Blanche Gardin,-0.0065,-0.0192,180,18
nm1670451,Junko Minagawa,-0.0023,-0.0003,110,18
nm4912288,Marco Gumabao,0.0124,0.0256,56,18
nm2496992,Ajay,0.0066,0.0114,11,18
nm7387710,Nabha Natesh,-0.0033,0.0172,11,18
nm5276242,Austin Buchanan,0.0054,0.0148,348,18
nm1216245,Desiree Del Valle,0.0139,0.0259,56,18
nm1235505,Joshua Suherman,0.0055,-0.0055,114,18
nm7646570,Brandon Salim,0.0055,-0.0055,114,18
nm2260168,Prasad Oak,0.0036,-0.0172,13,18
nm5408984,Bagavathi Perumal,-0.0138,-0.0087,11,18
nm7785804,Akshara Kishor,0.003,-0.0105,11,18
nm2590318,Ganesh,-0.0054,-0.0022,11,18
nm1340370,Brian Caspe,-0.0128,-0.0046,21,18
nm3001807,Santosh Juvekar,0.0045,-0.0198,11,18
nm5828513,Stephany Liriano,0.0047,-0.007,118,18
nm2119196,Segun Arinze,0.0018,-0.0278,1054,18
nm2662142,Iretiola Doyle,0.0016,-0.0282,1054,18
nm3132725,Amir Aghaee,-0.0085,-0.0009,111,18
nm6619660,Chao Liang,0.0024,-0.0049,23,18
nm8290747,Sheshadrie Priyasad,-0.0017,-0.0041,113,18
nm6277267,Bhumi Satish Pednekkar,0.0061,0.006,11,18
nm5048092,Kalana Gunasekara,0.0012,-0.0084,113,18
nm5162621,Shyam Fernando,0.001,-0.0082,113,18
nm9503481,Dhammika Pushpakumara,-0.0059,0.0037,113,18
nm2786314,Kusum Renu,-0.0052,0.0023,113,18
nm4270735,Fernando Miró,-0.0037,0.002,119,18
nm1954434,Babak Hamidian,0.0075,-0.0032,111,18
nm1245077,Maudy Koesnaedi,0.0055,-0.0055,114,18
nm6302636,Miyoko Yamagishi,-0.0012,-0.0349,110,18
nm1483904,Benjamin Biolay,-0.0065,-0.0192,180,18
nm9072045,Etinosa Idemudia,0.0016,-0.0279,1054,18
nm2366585,Ritoku Arashi,0.0023,-0.0074,110,18
nm1566368,Regina Blandón,-0.0083,0.0025,33,18
nm2570245,Kajal Aggarwal,0.0134,0.0233,11,18
nm4260644,Andrea Brillantes,0.0138,0.0264,56,18
nm1333017,Kishori Ambiye,0.0039,-0.0182,19,18
nm7457611,Padmaraj Ratheesh,0.0064,-0.0038,11,18
nm4114538,Ján Jackuliak,-0.0098,-0.0042,21,18
nm13552091,Sajjad Dolati,-0.0091,-0.0008,111,18
nm7970056,Banipal Shoomoon,-0.0066,-0.0012,111,18
nm1367313,Jide Kosoko,0.0017,-0.0281,1054,18
nm2516110,Vijay Chavan,0.005,-0.0184,13,18
nm3128033,Yasushi Takemoto,-0.013,-0.0063,740,18
nm7770551,Karla Dansereau,0.0399,-0.0166,820,18
nm2686231,Jessy Mendiola,0.0106,0.0232,56,18
nm4463202,Coraleen Waddell,0.0097,0.0219,56,18
nm1828813,Terrell Carter,-0.01,0.0154,11,18
nm14599484,Akshat,-0.0145,0.0173,11,18
nm2134806,Leonardo Ortizgris,-0.0086,0.0024,33,18
nm1388463,Prakash Belawadi,-0.017,0.0082,11,18
nm7898245,Kyôko Maki,-0.013,-0.0065,740,18
nm8910982,Umayangana Wickramasingha,-0.0012,-0.0049,113,18
nm2355740,Xun Wang,0.0024,-0.0049,23,18
nm1728630,Kulappulli Leela,-0.0171,0.0018,11,18
nm4028151,Aju Varghese,0.0025,-0.0085,11,18
nm7837226,Sharafudheen,0.006,-0.0024,11,18
nm1432957,Vijay Patkar,-0.0018,-0.0153,13,18
nm3606487,Samantha Ruth Prabhu,-0.0025,0.0068,11,18
nm1822342,Upendra Limaye,0.0088,-0.0149,11,18
nm7825322,Dale Dobson,-0.0002,-0.0006,878,18
nm7955935,Pali Sandhu,-0.0013,0.0011,86,18
nm7144357,Sagar Karande,0.0049,-0.0175,11,18
nm1603688,Laetitia Spigarelli,-0.0065,-0.0192,180,18
nm1645275,Jue Huang,0.0024,-0.0049,23,18
nm1665429,Yasurō Shiga,-0.0015,-0.0027,217,18
nm1676221,Andy Samberg,0.0117,0.0255,3,18
nm1715356,Mimi Gamal,-0.0347,0.0115,231,18
nm1719673,Mirai Moriyama,0.0045,0.0106,110,18
nm2097751,Rachel Grubb,-0.0002,-0.0006,837,18
nm6427345,Gürbey Ileri,0.037,0.0178,137,18
nm3749108,P. Ravi Shankar,-0.0083,0.0047,11,18
nm3845280,Rajiv Thakur,-0.0013,0.0011,86,18
nm4983326,Bahareh Kian Afshar,-0.006,-0.0013,111,18
nm7465273,Chioma Omeruah,0.0017,-0.0281,1054,18
nm7205423,Sudhi Koppa,0.0,-0.0107,11,18
nm1379894,Ketchup Eusebio,0.0117,0.0248,56,18
nm3184137,Kat Galang,0.0121,0.0252,56,18
nm1959001,Shabnur,-0.0036,0.007,126,18
nm8383131,Lee Byford,-0.0068,-0.0356,11,18
nm2028004,Ry Barrett,-0.0159,-0.0159,323,18
nm9803346,Bisola Aiyeola,0.0016,-0.0282,1054,18
nm2142096,Negar Javaherian,-0.0073,-0.0011,111,18
nm3794219,Laurie Cummings,0.0028,0.0154,1216,18
nm5917283,Sanjeewa Dissanayake,0.0016,-0.009,113,18
nm2192551,Neha Bam,-0.0081,-0.0032,11,18
nm5469167,Anarkali Akarsha,-0.0065,0.0052,113,18
nm9335959,Falz,0.0017,-0.0282,1054,18
nm2286188,Manu Rishi Chadha,0.0047,0.0052,11,18
nm3109964,Brian Tyree Henry,0.0017,0.0318,39,18
nm1451888,Benny Chan,0.0024,-0.0049,23,18
nm1959800,Kanata Hongô,-0.0027,0.0061,110,18
nm4233819,Elaiza Ikeda,-0.0035,0.0012,110,18
nm2361282,Smita Shewale,0.0051,-0.0178,13,18
