actorId,triangles,clusteringCoefficient,kshell,closeness,betweenness
nm11504066,36,1.0,7,0.0,
nm11504067,36,1.0,6,0.0,
nm11506715,36,1.0,4,0.0,
nm1150775,36,1.0,4,0.0,
nm1150853,36,1.0,6,0.0,
nm11511039,72,0.470588,6,0.0,4.2e-05
nm1151879,36,1.0,3,0.0,
nm11520892,36,1.0,5,0.0,
nm11521183,36,1.0,6,0.0,
nm11521184,36,1.0,5,0.0,
nm11521185,36,1.0,4,0.0,
nm1152338,36,1.0,8,0.117318,
nm11524868,36,1.0,6,0.0,
nm1152720,36,1.0,2,0.0,
nm11527265,36,1.0,8,0.0,
nm11527625,36,1.0,7,0.0,
nm11528526,36,1.0,8,0.0,
nm1152954,36,1.0,7,0.0,
nm11531465,36,1.0,7,0.121387,
nm1153269,36,1.0,4,0.0,
nm11533925,36,1.0,8,0.107692,
nm11534592,36,1.0,7,0.0,
nm11536161,36,1.0,1,0.0,
nm11537169,36,1.0,5,0.09157,
nm11537170,36,1.0,4,0.09157,
nm11541659,36,1.0,8,0.0,
nm11541660,36,1.0,7,0.0,
nm11541661,36,1.0,6,0.0,
nm11541662,36,1.0,5,0.0,
nm11541663,36,1.0,4,0.0,
nm1154350,36,1.0,5,0.0,
nm1155340,36,1.0,3,0.0,
nm1155349,36,1.0,6,0.061523,
nm1155977,36,1.0,5,0.0,
nm1156017,36,1.0,7,0.0,
nm1156184,36,1.0,7,0.0,
nm1156207,36,1.0,8,0.061463,
nm11566849,36,1.0,5,0.0,
nm1156708,36,1.0,5,0.0,
nm1156772,36,1.0,6,0.0,
nm1157048,36,1.0,8,0.0,
nm11571399,36,1.0,7,0.0,
nm1157205,72,0.470588,7,0.0,0.0
nm1157315,36,1.0,5,0.073001,
nm1157324,36,1.0,8,0.0,
nm11581621,36,1.0,8,0.0,
nm11581622,36,1.0,7,0.0,
nm11582617,36,1.0,8,0.082677,
nm1158284,72,0.470588,6,0.0,2e-06
nm11583044,36,1.0,7,0.0,
nm11583045,36,1.0,6,0.0,
nm11583046,36,1.0,5,0.0,
nm11583055,36,1.0,4,0.0,
nm11584934,36,1.0,5,0.054031,
nm11585046,36,1.0,7,0.0,
nm11585047,36,1.0,6,0.0,
nm11585402,36,1.0,3,0.0,
nm11585403,36,1.0,2,0.0,
nm1158619,36,1.0,4,0.0,
nm11586297,36,1.0,6,0.0,
nm11587529,36,1.0,4,0.0,
nm11587695,36,1.0,6,0.09417,
nm11589233,36,1.0,2,0.0,
nm11589788,36,1.0,8,0.118199,
nm11589789,36,1.0,7,0.118199,
nm11589790,36,1.0,6,0.118199,
nm11591459,36,1.0,6,0.0,
nm1159180,36,1.0,4,0.07554,
nm11591853,36,1.0,7,0.0,
nm11591978,36,1.0,6,0.0,
nm1159292,36,1.0,5,0.0,
nm11594041,36,1.0,7,0.0,
nm11596708,36,1.0,9,0.0,
nm11596709,36,1.0,8,0.0,
nm11596710,36,1.0,7,0.0,
nm11596711,36,1.0,6,0.0,
nm11596712,36,1.0,5,0.0,
nm11596713,36,1.0,4,0.0,
nm11596714,36,1.0,3,0.0,
nm11596715,36,1.0,2,0.0,
nm11596716,36,1.0,1,0.0,
nm11596717,36,1.0,0,0.0,
nm1159869,72,0.470588,8,0.0,0.0
nm1160050,36,1.0,8,0.0,
nm11600725,36,1.0,7,0.097674,
nm11600726,36,1.0,6,0.097674,
nm11600727,36,1.0,5,0.097674,
nm11600728,36,1.0,4,0.097674,
nm1160730,36,1.0,7,0.0,
nm1160803,36,1.0,6,0.0,
nm1160886,36,1.0,2,0.0,
nm1161041,36,1.0,2,0.0,
nm1161069,36,1.0,6,0.0,
nm11614280,36,1.0,5,0.0,
nm11614717,36,1.0,5,0.0,
nm1162222,36,1.0,3,0.0,
nm1162224,72,0.470588,6,0.0,0.0
nm11625258,36,1.0,0,0.0,
nm11628061,36,1.0,9,0.110915,
nm11628110,36,1.0,8,0.0,
nm11629240,36,1.0,7,0.103279,
nm11630215,36,1.0,9,0.0,
nm1163023,36,1.0,4,0.0,
nm11633698,36,1.0,8,0.0,
nm11633842,36,1.0,7,0.0,
nm1163399,36,1.0,1,0.0,
nm1163659,36,1.0,7,0.0,
nm11637728,36,1.0,3,0.127789,
nm1163808,36,1.0,9,0.0,
nm1163810,36,1.0,7,0.0,
nm11638140,36,1.0,5,0.107692,
nm1163857,36,1.0,9,0.0,
nm11638987,36,1.0,7,0.0,
nm11638988,36,1.0,6,0.0,
nm11638992,36,1.0,5,0.0,
nm11638994,36,1.0,4,0.0,
nm11638996,36,1.0,3,0.0,
nm11638997,36,1.0,2,0.0,
nm11638998,36,1.0,1,0.0,
nm1164183,36,1.0,7,0.046667,
nm1164628,36,1.0,6,0.064286,
nm11647252,36,1.0,8,0.0,
nm1164730,36,1.0,6,0.0,
nm1164771,36,1.0,7,0.0,
nm1164865,36,1.0,7,0.0,
nm11648877,36,1.0,7,0.0,
nm11650085,36,1.0,3,0.0,
nm1165023,36,1.0,9,0.0,
nm1165044,36,1.0,6,0.066386,
nm1165110,36,1.0,7,0.0,
nm1165284,36,1.0,4,0.0,
nm1165541,36,1.0,3,0.0,
nm1165585,36,1.0,9,0.0,
nm1165804,36,1.0,5,0.0,
nm1165904,36,1.0,3,0.0,
nm11659389,36,1.0,4,0.0,
nm11660246,36,1.0,6,0.0,
nm11661109,36,1.0,2,0.0,
nm1166167,36,1.0,4,0.0,
nm11661727,36,1.0,5,0.0,
nm11661900,36,1.0,6,0.0,
nm11661960,36,1.0,8,0.0,
nm11661997,36,1.0,6,0.0,
nm11663249,36,1.0,7,0.0,
nm11663250,36,1.0,6,0.0,
nm11663251,36,1.0,5,0.0,
nm11663252,36,1.0,4,0.0,
nm11663253,36,1.0,3,0.0,
nm11663254,36,1.0,2,0.0,
nm11663255,36,1.0,1,0.0,
nm1166328,36,1.0,4,0.0,
nm11663339,36,1.0,9,0.0,
nm11663340,36,1.0,8,0.0,
nm11663342,36,1.0,7,0.0,
nm11663345,36,1.0,6,0.0,
nm11663347,36,1.0,5,0.0,
nm11663348,36,1.0,4,0.0,
nm11663349,36,1.0,3,0.0,
nm11663350,36,1.0,2,0.0,
nm11663351,36,1.0,1,0.0,
nm11663355,36,1.0,0,0.0,
nm1166422,36,1.0,5,0.0,
nm1166509,36,1.0,7,0.109565,
nm1166576,72,0.529412,7,0.0,
nm1166586,36,1.0,4,0.0,
nm1166738,36,1.0,5,0.0,
nm1166844,36,1.0,6,0.0,
nm11669138,36,1.0,4,0.0,
nm11669139,36,1.0,3,0.0,
nm11669273,36,1.0,8,0.0,
nm1166977,72,0.470588,1,0.0,0.0
nm11669773,36,1.0,5,0.0,
nm11669775,36,1.0,4,0.0,
nm1167094,36,1.0,3,0.0,
nm11671412,36,1.0,6,0.0,
nm11671413,36,1.0,5,0.0,
nm11671414,36,1.0,4,0.0,
nm1167449,36,1.0,8,0.0,
nm1167594,72,0.470588,7,0.114754,0.000264
nm11676837,36,1.0,6,0.0,
nm11676838,36,1.0,5,0.0,
nm11676839,36,1.0,4,0.0,
nm11678106,36,1.0,8,0.0,
nm1167890,36,1.0,7,0.0,
nm1167899,36,1.0,6,0.0,
nm1167988,36,1.0,9,0.0,
nm1168078,36,1.0,6,0.0,
nm1168161,36,1.0,7,0.0,
nm11682645,36,1.0,9,0.0,
nm11682647,36,1.0,8,0.0,
nm11682652,36,1.0,7,0.0,
nm11682653,36,1.0,6,0.0,
nm11682654,36,1.0,5,0.0,
nm11682655,36,1.0,4,0.0,
nm11683551,36,1.0,8,0.119318,
nm11685819,36,1.0,4,0.0,
nm11689545,36,1.0,3,0.0,
nm1169428,36,1.0,8,0.0,
nm1169445,36,1.0,3,0.0,
nm11697825,36,1.0,9,0.110526,
nm1169797,36,1.0,8,0.0,
nm11698704,36,1.0,7,0.0,
nm11698715,36,1.0,6,0.0,
nm11698716,36,1.0,5,0.0,
nm11713597,36,1.0,4,0.0,
nm11713971,36,1.0,8,0.0,
nm1171492,36,1.0,7,0.0,
nm1171534,36,1.0,8,0.0,
nm11717030,36,1.0,5,0.0,
nm1171795,36,1.0,7,0.0,
nm1171983,36,1.0,1,0.0,
nm11720085,36,1.0,4,0.0,
nm11720303,36,1.0,4,0.0,
nm11721161,36,1.0,7,0.096626,
nm1172144,36,1.0,9,0.0,
nm1172173,72,0.470588,9,0.0,0.0
nm11725103,36,1.0,5,0.0,
nm1172626,36,1.0,6,0.0,
nm1172718,72,0.470588,6,0.0,0.000518
nm1172749,36,1.0,6,0.0,
nm1172804,36,1.0,8,0.0,
nm1172890,36,1.0,6,0.096183,
nm1172930,36,1.0,5,0.0,
nm1173060,36,1.0,4,0.1171,
nm11731379,36,1.0,9,0.0,
nm11731829,36,1.0,6,0.0,
nm1173203,36,1.0,7,0.0,
nm1173583,69,0.657143,6,0.0,
nm11736782,36,1.0,7,0.113514,
nm11738593,36,1.0,6,0.0,
nm11739580,36,1.0,6,0.0,
nm1174035,36,1.0,4,0.0,
nm1174040,36,1.0,4,0.0,
nm11741542,36,1.0,6,0.103279,
nm11744221,36,1.0,3,0.0,
nm11744782,36,1.0,6,0.0,
nm11751036,36,1.0,7,0.0,
nm11752730,36,1.0,7,0.0,
nm11754510,36,1.0,8,0.0,
nm11755619,36,1.0,5,0.0,
nm11755620,36,1.0,4,0.0,
nm11758681,36,1.0,5,0.0,
nm11758686,36,1.0,4,0.0,
nm1176037,36,1.0,2,0.0,
nm1176395,36,1.0,6,0.0,
nm11765144,36,1.0,8,0.0,
nm11766521,36,1.0,5,0.0,
nm11766522,36,1.0,4,0.0,
nm1176711,36,1.0,6,0.0,
nm11770295,36,1.0,8,0.0,
nm11771045,36,1.0,6,0.0,
nm1177124,36,1.0,6,0.0,
nm1177197,36,1.0,7,0.0,
nm1177397,108,0.332308,6,0.0,0.000915
nm11777606,36,1.0,7,0.0,
nm11777607,36,1.0,6,0.0,
nm11777608,36,1.0,5,0.0,
nm11777609,36,1.0,4,0.0,
nm11778043,36,1.0,7,0.0,
nm11778044,36,1.0,6,0.0,
nm11778492,36,1.0,4,0.054031,
nm11778550,36,1.0,5,0.0,
nm11778776,36,1.0,3,0.0,
nm11778777,36,1.0,2,0.0,
nm11780665,36,1.0,9,0.076364,
nm1178214,36,1.0,6,0.0,
nm11782802,36,1.0,7,0.0,
nm1178851,36,1.0,3,0.0,
nm1178890,36,1.0,7,0.0,
nm11789612,36,1.0,0,0.0,
nm1178979,36,1.0,6,0.0,
nm1179321,72,0.529412,5,0.0,
nm1179525,36,1.0,4,0.0,
nm1179669,36,1.0,5,0.0,
nm1179677,36,1.0,5,0.0,
nm11796881,36,1.0,8,0.0,
nm11796883,36,1.0,7,0.0,
nm11799117,36,1.0,6,0.0,
nm11801319,36,1.0,5,0.0,
nm11807845,36,1.0,6,0.0,
nm1180881,36,1.0,9,0.086538,
nm1181243,36,1.0,6,0.0,
nm1181284,36,1.0,7,0.0,
nm1181576,36,1.0,6,0.0,
nm1181610,36,1.0,8,0.0,
nm1181667,36,1.0,7,0.0,
nm1181828,36,1.0,4,0.0,
nm11819149,36,1.0,8,0.0,
nm1182008,36,1.0,4,0.0,
nm1182011,36,1.0,5,0.104651,
nm1182249,36,1.0,6,0.0,
nm1182276,36,1.0,5,0.0,
nm11824396,36,1.0,5,0.0,
nm11825739,36,1.0,8,0.114338,
nm11826304,36,1.0,7,0.0,
nm11826305,36,1.0,6,0.0,
nm11829657,36,1.0,8,0.0,
nm11829658,36,1.0,7,0.0,
nm1183050,36,1.0,3,0.0,
nm1183143,36,1.0,9,0.0,
nm1183251,36,1.0,8,0.0,
nm11840724,72,0.470588,8,0.0,0.0
nm1184348,108,0.36,3,0.0,8.5e-05
nm11844089,36,1.0,4,0.0,
nm11844092,36,1.0,3,0.0,
nm11844126,36,1.0,5,0.0,
nm11844129,36,1.0,4,0.0,
nm1184557,36,1.0,7,0.0,
nm11848561,36,1.0,5,0.0,
nm1185110,36,1.0,7,0.0,
nm1185445,36,1.0,8,0.087137,
nm11855263,36,1.0,7,0.095455,
nm1185642,36,1.0,8,0.060519,
nm1185803,36,1.0,4,0.0,
nm1185843,36,1.0,5,0.0,
nm11859109,36,1.0,7,0.0,
nm11862067,36,1.0,8,0.105,
nm1186215,72,0.470588,8,0.0,0.008484
nm1186230,36,1.0,7,0.0,
nm1186378,36,1.0,7,0.0,
nm1186488,36,1.0,1,0.0,
nm11866849,36,1.0,7,0.0,
nm1186830,36,1.0,6,0.0,
nm1187057,36,1.0,8,0.0,
nm1187153,36,1.0,5,0.0,
nm1187160,36,1.0,6,0.0,
nm11873024,36,1.0,5,0.0,
nm11873025,36,1.0,4,0.0,
nm11873026,36,1.0,3,0.0,
nm11873027,36,1.0,2,0.0,
nm1187374,36,1.0,7,0.0,
nm11876042,36,1.0,7,0.0,
nm11878136,36,1.0,2,0.093611,
nm11879099,36,1.0,8,0.0,
nm11879821,36,1.0,5,0.0,
nm11879822,36,1.0,4,0.0,
nm11880040,36,1.0,5,0.0,
nm11881260,36,1.0,3,0.0,
nm11883215,36,1.0,9,0.0,
nm11883216,36,1.0,8,0.0,
nm11884850,36,1.0,7,0.0,
nm11885521,36,1.0,5,0.0,
nm11885597,36,1.0,6,0.0,
nm11885714,36,1.0,5,0.0,
nm11885715,36,1.0,4,0.0,
nm11885716,36,1.0,3,0.0,
nm11888138,36,1.0,6,0.075269,
nm1189034,73,0.477124,3,0.11014,3e-06
nm11891480,36,1.0,4,0.109185,
nm11892029,36,1.0,1,0.0,
nm11892030,36,1.0,0,0.0,
nm11894469,36,1.0,8,0.079646,
nm11894470,36,1.0,7,0.079646,
nm11894471,36,1.0,6,0.079646,
nm11894472,36,1.0,5,0.079646,
nm11894473,36,1.0,4,0.079646,
nm11894474,36,1.0,3,0.079646,
nm11894475,36,1.0,2,0.079646,
nm11896238,36,1.0,8,0.0,
nm1189725,71,0.591667,7,0.0,
nm1189897,36,1.0,7,0.111111,
nm1190245,36,1.0,4,0.0,
nm1190847,36,1.0,8,0.0,
nm11910231,36,1.0,8,0.0,
nm11910232,36,1.0,7,0.0,
nm11910235,36,1.0,6,0.0,
nm11910236,36,1.0,5,0.0,
nm11910237,36,1.0,4,0.0,
nm11910238,36,1.0,3,0.0,
nm11910240,36,1.0,2,0.0,
nm1191192,36,1.0,8,0.0,
nm11916315,36,1.0,7,0.0,
nm11916996,36,1.0,8,0.0,
nm1192296,36,1.0,7,0.106239,
nm1192347,66,0.725275,4,0.0,
nm11926377,36,1.0,9,0.077111,
nm11928807,36,1.0,7,0.06409,
nm1193571,36,1.0,9,0.0,
nm11936047,36,1.0,6,0.0,
nm1194281,72,0.470588,4,0.0,1.8e-05
nm1194778,36,1.0,7,0.0,
nm11955840,36,1.0,9,0.0,
nm11958694,36,1.0,8,0.116883,
nm11958700,36,1.0,7,0.116883,
nm11958707,36,1.0,6,0.116883,
nm11958714,36,1.0,5,0.116883,
nm1195879,36,1.0,3,0.0,
nm1195931,36,1.0,3,0.0,
nm11959712,36,1.0,9,0.0,
nm1196019,36,1.0,7,0.0,
nm11960691,36,1.0,8,0.0,
nm11962476,36,1.0,9,0.0,
nm11962642,36,1.0,7,0.119772,
nm11972147,36,1.0,8,0.116451,
nm1197336,36,1.0,7,0.0,
nm1197455,36,1.0,5,0.0,
nm1197464,36,1.0,6,0.117978,
nm1197629,36,1.0,8,0.0,
nm1197737,36,1.0,5,0.057117,
nm1197780,36,1.0,1,0.0,
nm11982834,36,1.0,8,0.0,
nm11982837,36,1.0,7,0.0,
nm11982838,36,1.0,6,0.0,
nm11982839,36,1.0,5,0.0,
nm11982840,36,1.0,4,0.0,
nm11982842,36,1.0,3,0.0,
nm11982844,36,1.0,2,0.0,
nm11982845,36,1.0,1,0.0,
nm1198628,75,0.490196,7,0.131524,0.000152
nm11989351,36,1.0,6,0.0,
nm11989496,36,1.0,7,0.094737,
nm11989497,36,1.0,6,0.094737,
nm1198975,36,1.0,7,0.0,
nm11989873,36,1.0,6,0.0,
nm11995543,36,1.0,6,0.0,
nm12000124,36,1.0,6,0.062253,
nm1200073,36,1.0,9,0.0,
nm12001759,36,1.0,4,0.0,
nm1200739,36,1.0,2,0.0,
nm12008512,36,1.0,6,0.0,
nm12008513,36,1.0,5,0.0,
nm12008514,36,1.0,4,0.0,
nm12008515,36,1.0,3,0.0,
nm1201151,36,1.0,6,0.089235,
nm12012221,36,1.0,9,0.0,
nm12012457,36,1.0,5,0.0,
nm12012458,36,1.0,4,0.0,
nm12012459,36,1.0,3,0.0,
nm12014030,36,1.0,2,0.0,
nm1201852,36,1.0,3,0.0,
nm1202122,36,1.0,2,0.0,
nm12023545,36,1.0,4,0.107877,
nm12029519,36,1.0,8,0.0,
nm1203291,36,1.0,5,0.0,
nm12034253,36,1.0,9,0.106239,
nm1203515,36,1.0,7,0.0,
nm1204212,36,1.0,4,0.0,
nm12042237,36,1.0,4,0.0,
nm12042238,36,1.0,3,0.0,
nm1204305,36,1.0,5,0.0,
nm1204308,36,1.0,0,0.0,
nm1204760,36,1.0,6,0.0,
nm1204891,36,1.0,8,0.0,
nm1204924,36,1.0,5,0.0,
nm1205016,36,1.0,4,0.0,
nm12052706,36,1.0,7,0.0,
nm12052708,36,1.0,6,0.0,
nm12052709,36,1.0,5,0.0,
nm1205311,36,1.0,6,0.0,
nm12057485,36,1.0,9,0.0,
nm12061022,36,1.0,4,0.0,
nm1206317,36,1.0,7,0.0,
nm1206435,36,1.0,7,0.0,
nm1207049,36,1.0,7,0.098901,
nm12071390,36,1.0,2,0.0,
nm12075493,36,1.0,8,0.0,
nm12077526,36,1.0,5,0.0,
nm1207895,72,0.470588,1,0.0,1.8e-05
nm1208035,36,1.0,5,0.0,
nm12081801,36,1.0,7,0.0,
nm12081823,36,1.0,6,0.0,
nm12081853,36,1.0,5,0.0,
nm12081923,36,1.0,4,0.0,
nm12081924,36,1.0,3,0.0,
nm12083010,36,1.0,6,0.0,
nm12083011,36,1.0,5,0.0,
nm12083012,36,1.0,4,0.0,
nm12083607,72,0.470588,5,0.0,0.0
nm12086195,36,1.0,7,0.120921,
nm12088102,36,1.0,1,0.0,
nm12090547,36,1.0,7,0.10396,
nm1209137,36,1.0,8,0.0,
nm1209192,36,1.0,4,0.0,
nm1209208,36,1.0,8,0.0,
nm1209226,36,1.0,4,0.0,
nm12092732,36,1.0,4,0.0,
nm12092733,36,1.0,3,0.0,
nm1209316,36,1.0,5,0.0,
nm1209413,36,1.0,7,0.0,
nm1209545,36,1.0,6,0.066596,
nm1209657,36,1.0,7,0.0,
nm12096772,36,1.0,7,0.101124,
nm12097323,36,1.0,8,0.0,
nm12097324,36,1.0,7,0.0,
nm12097325,36,1.0,6,0.0,
nm12097326,36,1.0,5,0.0,
nm12097327,36,1.0,4,0.0,
nm12097328,36,1.0,3,0.0,
nm1209792,36,1.0,6,0.0,
nm12099101,36,1.0,7,0.0,
nm1209966,36,1.0,7,0.0,
nm12102792,36,1.0,9,0.0,
nm12102793,36,1.0,8,0.0,
nm1210364,36,1.0,9,0.0,
nm1210776,36,1.0,1,0.0,
nm1210999,36,1.0,5,0.0,
nm12110161,36,1.0,7,0.0,
nm12111895,36,1.0,6,0.0,
nm1211326,36,1.0,7,0.0,
nm12120803,36,1.0,7,0.0,
nm12120804,36,1.0,6,0.0,
nm12121766,36,1.0,9,0.0,
nm1212515,36,1.0,5,0.109185,
nm1212722,36,1.0,4,0.0,
nm1212824,36,1.0,4,0.0,
nm12129669,36,1.0,8,0.0,
nm1213235,36,1.0,4,0.0,
nm12136451,36,1.0,1,0.0,
nm12139768,36,1.0,5,0.0,
nm1214463,36,1.0,5,0.0,
nm1214482,36,1.0,7,0.0,
nm12146152,36,1.0,6,0.0,
nm12149834,36,1.0,4,0.0,
nm12151643,36,1.0,6,0.104651,
nm1215228,36,1.0,6,0.0,
nm12154127,36,1.0,8,0.0,
nm12154493,36,1.0,7,0.0,
nm12155878,36,1.0,8,0.0,
nm12158334,36,1.0,7,0.0,
nm12159462,36,1.0,7,0.0,
nm12160436,36,1.0,4,0.0,
nm1216145,36,1.0,8,0.0,
nm1216245,73,0.477124,8,0.0,0.0
nm1216382,36,1.0,7,0.0,
nm1216390,36,1.0,5,0.0,
nm12166556,36,1.0,6,0.0,
nm12166557,72,0.470588,6,0.0,0.0
nm12166756,36,1.0,8,0.0,
nm1216915,36,1.0,8,0.0,
nm12175870,36,1.0,8,0.110915,
nm12176312,36,1.0,6,0.0,
nm12176313,36,1.0,5,0.0,
nm1217893,36,1.0,6,0.09389,
nm12180649,36,1.0,2,0.0,
nm12185136,36,1.0,9,0.0,
nm1218764,36,1.0,7,0.0,
nm1218915,36,1.0,2,0.0,
nm1218953,36,1.0,6,0.0,
nm12189729,36,1.0,5,0.0,
nm12189969,36,1.0,8,0.0,
nm12190402,36,1.0,9,0.0,
nm12191660,36,1.0,8,0.0,
nm12191661,36,1.0,7,0.0,
nm12191662,36,1.0,6,0.0,
nm12191663,36,1.0,5,0.0,
nm12196143,36,1.0,7,0.0,
nm12197382,36,1.0,7,0.0,
nm1219922,36,1.0,6,0.116022,
nm12203709,36,1.0,7,0.0,
nm12203718,36,1.0,6,0.0,
nm12203721,36,1.0,5,0.0,
nm12203722,36,1.0,4,0.0,
nm12203733,36,1.0,3,0.0,
nm12204126,36,1.0,6,0.0,
nm12204127,36,1.0,5,0.0,
nm12204128,36,1.0,4,0.0,
nm1220531,108,0.332308,3,0.0,0.00265
nm1220945,36,1.0,7,0.0,
nm1221047,36,1.0,6,0.062315,
nm1221055,36,1.0,4,0.0,
nm1221172,36,1.0,8,0.0,
nm12214753,36,1.0,7,0.0,
nm12215683,36,1.0,3,0.09633,
nm12219102,36,1.0,8,0.0,
nm12221961,36,1.0,7,0.0,
nm12225158,36,1.0,7,0.0,
nm1222856,36,1.0,8,0.0,
nm12229479,36,1.0,5,0.0,
nm12231888,36,1.0,7,0.0,
nm12231889,36,1.0,6,0.0,
nm12231890,36,1.0,5,0.0,
nm12231893,36,1.0,4,0.0,
nm12231894,36,1.0,3,0.0,
nm12231897,36,1.0,2,0.0,
nm12231899,36,1.0,1,0.0,
nm12231900,36,1.0,0,0.0,
nm12232380,36,1.0,1,0.0,
nm1223449,36,1.0,5,0.109948,
nm12235821,36,1.0,3,0.0,
nm12236478,36,1.0,7,0.0,
nm12239003,36,1.0,4,0.0,
nm12239799,36,1.0,8,0.0,
nm12239800,36,1.0,7,0.0,
nm12239801,36,1.0,6,0.0,
nm12239802,36,1.0,5,0.0,
nm12239803,36,1.0,4,0.0,
nm1223982,36,1.0,9,0.0,
nm1224082,36,1.0,3,0.115596,
nm12242222,36,1.0,5,0.0,
nm12242794,36,1.0,4,0.0,
nm1224286,36,1.0,5,0.0,
nm1224415,36,1.0,8,0.0,
nm12251475,36,1.0,7,0.0,
nm1225348,36,1.0,6,0.0,
nm1225681,36,1.0,9,0.0,
nm1225848,36,1.0,8,0.0,
nm1226419,36,1.0,6,0.0,
nm1227161,36,1.0,5,0.0,
nm1227303,36,1.0,5,0.0,
nm1227481,36,1.0,5,0.0,
nm1227718,36,1.0,9,0.105528,
nm1227749,36,1.0,8,0.0,
nm1227864,36,1.0,5,0.0,
nm1228007,36,1.0,5,0.0,
nm1228072,36,1.0,3,0.0,
nm1228132,72,0.470588,8,0.0,0.0
nm1228419,36,1.0,4,0.0,
nm12284344,36,1.0,6,0.0,
nm12285095,36,1.0,6,0.111901,
nm12285098,36,1.0,8,0.0,
nm12285851,36,1.0,7,0.0,
nm1228805,72,0.470588,7,0.0,0.0
nm12291127,36,1.0,5,0.0,
nm12292817,36,1.0,8,0.0,
nm12292818,36,1.0,7,0.0,
nm12292819,36,1.0,6,0.0,
nm12294533,36,1.0,7,0.114338,
nm12295372,36,1.0,4,0.116883,
nm1229699,36,1.0,3,0.0,
nm12297157,36,1.0,8,0.0,
nm12297160,36,1.0,7,0.0,
nm1229757,36,1.0,6,0.0,
nm1229940,36,1.0,5,0.122807,
nm12299612,36,1.0,3,0.0,
nm12304446,36,1.0,5,0.117978,
nm12307883,36,1.0,9,0.121387,
nm1230844,36,1.0,8,0.123529,
nm12310585,36,1.0,7,0.0,
nm12313373,36,1.0,8,0.066107,
nm1231813,36,1.0,8,0.098131,
nm1231867,36,1.0,6,0.0,
nm12319971,36,1.0,5,0.0,
nm1232756,36,1.0,7,0.0,
nm12328075,36,1.0,6,0.065353,
nm12328267,36,1.0,7,0.105,
nm1232983,36,1.0,7,0.0,
nm1233224,36,1.0,8,0.0,
nm12333318,36,1.0,4,0.0,
nm1233662,36,1.0,8,0.0,
nm12337289,36,1.0,5,0.104132,
nm12340952,36,1.0,5,0.0,
nm1234939,36,1.0,5,0.0,
nm1235052,72,0.470588,4,0.0,0.0
nm1235277,36,1.0,6,0.0,
nm1235303,36,1.0,7,0.0,
nm1235318,36,1.0,5,0.0,
nm1235505,72,0.470588,4,0.0,0.0
nm1235659,36,1.0,6,0.0,
nm12366953,36,1.0,6,0.0,
nm1237235,36,1.0,8,0.0,
nm12372874,36,1.0,5,0.0,
nm12375173,36,1.0,4,0.0,
nm1237533,36,1.0,8,0.0,
nm12376008,36,1.0,4,0.0,
nm12376183,36,1.0,6,0.105,
nm12376184,36,1.0,5,0.105,
nm12376185,36,1.0,4,0.105,
nm12377881,36,1.0,7,0.0,
nm1238264,36,1.0,6,0.0,
nm12383623,36,1.0,8,0.0,
nm12384045,36,1.0,7,0.0,
nm12385549,36,1.0,7,0.09633,
nm12385551,36,1.0,6,0.09633,
nm12385553,36,1.0,5,0.09633,
nm12385554,36,1.0,4,0.09633,
nm12385563,36,1.0,3,0.09633,
nm12385566,36,1.0,2,0.09633,
nm1238589,36,1.0,6,0.0,
nm1238739,36,1.0,5,0.0,
nm1238859,36,1.0,6,0.0,
nm1239049,36,1.0,5,0.0,
nm1239481,36,1.0,7,0.104305,
nm1239713,36,1.0,6,0.0,
nm1239720,36,1.0,6,0.0,
nm12399467,36,1.0,7,0.0,
nm12399802,36,1.0,4,0.0,
nm12402087,36,1.0,7,0.088483,
nm12403422,36,1.0,8,0.106239,
nm12406099,36,1.0,3,0.0,
nm12406100,36,1.0,2,0.0,
nm12407569,36,1.0,4,0.0,
nm12413302,36,1.0,5,0.0,
nm1241531,36,1.0,7,0.103789,
nm1241578,141,0.267045,7,0.0,0.007879
nm12416423,36,1.0,6,0.0,
nm1241910,36,1.0,2,0.115596,
nm1242118,36,1.0,5,0.0,
nm1242253,36,1.0,7,0.0,
nm12427244,36,1.0,9,0.0,
nm12427606,36,1.0,8,0.0,
nm1242836,36,1.0,5,0.0,
nm1243103,36,1.0,8,0.0,
nm12434667,36,1.0,8,0.0,
nm12434679,36,1.0,7,0.0,
nm12434680,36,1.0,6,0.0,
nm12434683,36,1.0,5,0.0,
nm12435107,36,1.0,7,0.0,
nm1243922,36,1.0,6,0.0,
nm12443640,36,1.0,5,0.0,
nm12445583,36,1.0,4,0.0,
nm12448083,36,1.0,6,0.0,
nm1244880,72,0.470588,9,0.073341,4.8e-05
nm1244898,108,0.307692,7,0.0,4e-05
nm1244971,72,0.470588,2,0.105351,2.5e-05
nm1245077,72,0.470588,3,0.0,0.0
nm1245347,36,1.0,6,0.06409,
nm12454992,36,1.0,4,0.0,
nm12454993,36,1.0,3,0.0,
nm1245754,36,1.0,6,0.0,
nm1246284,36,1.0,5,0.0,
nm12466518,36,1.0,7,0.0,
nm1246724,36,1.0,1,0.0,
nm12470282,36,1.0,2,0.0,
nm12470285,36,1.0,1,0.0,
nm12471068,36,1.0,9,0.0,
nm12473275,36,1.0,5,0.0,
nm12473650,36,1.0,8,0.119545,
nm12474069,36,1.0,6,0.0,
nm12474070,36,1.0,5,0.0,
nm12474071,36,1.0,4,0.0,
nm12474072,36,1.0,3,0.0,
