actorId,triangles,clusteringCoefficient,kshell,closeness,betweenness
nm10434853,36,1.0,8,0.0,
nm10434854,36,1.0,7,0.0,
nm10434855,36,1.0,6,0.0,
nm10435079,36,1.0,7,0.0,
nm10435347,36,1.0,9,0.0,
nm10435352,36,1.0,3,0.0,
nm10435353,36,1.0,2,0.0,
nm10435487,36,1.0,9,0.0,
nm10435803,36,1.0,8,0.0,
nm10436161,36,1.0,8,0.060519,
nm10436239,36,1.0,8,0.057065,
nm10436240,36,1.0,7,0.057065,
nm10436241,36,1.0,6,0.057065,
nm10436242,36,1.0,5,0.057065,
nm10436337,36,1.0,9,0.0,
nm10436348,36,1.0,8,0.0,
nm10436357,36,1.0,8,0.112299,
nm10436379,36,1.0,7,0.0,
nm10436380,36,1.0,6,0.0,
nm10436382,36,1.0,5,0.0,
nm10436383,36,1.0,4,0.0,
nm10436384,36,1.0,3,0.0,
nm10436386,36,1.0,2,0.0,
nm10436387,36,1.0,8,0.0,
nm10436514,36,1.0,8,0.0,
nm10436515,36,1.0,7,0.0,
nm10436662,36,1.0,8,0.0,
nm10436706,36,1.0,6,0.0,
nm10436707,36,1.0,5,0.0,
nm10436708,36,1.0,4,0.0,
nm10436714,36,1.0,7,0.0,
nm10436776,36,1.0,8,0.0,
nm10436817,36,1.0,9,0.0,
nm10436818,36,1.0,8,0.0,
nm10436819,36,1.0,7,0.0,
nm10436820,36,1.0,6,0.0,
nm10436880,36,1.0,7,0.0,
nm10436897,36,1.0,6,0.0,
nm10436898,36,1.0,5,0.0,
nm10436902,36,1.0,4,0.0,
nm10437046,36,1.0,9,0.0,
nm10437049,36,1.0,8,0.0,
nm10437050,36,1.0,7,0.0,
nm10437051,36,1.0,6,0.0,
nm10437052,36,1.0,5,0.0,
nm10437053,36,1.0,4,0.0,
nm10437230,36,1.0,9,0.0,
nm10437231,36,1.0,8,0.0,
nm10437232,36,1.0,7,0.0,
nm10437233,36,1.0,6,0.0,
nm10437234,36,1.0,5,0.0,
nm10437235,36,1.0,4,0.0,
nm10437236,36,1.0,3,0.0,
nm10437237,36,1.0,2,0.0,
nm10437238,36,1.0,1,0.0,
nm10437291,36,1.0,7,0.0,
nm10437293,36,1.0,9,0.0,
nm10437294,36,1.0,8,0.0,
nm10437295,36,1.0,7,0.0,
nm10437297,36,1.0,8,0.0,
nm10437839,36,1.0,8,0.0,
nm10437906,36,1.0,9,0.0,
nm10437915,36,1.0,9,0.0,
nm10437917,36,1.0,8,0.0,
nm10437925,36,1.0,8,0.0,
nm10437933,36,1.0,7,0.0,
nm10437934,36,1.0,6,0.0,
nm10437937,36,1.0,5,0.0,
nm10437997,36,1.0,4,0.0,
nm10437998,36,1.0,3,0.0,
nm10438054,36,1.0,8,0.0,
nm10438090,36,1.0,9,0.0,
nm10438091,36,1.0,8,0.0,
nm10438092,36,1.0,7,0.0,
nm10438100,36,1.0,9,0.0,
nm10438101,36,1.0,8,0.0,
nm10438102,36,1.0,7,0.0,
nm10438103,36,1.0,6,0.0,
nm10438104,36,1.0,5,0.0,
nm10438105,36,1.0,4,0.0,
nm10438106,36,1.0,3,0.0,
nm10438107,36,1.0,2,0.0,
nm10438212,36,1.0,2,0.0,
nm10438308,36,1.0,9,0.0,
nm10438367,36,1.0,9,0.0,
nm10438436,36,1.0,4,0.0,
nm10438437,36,1.0,3,0.0,
nm10438506,36,1.0,9,0.0,
nm10438512,36,1.0,9,0.0,
nm10438513,36,1.0,8,0.0,
nm10438514,36,1.0,7,0.0,
nm10438515,36,1.0,6,0.0,
nm10438661,36,1.0,7,0.0,
nm10438662,36,1.0,6,0.0,
nm10438663,36,1.0,5,0.0,
nm10438664,36,1.0,4,0.0,
nm10438665,36,1.0,3,0.0,
nm10438666,36,1.0,2,0.0,
nm10438667,36,1.0,1,0.0,
nm10438727,36,1.0,8,0.0,
nm10438788,36,1.0,8,0.0,
nm10438789,36,1.0,7,0.0,
nm10439875,36,1.0,8,0.0,
nm10439927,36,1.0,9,0.0,
nm10439994,36,1.0,8,0.0,
nm10439995,36,1.0,7,0.0,
nm10440018,36,1.0,8,0.0,
nm10440306,36,1.0,9,0.115596,
nm10440438,36,1.0,9,0.104478,
nm10440439,36,1.0,8,0.104478,
nm10440440,36,1.0,7,0.104478,
nm10440456,36,1.0,8,0.0,
nm10440458,36,1.0,7,0.0,
nm10440485,36,1.0,9,0.0,
nm10440486,36,1.0,8,0.0,
nm10440585,36,1.0,8,0.0,
nm10440586,36,1.0,7,0.0,
nm10440587,36,1.0,6,0.0,
nm10440590,36,1.0,5,0.0,
nm10440593,36,1.0,4,0.0,
nm10441025,36,1.0,7,0.103618,
nm10441026,36,1.0,6,0.103618,
nm10441249,36,1.0,2,0.098437,
nm10441641,36,1.0,7,0.0,
nm10441642,36,1.0,6,0.0,
nm10441643,36,1.0,5,0.0,
nm10441644,36,1.0,4,0.0,
nm10441908,36,1.0,5,0.0,
nm10442492,36,1.0,6,0.0,
nm10442493,36,1.0,5,0.0,
nm10442521,36,1.0,8,0.0,
nm10442541,36,1.0,9,0.0,
nm10442542,36,1.0,8,0.0,
nm10442543,36,1.0,7,0.0,
nm10442544,36,1.0,6,0.0,
nm10442568,36,1.0,9,0.0,
nm10442609,36,1.0,7,0.0,
nm10442610,36,1.0,6,0.0,
nm10442611,36,1.0,5,0.0,
nm10442613,36,1.0,4,0.0,
nm10442617,36,1.0,3,0.0,
nm10442618,36,1.0,2,0.0,
nm10442619,36,1.0,1,0.0,
nm10442620,36,1.0,0,0.0,
nm10443256,36,1.0,8,0.0,
nm10443275,36,1.0,3,0.0,
nm10443280,36,1.0,8,0.0,
nm10443281,36,1.0,7,0.0,
nm10443282,36,1.0,6,0.0,
nm10443338,36,1.0,8,0.0,
nm10443339,36,1.0,7,0.0,
nm10443350,36,1.0,6,0.0,
nm10443351,36,1.0,5,0.0,
nm10443352,36,1.0,4,0.0,
nm10443353,36,1.0,3,0.0,
nm10443676,36,1.0,9,0.0,
nm10443677,36,1.0,8,0.0,
nm10443679,36,1.0,7,0.0,
nm10443700,36,1.0,8,0.0,
nm10443712,36,1.0,7,0.0,
nm10443714,36,1.0,6,0.0,
nm10443837,36,1.0,8,0.0,
nm10443838,36,1.0,7,0.0,
nm10443890,36,1.0,8,0.098901,
nm10443945,36,1.0,5,0.0,
nm10443946,36,1.0,4,0.0,
nm10443947,36,1.0,3,0.0,
nm10443948,36,1.0,2,0.0,
nm10443949,36,1.0,1,0.0,
nm10443950,36,1.0,0,0.0,
nm10444071,36,1.0,9,0.0,
nm10444074,36,1.0,8,0.0,
nm10444082,36,1.0,7,0.0,
nm10444085,36,1.0,6,0.0,
nm10444269,36,1.0,7,0.0,
nm10444356,36,1.0,4,0.0,
nm10444491,36,1.0,7,0.0,
nm10445111,36,1.0,3,0.0,
nm10445501,36,1.0,8,0.0,
nm10445558,36,1.0,8,0.104305,
nm10446087,36,1.0,4,0.0,
nm10446092,36,1.0,3,0.0,
nm10446094,36,1.0,2,0.0,
nm1044611,36,1.0,7,0.0,
nm10446124,72,0.529412,2,0.0,
nm10446125,36,1.0,9,0.0,
nm10446126,36,1.0,8,0.0,
nm10446127,36,1.0,7,0.0,
nm10446128,36,1.0,6,0.0,
nm10446129,36,1.0,5,0.0,
nm10446252,36,1.0,8,0.0,
nm10446288,36,1.0,8,0.0,
nm10446477,36,1.0,7,0.0,
nm10446480,36,1.0,8,0.0,
nm1044653,36,1.0,7,0.0,
nm10446552,36,1.0,8,0.109565,
nm10446554,36,1.0,7,0.109565,
nm10446558,36,1.0,6,0.109565,
nm10447070,36,1.0,9,0.0,
nm10447364,36,1.0,8,0.0,
nm10447409,36,1.0,7,0.0,
nm10447436,36,1.0,8,0.097072,
nm10447683,36,1.0,9,0.0,
nm10447830,36,1.0,2,0.0,
nm10447831,36,1.0,1,0.0,
nm10447861,36,1.0,8,0.0,
nm10447862,36,1.0,7,0.0,
nm10447863,36,1.0,6,0.0,
nm10447865,36,1.0,5,0.0,
nm10448083,36,1.0,7,0.0,
nm10448110,36,1.0,9,0.0,
nm10448118,36,1.0,6,0.0,
nm10448186,36,1.0,5,0.0,
nm10448555,36,1.0,9,0.0,
nm10448556,36,1.0,8,0.0,
nm10448672,36,1.0,7,0.0,
nm10448673,36,1.0,6,0.0,
nm10448674,36,1.0,5,0.0,
nm10448675,36,1.0,4,0.0,
nm10448676,36,1.0,3,0.0,
nm10448886,36,1.0,8,0.103448,
nm10448915,36,1.0,9,0.0,
nm10448916,36,1.0,8,0.0,
nm10448917,36,1.0,7,0.0,
nm10448918,36,1.0,6,0.0,
nm10448919,36,1.0,5,0.0,
nm10449216,36,1.0,9,0.0,
nm10449217,36,1.0,8,0.0,
nm10449218,36,1.0,7,0.0,
nm10449219,36,1.0,6,0.0,
nm10449220,36,1.0,5,0.0,
nm10449222,36,1.0,4,0.0,
nm10449223,36,1.0,3,0.0,
nm10449224,36,1.0,2,0.0,
nm10449320,36,1.0,8,0.0,
nm10449322,36,1.0,6,0.0,
nm10449325,36,1.0,5,0.0,
nm10449335,36,1.0,4,0.0,
nm10449336,36,1.0,3,0.0,
nm10449340,36,1.0,2,0.0,
nm10449603,36,1.0,7,0.0,
nm10449604,36,1.0,6,0.0,
nm10449626,36,1.0,9,0.0,
nm10449632,36,1.0,3,0.0,
nm10449987,36,1.0,9,0.0,
nm10449993,36,1.0,8,0.0,
nm10449999,36,1.0,7,0.0,
nm10450000,36,1.0,6,0.0,
nm10450002,36,1.0,5,0.0,
nm10450003,36,1.0,4,0.0,
nm10450005,36,1.0,3,0.0,
nm10450007,36,1.0,2,0.0,
nm10450012,36,1.0,1,0.0,
nm10450014,36,1.0,0,0.0,
nm10450051,36,1.0,8,0.0,
nm10450153,36,1.0,6,0.0,
nm10450154,36,1.0,5,0.0,
nm10450232,36,1.0,9,0.0,
nm10450256,36,1.0,7,0.0,
nm10450264,36,1.0,6,0.0,
nm10450270,36,1.0,6,0.0,
nm10450363,36,1.0,9,0.0,
nm10450558,36,1.0,8,0.0,
nm10450559,36,1.0,7,0.0,
nm10450735,36,1.0,9,0.113514,
nm10450799,36,1.0,9,0.0,
nm10450800,36,1.0,8,0.0,
nm10451089,36,1.0,7,0.0,
nm10451090,36,1.0,6,0.0,
nm10451119,36,1.0,8,0.0,
nm1045112,36,1.0,5,0.0,
nm10451120,36,1.0,7,0.0,
nm10451259,36,1.0,4,0.0,
nm10451263,36,1.0,3,0.0,
nm10451264,36,1.0,2,0.0,
nm10451270,36,1.0,1,0.0,
nm10451457,36,1.0,9,0.0,
nm10451470,36,1.0,7,0.0,
nm10451471,36,1.0,6,0.0,
nm10451472,36,1.0,5,0.0,
nm10451473,36,1.0,4,0.0,
nm10451474,36,1.0,3,0.0,
nm10451477,36,1.0,2,0.0,
nm10451478,36,1.0,1,0.0,
nm10451508,36,1.0,9,0.0,
nm10451509,36,1.0,8,0.0,
nm10451510,36,1.0,7,0.0,
nm10451512,36,1.0,6,0.0,
nm10451612,36,1.0,6,0.0,
nm10451613,36,1.0,5,0.0,
nm10451614,36,1.0,4,0.0,
nm10451615,36,1.0,3,0.0,
nm10451631,36,1.0,6,0.0,
nm10451714,36,1.0,8,0.0,
nm10452066,36,1.0,7,0.106599,
nm10452474,36,1.0,9,0.0,
nm10452475,36,1.0,8,0.0,
nm10452817,36,1.0,6,0.0,
nm10452901,36,1.0,8,0.0,
nm10452940,36,1.0,8,0.0,
nm10452946,36,1.0,7,0.0,
nm10452948,36,1.0,6,0.0,
nm10453054,36,1.0,8,0.0,
nm10453055,36,1.0,7,0.0,
nm10453496,36,1.0,9,0.0,
nm10453500,36,1.0,8,0.0,
nm10453504,36,1.0,7,0.0,
nm10453506,71,0.591667,9,0.0,
nm10453517,36,1.0,6,0.0,
nm10453748,36,1.0,9,0.0,
nm10454016,36,1.0,0,0.0,
nm10454291,36,1.0,9,0.0,
nm10454383,36,1.0,7,0.0,
nm10454403,36,1.0,8,0.0,
nm10454404,36,1.0,7,0.0,
nm10454405,36,1.0,6,0.0,
nm10454406,36,1.0,5,0.0,
nm10454407,36,1.0,4,0.0,
nm10454483,36,1.0,7,0.0,
nm10454485,36,1.0,6,0.0,
nm10454586,36,1.0,9,0.0,
nm10454587,36,1.0,8,0.0,
nm10454817,36,1.0,9,0.0,
nm10454823,36,1.0,8,0.103789,
nm10454894,36,1.0,9,0.0,
nm10454895,36,1.0,8,0.0,
nm10454896,36,1.0,7,0.0,
nm10454897,36,1.0,6,0.0,
nm10454898,36,1.0,5,0.0,
nm10454899,36,1.0,4,0.0,
nm10455044,73,0.477124,9,0.0,1.2e-05
nm10455049,36,1.0,9,0.0,
nm10455074,36,1.0,6,0.0,
nm10455087,36,1.0,5,0.0,
nm10455136,36,1.0,7,0.0,
nm10455286,36,1.0,7,0.0,
nm10455288,36,1.0,8,0.0,
nm10455290,36,1.0,2,0.0,
nm10455301,36,1.0,6,0.0,
nm10455667,36,1.0,6,0.0,
nm10455669,36,1.0,5,0.0,
nm10455670,36,1.0,4,0.0,
nm10455671,36,1.0,3,0.0,
nm10455677,36,1.0,2,0.0,
nm10455678,36,1.0,1,0.0,
nm10455679,36,1.0,0,0.0,
nm10455697,36,1.0,8,0.0,
nm10455698,36,1.0,7,0.0,
nm10455699,36,1.0,6,0.0,
nm10455701,36,1.0,5,0.0,
nm10455705,36,1.0,4,0.0,
nm10455726,36,1.0,9,0.0,
nm10455727,36,1.0,8,0.0,
nm10455731,36,1.0,7,0.0,
nm10455733,36,1.0,6,0.0,
nm10455845,36,1.0,7,0.0,
nm10455867,36,1.0,9,0.0,
nm10455889,36,1.0,8,0.0,
nm1045593,36,1.0,6,0.0,
nm10456047,36,1.0,7,0.127273,
nm10456061,36,1.0,8,0.0,
nm10456062,36,1.0,7,0.0,
nm10456063,36,1.0,6,0.0,
nm10456065,36,1.0,5,0.0,
nm10456066,36,1.0,4,0.0,
nm10456067,36,1.0,3,0.0,
nm10456069,36,1.0,2,0.0,
nm10456639,36,1.0,8,0.0,
nm10456640,36,1.0,7,0.0,
nm10456641,36,1.0,6,0.0,
nm10456642,36,1.0,5,0.0,
nm10456643,36,1.0,4,0.0,
nm10456688,36,1.0,7,0.0,
nm10456689,36,1.0,6,0.0,
nm1045684,36,1.0,8,0.0,
nm10456913,36,1.0,7,0.0,
nm10456939,36,1.0,5,0.0,
nm10456946,36,1.0,6,0.0,
nm10456947,36,1.0,5,0.0,
nm10456949,36,1.0,4,0.0,
nm10456953,36,1.0,3,0.0,
nm10457000,36,1.0,8,0.075995,
nm10457031,36,1.0,8,0.088359,
nm10457032,36,1.0,7,0.088359,
nm10457033,36,1.0,6,0.088359,
nm10457229,36,1.0,6,0.0,
nm10457373,36,1.0,9,0.0,
nm10457374,36,1.0,8,0.0,
nm10457412,36,1.0,7,0.0,
nm10457644,36,1.0,9,0.0,
nm10457991,36,1.0,8,0.0,
nm10457992,36,1.0,7,0.0,
nm10457993,36,1.0,6,0.0,
nm10457994,36,1.0,5,0.0,
nm10457995,36,1.0,4,0.0,
nm10457996,36,1.0,3,0.0,
nm10457998,36,1.0,2,0.0,
nm10458037,36,1.0,7,0.0,
nm10458038,36,1.0,6,0.0,
nm10458155,36,1.0,9,0.0,
nm10458156,36,1.0,8,0.0,
nm10458157,36,1.0,7,0.0,
nm10458158,36,1.0,6,0.0,
nm10458160,36,1.0,5,0.0,
nm10458161,36,1.0,4,0.0,
nm10458311,36,1.0,6,0.0,
nm1045839,36,1.0,9,0.0,
nm10458435,36,1.0,9,0.0,
nm10458436,36,1.0,8,0.0,
nm10458581,36,1.0,9,0.0,
nm10458798,36,1.0,5,0.0,
nm10458972,36,1.0,8,0.098592,
nm10458976,36,1.0,9,0.0,
nm10459071,36,1.0,9,0.0,
nm1045934,36,1.0,7,0.0,
nm10459374,36,1.0,8,0.0,
nm10459375,36,1.0,7,0.0,
nm10459376,36,1.0,6,0.0,
nm10459377,36,1.0,5,0.0,
nm10459411,66,0.725275,9,0.0,
nm10459412,66,0.725275,8,0.0,
nm10459413,66,0.725275,7,0.0,
nm10459414,66,0.725275,6,0.0,
nm10459415,66,0.725275,5,0.0,
nm10459419,36,1.0,9,0.0,
nm10459420,36,1.0,8,0.0,
nm10459421,36,1.0,7,0.0,
nm10459423,36,1.0,6,0.0,
nm10459444,36,1.0,7,0.0,
nm10459445,36,1.0,6,0.0,
nm1045948,36,1.0,2,0.0,
nm10459559,36,1.0,9,0.116022,
nm10459591,36,1.0,9,0.0,
nm10459748,111,0.402174,10,0.0,1.7e-05
nm10459749,36,1.0,9,0.0,
nm10459750,36,1.0,8,0.0,
nm10459963,36,1.0,5,0.0,
nm1046050,36,1.0,8,0.0,
nm10460602,36,1.0,7,0.0,
nm10460603,36,1.0,6,0.0,
nm10460845,36,1.0,9,0.0,
nm1046097,36,1.0,5,0.0,
nm10461331,36,1.0,9,0.0,
nm10461340,36,1.0,9,0.0,
nm10461341,36,1.0,8,0.0,
nm10461344,36,1.0,7,0.0,
nm10461345,36,1.0,6,0.0,
nm10461346,36,1.0,5,0.0,
nm10461348,36,1.0,4,0.0,
nm10461349,36,1.0,3,0.0,
nm10461857,36,1.0,7,0.098437,
nm10461997,36,1.0,8,0.0,
nm10461998,36,1.0,7,0.0,
nm10461999,36,1.0,6,0.0,
nm10462013,36,1.0,8,0.0,
nm10462015,36,1.0,7,0.0,
nm10462017,36,1.0,6,0.0,
nm10462404,36,1.0,5,0.0,
nm10462459,36,1.0,9,0.0,
nm10462460,36,1.0,8,0.0,
nm10462461,36,1.0,7,0.0,
nm10462462,36,1.0,6,0.0,
nm10462463,36,1.0,5,0.0,
nm10462465,36,1.0,4,0.0,
nm10462658,36,1.0,9,0.0,
nm10462660,36,1.0,8,0.0,
nm10462662,36,1.0,7,0.0,
nm10462688,36,1.0,7,0.0,
nm10463079,36,1.0,4,0.0,
nm10463082,36,1.0,3,0.0,
nm10463083,36,1.0,2,0.0,
nm10463089,36,1.0,1,0.0,
nm1046347,36,1.0,5,0.0,
nm10464031,36,1.0,6,0.125498,
nm10464078,36,1.0,9,0.0,
nm10464079,36,1.0,8,0.0,
nm10464081,36,1.0,7,0.0,
nm10464233,36,1.0,3,0.0,
nm10464249,36,1.0,7,0.0,
nm10464461,36,1.0,6,0.0,
nm10464469,36,1.0,7,0.0,
nm10464505,36,1.0,6,0.0,
nm10464506,36,1.0,5,0.0,
nm10464513,36,1.0,6,0.0,
nm10464709,36,1.0,9,0.0,
nm10464710,36,1.0,8,0.0,
nm10464711,36,1.0,7,0.0,
nm10464713,36,1.0,6,0.0,
nm10464715,36,1.0,5,0.0,
nm10464716,36,1.0,4,0.0,
nm10464890,36,1.0,8,0.0,
nm10465362,36,1.0,9,0.0,
nm10465363,36,1.0,8,0.0,
nm10465364,36,1.0,7,0.0,
nm10465366,36,1.0,6,0.0,
nm10465367,36,1.0,5,0.0,
nm10465625,36,1.0,8,0.0,
nm10465963,36,1.0,7,0.0,
nm10466003,36,1.0,5,0.0,
nm10466029,36,1.0,7,0.0,
nm10466396,36,1.0,7,0.0,
nm10466646,36,1.0,3,0.0,
nm10467058,36,1.0,9,0.087017,
nm10467060,36,1.0,8,0.087017,
nm10467061,36,1.0,7,0.087017,
nm10467144,36,1.0,6,0.0,
nm10467145,36,1.0,5,0.0,
nm10467151,36,1.0,8,0.0,
nm10467152,36,1.0,7,0.0,
nm10467153,36,1.0,6,0.0,
nm10467155,36,1.0,5,0.0,
nm10467156,36,1.0,4,0.0,
nm10467158,36,1.0,3,0.0,
nm10467444,36,1.0,6,0.0,
nm10467492,36,1.0,4,0.0,
nm10467749,36,1.0,8,0.0,
nm10467895,36,1.0,6,0.065693,
nm10467925,36,1.0,9,0.0,
nm10467931,36,1.0,8,0.0,
nm10467932,36,1.0,7,0.0,
nm10467933,36,1.0,6,0.0,
nm10467935,36,1.0,5,0.0,
nm10467937,36,1.0,4,0.0,
nm10467938,36,1.0,3,0.0,
nm10468302,36,1.0,9,0.0,
nm10468303,36,1.0,8,0.0,
nm10468304,36,1.0,7,0.0,
nm10468305,36,1.0,6,0.0,
nm10468306,36,1.0,5,0.0,
nm10468307,36,1.0,4,0.0,
nm10468599,36,1.0,8,0.0,
nm10468604,36,1.0,7,0.0,
nm10468606,36,1.0,6,0.0,
nm10468607,36,1.0,5,0.0,
nm10468792,36,1.0,8,0.0,
nm10468793,36,1.0,7,0.0,
nm10468981,36,1.0,8,0.0,
nm10468982,36,1.0,7,0.0,
nm10468983,36,1.0,6,0.0,
nm10468984,36,1.0,5,0.0,
nm10468985,36,1.0,4,0.0,
nm10468986,36,1.0,3,0.0,
nm10468987,36,1.0,2,0.0,
nm10468988,36,1.0,1,0.0,
nm10469117,36,1.0,8,0.0,
nm10469118,36,1.0,7,0.0,
nm10469119,36,1.0,6,0.0,
nm10469223,36,1.0,8,0.0,
nm10469224,36,1.0,7,0.0,
nm10469272,36,1.0,9,0.0,
nm10469273,36,1.0,8,0.0,
nm10469274,36,1.0,7,0.0,
nm10469691,36,1.0,7,0.0,
nm10469692,36,1.0,6,0.0,
nm10469969,36,1.0,8,0.0875,
nm10470415,36,1.0,8,0.119318,
nm10471003,36,1.0,9,0.0,
nm10471004,36,1.0,8,0.0,
nm10471291,36,1.0,9,0.0,
nm10471344,36,1.0,9,0.0,
nm10471433,36,1.0,0,0.0,
nm10471447,36,1.0,7,0.0,
nm10471485,36,1.0,6,0.0,
nm10471695,36,1.0,9,0.0,
nm10471696,36,1.0,8,0.0,
nm10471697,36,1.0,7,0.0,
nm10471698,36,1.0,6,0.0,
nm10471699,36,1.0,5,0.0,
nm10471700,36,1.0,4,0.0,
nm10471701,36,1.0,3,0.0,
nm10471702,36,1.0,2,0.0,
nm10471719,36,1.0,7,0.119545,
nm10471873,36,1.0,9,0.0,
nm10471874,36,1.0,8,0.0,
nm10471875,36,1.0,7,0.0,
nm10471877,36,1.0,6,0.0,
nm10471878,36,1.0,5,0.0,
nm10471922,36,1.0,8,0.0,
nm10471978,36,1.0,7,0.0,
nm10471979,36,1.0,6,0.0,
nm10471980,36,1.0,5,0.0,
nm10472095,36,1.0,3,0.0,
nm10472112,36,1.0,8,0.0,
nm10472113,36,1.0,7,0.0,
nm10472114,36,1.0,6,0.0,
nm10472115,36,1.0,5,0.0,
nm10472116,36,1.0,4,0.0,
nm10472117,36,1.0,3,0.0,
nm10472118,36,1.0,2,0.0,
nm10472119,36,1.0,1,0.0,
nm10472429,36,1.0,6,0.0,
nm10472974,36,1.0,8,0.0,
nm10472975,36,1.0,7,0.0,
nm10472976,36,1.0,6,0.0,
nm10472977,36,1.0,5,0.0,
nm10472978,36,1.0,4,0.0,
nm10472979,36,1.0,3,0.0,
nm10473062,36,1.0,8,0.0,
nm10473064,36,1.0,7,0.0,
nm10473389,36,1.0,8,0.0,
nm10473926,36,1.0,9,0.0,
nm10473992,36,1.0,8,0.0,
nm10474257,36,1.0,2,0.0,
nm10474375,36,1.0,8,0.097523,
nm10474376,36,1.0,7,0.097523,
nm10474377,36,1.0,6,0.097523,
nm10474378,36,1.0,5,0.097523,
nm10474522,36,1.0,9,0.107877,
nm10474524,36,1.0,8,0.107877,
nm10474525,36,1.0,7,0.107877,
nm10474556,36,1.0,9,0.1125,
nm10474557,36,1.0,8,0.1125,
nm10474558,36,1.0,7,0.1125,
nm10474789,36,1.0,9,0.0,
nm10474790,36,1.0,8,0.0,
nm10474791,36,1.0,7,0.0,
nm10474792,36,1.0,6,0.0,
nm10474793,36,1.0,5,0.0,
nm10474794,36,1.0,4,0.0,
nm10474795,36,1.0,3,0.0,
nm10474986,36,1.0,7,0.111111,
nm10474988,36,1.0,6,0.111307,
nm10475047,36,1.0,5,0.0,
nm10475048,36,1.0,4,0.0,
nm10475049,36,1.0,3,0.0,
nm10475050,36,1.0,2,0.0,
nm10475051,36,1.0,1,0.0,
nm10475220,36,1.0,6,0.0,
nm10476376,36,1.0,8,0.0,
nm10476379,36,1.0,7,0.0,
nm10476380,36,1.0,6,0.0,
nm10476420,36,1.0,8,0.0,
nm10476491,36,1.0,9,0.0,
nm10476621,36,1.0,9,0.0,
nm10476623,36,1.0,8,0.0,
nm10476624,36,1.0,7,0.0,
nm10476626,36,1.0,6,0.0,
nm10476627,36,1.0,5,0.0,
nm10476628,36,1.0,4,0.0,
nm10476629,36,1.0,3,0.0,
nm10476631,36,1.0,2,0.0,
nm10476634,36,1.0,1,0.0,
nm10476706,36,1.0,7,0.0,
nm10476968,36,1.0,9,0.0,
nm10476971,36,1.0,9,0.0,
nm1047726,72,0.470588,7,0.0,0.0
nm10477371,36,1.0,9,0.0,
nm10477372,36,1.0,8,0.0,
nm10477373,36,1.0,7,0.0,
nm10477374,36,1.0,6,0.0,
nm10477375,36,1.0,5,0.0,
nm10477376,36,1.0,4,0.0,
nm10477377,36,1.0,3,0.0,
nm10477495,36,1.0,8,0.0,
nm10477838,36,1.0,7,0.0,
nm10477839,36,1.0,6,0.0,
nm10477840,36,1.0,5,0.0,
nm10478320,36,1.0,9,0.0,
nm10478323,36,1.0,8,0.0,
nm10478324,36,1.0,7,0.0,
nm10478325,36,1.0,6,0.0,
nm10478326,36,1.0,5,0.0,
nm1047838,36,1.0,8,0.066808,
nm10478626,36,1.0,9,0.0,
nm1047883,36,1.0,5,0.056808,
nm1047913,36,1.0,5,0.0,
nm10479194,36,1.0,9,0.0,
nm10479195,36,1.0,8,0.0,
nm10479420,36,1.0,7,0.0,
nm10479458,36,1.0,8,0.0,
nm10479460,36,1.0,7,0.0,
nm10479462,36,1.0,6,0.0,
nm10479557,36,1.0,9,0.0,
nm10479710,36,1.0,8,0.0,
nm10479920,36,1.0,9,0.0,
nm10479921,36,1.0,8,0.0,
nm10479922,36,1.0,7,0.0,
nm10480395,36,1.0,9,0.0,
nm1048051,125,0.384615,4,0.0,0.000113
nm10480655,36,1.0,2,0.0,
nm10480656,36,1.0,1,0.0,
nm10480657,36,1.0,0,0.0,
nm10480888,36,1.0,9,0.0,
nm10482255,36,1.0,9,0.0,
nm10482383,36,1.0,8,0.0,
nm10482384,36,1.0,7,0.0,
nm10482385,36,1.0,6,0.0,
nm10482386,36,1.0,5,0.0,
nm10482435,36,1.0,8,0.0,
nm10482617,36,1.0,3,0.0,
nm10482619,36,1.0,2,0.0,
nm10482620,36,1.0,1,0.0,
nm10482677,36,1.0,7,0.089235,
nm10483049,36,1.0,8,0.0,
nm10483205,36,1.0,6,0.0,
nm10483217,72,0.470588,6,0.1121,0.001886
nm10483664,36,1.0,9,0.0,
nm10483665,36,1.0,8,0.0,
nm10483666,36,1.0,7,0.0,
nm10483667,36,1.0,6,0.0,
nm10483668,36,1.0,5,0.0,
nm10483670,36,1.0,4,0.0,
nm10483676,36,1.0,8,0.0,
nm10483739,36,1.0,8,0.0,
nm10483765,36,1.0,5,0.0,
nm10483886,36,1.0,6,0.0,
nm10483887,36,1.0,5,0.0,
nm10484251,36,1.0,9,0.12,
nm10484265,36,1.0,6,0.109185,
nm10484283,36,1.0,4,0.0,
nm10484284,36,1.0,3,0.0,
nm10484456,36,1.0,8,0.0,
nm10484501,36,1.0,8,0.112701,
nm10484632,36,1.0,4,0.0,
nm10484635,36,1.0,7,0.0,
nm10484773,36,1.0,8,0.0,
nm10484783,36,1.0,7,0.0,
nm10484785,36,1.0,6,0.0,
nm10484819,36,1.0,8,0.0,
nm10484852,36,1.0,7,0.0,
nm10484853,36,1.0,6,0.0,
nm10484854,36,1.0,5,0.0,
nm10484855,36,1.0,4,0.0,
nm10484884,36,1.0,5,0.0,
nm10484904,36,1.0,8,0.0,
nm10484958,36,1.0,9,0.0,
nm10485039,36,1.0,9,0.0,
nm10485040,36,1.0,8,0.0,
nm10485136,36,1.0,8,0.0,
nm10485137,36,1.0,7,0.0,
